OBJECTID,State,County,year,cattle_cow_beef,cattle_cow_milk,cattle_excl_cows,hogs,sheep_goats,broilers,layers,horses,donkeys,mules,rabbits,cattle_beef_slaughtered,hogs_slaughtered,broilers_slaughtered,标记
26,ALABAMA,COLBERT,2017,9020.0,50.879503016096,6789.0,150.79955390190887,1195.0688849203423,1094358.0,,,,,,2352.014248225786,185.11745930789945,5768382.416075604,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
37,ALABAMA,ETOWAH,2017,8872.0,257.5125866937104,10927.0,112.81188001822188,1976.9275113258543,4223585.0,408165.1356766684,,,,,2313.422440161771,138.48481688682554,22262599.119118866,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
45,ALABAMA,JACKSON,2017,0.0,,16861.0,435.13153721314154,4221.226366396599,6553147.0,196173.8141396552,,,,,0.0,534.1557222777557,34541765.97124396,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
57,ALABAMA,MARSHALL,2017,22875.0,49.841145811685884,16137.0,308.5059576008517,2480.2743213304393,12292081.0,651422.0087127342,,,,,5964.781145029364,378.713580874176,64791799.29911148,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
67,ALABAMA,SAINT CLAIR,2017,0.0,,4666.0,440.88724537733657,701.8497773303367,2766706.0,2854.943648305678,,,,,0.0,541.2212741597366,14583361.423639128,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
13,ALABAMA,BIBB,2017,0.0,,3646.0,0.0,371.6866786150556,0.0,1959.2750527587987,,,,,0.0,0.0,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
18,ALABAMA,CHAMBERS,2017,10607.0,197.28786883792327,9447.0,88.63790572860292,702.8625475717945,100.0,1502.48406902989,,,,,2765.833163074381,108.80949898250579,527.1019553085557,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
20,ALABAMA,CHILTON,2017,7273.0,17.652072474972083,6002.0,143.89270410487484,1127.213278742662,192.0,2922.118792971694,,,,,1896.4744597944728,176.6387970495224,1012.035754192427,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
23,ALABAMA,CLAY,2017,0.0,,7630.0,33.38310735233097,664.3772783963938,4228583.0,391743.0519773163,,,,,0.0,40.98020091548919,22288943.67484519,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
28,ALABAMA,COOSA,2017,0.0,,2427.0,112.81188001822188,174.19648153076176,0.0,924.7778249021529,,,,,0.0,138.48481688682554,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
38,ALABAMA,FAYETTE,2017,0.0,,4831.0,70.21963960317892,335.2269499225706,844516.0,2928.836307438295,,,,,0.0,86.19973296016691,4451460.348893602,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
46,ALABAMA,JEFFERSON,2017,0.0,,2216.0,348.79591475021664,749.4499786788587,0.0,7814.7084961465225,,,,,0.0,428.1724440480423,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
47,ALABAMA,LAMAR,2017,0.0,,2106.0,0.0,560.0619435262282,312809.0,790.4275355701209,,,,,0.0,0.0,1648822.3553811403,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
50,ALABAMA,LEE,2017,0.0,,3257.0,1219.0589891764996,2190.622032273475,30110.0,5667.343038322879,,,,,0.0,1496.4838886035536,158710.3987434061,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
63,ALABAMA,PICKENS,2017,6944.0,,6747.0,0.0,444.60613600002563,3025483.0,500754.87674132705,,,,,1810.6859134900067,0.0,15947380.050527953,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
65,ALABAMA,RANDOLPH,2017,15193.0,147.44672302623738,10990.0,237.13517636483374,674.5049808109728,8022827.0,764209.076606975,,,,,3961.6577021390663,291.1007375376129,42288477.98802274,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
68,ALABAMA,SHELBY,2017,0.0,,5230.0,349.9470563830556,818.318355097997,84.0,6704.0794376683925,,,,,0.0,429.58555442443844,442.76564245918684,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
70,ALABAMA,TALLADEGA,2017,7260.0,22.843858497022698,6247.0,315.4128073978857,786.9224776128016,849798.0,2487.719524131457,,,,,1893.084638815877,387.1922431325531,4479301.874173,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
71,ALABAMA,TALLAPOOSA,2017,4295.0,5.191786022050613,4769.0,124.32329634661187,598.5472127016291,750000.0,1988.384282114072,,,,,1119.9447002361142,152.61592065078733,3953264.6648141686,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
72,ALABAMA,TUSCALOOSA,2017,5990.0,12.460286452921471,4340.0,39.13881551652596,1432.057121421495,1460287.0,7223.567223085583,,,,,1561.9252047530445,48.04575279747009,7697201.33011665,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
73,ALABAMA,WALKER,2017,6168.0,46.72607419845552,4856.0,143.89270410487484,689.6965344328415,2510960.0,,,,,,1608.3396766138194,176.6387970495224,13235319.25701571,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
10,ALABAMA,AUTAUGA,2017,8678.0,,7788.0,110.50959675254389,1204.1838170934636,0.0,2295.1507760888785,,,,,2262.8358809427245,135.6585961340332,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
15,ALABAMA,BULLOCK,2017,0.0,,4108.0,21.871691023940976,573.2279566651812,416000.0,,,,,,0.0,26.849097151527396,2192744.134083592,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
33,ALABAMA,DALLAS,2017,14589.0,12.460286452921471,11297.0,230.22832656779977,591.4578210114236,210.0,1715.205360472274,,,,,3804.1614043643017,282.6220752792358,1106.914106147967,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
35,ALABAMA,ELMORE,2017,6893.0,25.958930110253064,4785.0,230.22832656779977,1280.1415852028074,0.0,5848.715928921122,,,,,1797.387385035515,282.6220752792358,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
41,ALABAMA,GREENE,2017,0.0,,5621.0,140.43927920635784,488.15525638271606,230.0,270.939750152931,,,,,0.0,172.39946592033382,1212.3344972096784,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
42,ALABAMA,HALE,2017,0.0,,14191.0,227.92604330212177,415.2357989977461,0.0,1296.4802920541078,,,,,0.0,279.7958545264434,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
52,ALABAMA,LOWNDES,2017,17865.0,70.60828989988833,22240.0,231.37946820063877,887.1867315171354,2721698.0,1097.1940295449272,,,,,4658.396290970473,284.03518565563195,14346123.375593856,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
53,ALABAMA,MACON,2017,0.0,,6299.0,41.44109878220396,645.1346438086932,184.0,2053.3202552912207,,,,,0.0,50.871973550262446,969.8675977677425,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
55,ALABAMA,MARENGO,2017,12824.0,50.879503016096,7133.0,179.5780947228838,540.8193089385278,495.0,1710.7270174945395,,,,,3343.928017654932,220.44521871780393,2609.154678777351,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
60,ALABAMA,MONTGOMERY,2017,22508.0,26.997287314663186,24649.0,245.19316779470674,1308.499151963629,804636.0,2530.2637824199337,,,,,5869.083891249002,300.9925101723861,4241252.089116551,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
62,ALABAMA,PERRY,2017,0.0,,6274.0,27.62739918813597,380.8016107881769,142.0,1171.0866886775448,,,,,0.0,33.9146490335083,748.4847765381493,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
69,ALABAMA,SUMTER,2017,10812.0,,8808.0,0.0,6.076621448747503,0.0,,,,,,2819.2880323522395,0.0,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
11,ALABAMA,BALDWIN,2017,11212.0,25.958930110253064,11144.0,181.88037798856183,1472.5679310798116,313.0,,,,,,2923.5902163090373,223.27143947059628,1649.8291201157797,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
16,ALABAMA,BUTLER,2017,0.0,,3552.0,1847.5823207065932,671.466670086599,6062245.0,,,,,,0.0,2268.042154115867,31954211.93059516,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
21,ALABAMA,CHOCTAW,2017,0.0,,1923.0,34.53424898516996,224.83499360365764,0.0,64877.754718438206,,,,,0.0,42.39331129188537,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
22,ALABAMA,CLARKE,2017,3734.0,7.2685004308708585,3053.0,33.38310735233097,832.4971384784079,300.0,1155.4124882554743,,,,,973.6608872367058,40.98020091548919,1581.3058659256671,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
27,ALABAMA,CONECUH,2017,6851.0,17.652072474972083,4685.0,0.0,640.0707926014037,0.0,,,,,,1786.435655720051,0.0,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
36,ALABAMA,ESCAMBIA,2017,0.0,,5142.0,128.92786287796787,625.8920092209928,0.0,2501.1545530646604,,,,,0.0,158.26836215637206,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
58,ALABAMA,MOBILE,2017,0.0,,10353.0,344.19134821886064,1610.3046839180884,0.0,12541.599509145177,,,,,0.0,422.5200025424576,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
59,ALABAMA,MONROE,2017,0.0,,6599.0,145.04384573771384,1825.0119751071668,0.0,1155.4124882554743,,,,,0.0,178.05190742591853,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
74,ALABAMA,WASHINGTON,2017,6884.0,20.767144088202453,4482.0,197.99636084830777,1292.2948281003023,0.0,511312.57031133585,,,,,1795.0405858964868,243.05498474014288,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
75,ALABAMA,WILCOX,2017,0.0,,9071.0,140.43927920635784,763.6287620592695,80.0,734.4482483484411,,,,,0.0,172.39946592033382,421.6815642468447,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
12,ALABAMA,BARBOUR,2017,0.0,,9454.0,157.70640369894284,571.2024161822653,3895996.0,355656.5642627326,,,,,0.0,193.59612156627654,20535871.094743125,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
25,ALABAMA,COFFEE,2017,15005.0,30.112358927893553,16546.0,9.209133062711992,1117.0855763280827,8263837.0,434137.28577603895,,,,,3912.6356756793707,11.304883011169434,43558846.410511896,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
29,ALABAMA,COVINGTON,2017,0.0,,12571.0,242.89088452902877,1712.594478305338,3436482.0,1656366.6512593105,,,,,0.0,298.1662894195939,18113763.81582656,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
30,ALABAMA,CRENSHAW,2017,12081.0,61.26307506019723,9739.0,86.33562246292492,460.8104598633523,8578086.0,514080.18627157575,,,,,3150.18671095518,105.98327822971343,45215259.03404947,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
32,ALABAMA,DALE,2017,0.0,,5205.0,17.26712449258498,821.3566658223708,8448640.0,373829.6800663787,,,,,0.0,21.196655645942684,44532946.63698077,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
40,ALABAMA,GENEVA,2017,0.0,,16333.0,63.312789806144934,1230.5158433713696,4839301.0,121298.15872342499,,,,,0.0,77.72107070178984,25508050.194266494,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
43,ALABAMA,HENRY,2017,0.0,,10405.0,177.27581145720583,214.70729118907843,5290825.0,257730.8775401034,,,,,0.0,217.61899796501157,27888042.0269539,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
44,ALABAMA,HOUSTON,2017,0.0,,9242.0,162.31097023029884,877.0590291025563,0.0,2769.8551317287242,,,,,0.0,199.24856307186124,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
64,ALABAMA,PIKE,2017,14067.0,335.3893770244696,10022.0,48.34794857923795,452.708297931689,5614367.0,334912.87958986685,,,,,3668.0470543006804,59.350635808639524,29593438.235198304,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
66,ALABAMA,RUSSELL,2017,0.0,,3249.0,0.0,1156.5836157449414,0.0,1981.6667676474704,,,,,0.0,0.0,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
84,ALASKA,FAIRBANKS NORTH STAR,2017,652.0,63.339789469017475,859.0,783.9274519633582,365.6100571663081,396.0,3419.2148635002113,,,,,15767.510090989314,1572.5936196857228,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
79,ALASKA,ANCHORAGE,2017,0.0,,834.0,836.8799670739521,813.2545038907076,977.0,9648.589945528758,,,,,0.0,1678.8187393708088,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
87,ALASKA,KENAI PENINSULA,2017,238.0,,,95.5447555256369,0.0,697.0,3461.7591217886884,,,,,5755.62484916481,191.66706377961088,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
86,ALASKA,JUNEAU,2017,0.0,,,0.0,0.0,0.0,1025.5405419011768,,,,,0.0,0.0,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
-2,ALASKA,ALEUTIAN ISLANDS,2017,0.0,,6872.0,0.0,0.0,0.0,1164.3691742109431,,,,,0.0,0.0,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
103,ARIZONA,APACHE,2017,0.0,,15166.0,315.4128073978857,96527.13171335409,0.0,8549.156744494963,,,,,0.0,55.16206859020389,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
105,ARIZONA,COCONINO,2017,27562.0,,19631.0,88.63790572860292,39643.87833162871,80.0,4135.749739937715,,,,,17610.7902973977,15.501749202356567,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
106,ARIZONA,GILA,2017,8743.0,9.345214839691103,6362.0,16.115982859745984,381.8143810296348,0.0,7566.160460882263,,,,,5586.355836664541,2.818499854973921,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
111,ARIZONA,MOHAVE,2017,0.0,,8892.0,154.25297880042584,354.46958451027103,320.0,6460.009745381867,,,,,0.0,26.977070040464678,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
112,ARIZONA,NAVAJO,2017,19836.0,8.30685763528098,9902.0,0.0,65369.25523490126,305.0,10965.22278098267,,,,,12674.248470328013,0.0,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
116,ARIZONA,YAVAPAI,2017,31882.0,22.843858497022698,16101.0,109.35845511970489,1658.9176555080683,786.0,14769.575140568038,,,,,20371.062196561696,19.12553473018018,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
104,ARIZONA,COCHISE,2017,0.0,,95072.0,894.437048715902,3540.6447641368786,779.0,19375.550893167867,,,,,0.0,156.4267419510526,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
107,ARIZONA,GRAHAM,2017,8599.0,33.22743054112392,5128.0,748.2420613453493,558.0364030433125,0.0,3255.755344812906,,,,,5494.346773359075,130.8589218380749,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
108,ARIZONA,GREENLEE,2017,6040.0,,,11.511416328389988,1095.8174012574664,0.0,1030.0188848789112,,,,,3859.2690442015128,2.013214182124229,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
109,ARIZONA,LAPAZ,2017,0.0,,2559.0,590.5356576464063,191.41357563554635,0.0,,,,,,0.0,103.27788754297296,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
110,ARIZONA,MARICOPA,2017,3034.0,126449.0636386559,86168.0,1293.8831953110346,6138.400433476436,612.0,,,,,,1938.5798476998991,226.2852740707634,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
113,ARIZONA,PIMA,2017,11425.0,,5320.0,2264.295591794311,1450.2869857677374,666.0,6625.70843555804,,,,,7300.024640728856,395.9992296238359,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
114,ARIZONA,PINAL,2017,9071.0,68862.81143927491,218847.0,238.28631799767277,732.2328845740741,289.0,6777.97209680101,,,,,5795.932036415882,41.67353356997155,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
115,ARIZONA,SANTA CRUZ,2017,0.0,,7653.0,0.0,327.12478799090724,0.0,1175.565031655279,,,,,0.0,0.0,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
117,ARIZONA,YUMA,2017,127.0,,,306.2036743351737,285.60120809113266,114.0,1231.544318876959,,,,,81.1468822207934,53.5514972445045,0.0,"种类：layers,FAO总量：381175000.0,国家总量：170230374.0; 种类：cattle_beef_slaughtered,FAO总量：32817400.0,国家总量：609900.0; "
