OBJECTID,State,County,year,cattle_cow_beef,cattle_cow_milk,cattle_excl_cows,hogs,sheep_goats,broilers,layers,horses,donkeys,mules,rabbits,cattle_beef_slaughtered,hogs_slaughtered,broilers_slaughtered,标记
26,ALABAMA,COLBERT,2007,0.0,,5313.0,0.0,1183.2328990805852,1670490.0,,,,,,0.0,0.0,11191077.007542107,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
45,ALABAMA,JACKSON,2007,0.0,,14325.0,9811.223811739932,3655.31715783239,3954924.0,541754.9134710856,,,,,0.0,7207.4744833188015,26495135.58475445,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
57,ALABAMA,MARSHALL,2007,23732.0,4.114347887165498,13831.0,2077.019147019736,2273.09295618974,12413286.0,1253619.8565507545,,,,,6080.903070716646,1525.8099081988555,83160054.56042498,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
67,ALABAMA,SAINT CLAIR,2007,0.0,,3516.0,0.0,851.8358451983773,3394777.0,2315.0183722806714,,,,,0.0,0.0,22742555.07691322,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
13,ALABAMA,BIBB,2007,0.0,,1970.0,0.0,300.7830073341979,0.0,305.67647944241554,,,,,0.0,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
18,ALABAMA,CHAMBERS,2007,0.0,,6390.0,0.0,542.6339750634767,0.0,1128.651616402765,,,,,0.0,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
20,ALABAMA,CHILTON,2007,7939.0,,5558.0,0.0,1533.7637320552994,1807.0,15531.785312088052,,,,,2034.2276031695367,0.0,12105.595455602002,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
23,ALABAMA,CLAY,2007,9096.0,222.1747859069369,5471.0,33.4497295946812,1029.397315176835,2189403.0,,,,,,2330.6882829613437,24.57268095740482,14667419.48383032,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
28,ALABAMA,COOSA,2007,2386.0,,1374.0,0.0,33.67545120281096,0.0,,,,,,611.3700795015134,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
38,ALABAMA,FAYETTE,2007,4077.0,879.4418608816252,3592.0,263.41662055811446,140.0592629571456,473000.0,1162.8531805361822,,,,,1044.6587653510771,193.50986253956296,3168758.5226894002,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
46,ALABAMA,JEFFERSON,2007,2329.0,,1346.0,162.0221277242371,671.9783217288189,0.0,587.8393835431068,,,,,596.7648428998428,119.02392338742959,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
47,ALABAMA,LAMAR,2007,0.0,,2498.0,34.49503364451499,532.6844099353734,0.0,1468.5296599785977,,,,,0.0,25.340577237323718,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
50,ALABAMA,LEE,2007,0.0,,2482.0,0.0,1266.6561759239123,0.0,7763.7550582856875,,,,,0.0,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
63,ALABAMA,PICKENS,2007,0.0,,7766.0,36190.5168133454,766.1165148639494,4495060.0,445415.52010052453,,,,,0.0,26586.10500335218,30113656.839323923,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
65,ALABAMA,RANDOLPH,2007,0.0,,6570.0,58.53702679069211,329.86635155480735,3305261.0,1288524.6903466652,,,,,0.0,43.002191675458434,22142862.50203571,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
68,ALABAMA,SHELBY,2007,0.0,,2162.0,15.679560747506814,935.2591220417045,40.0,2056.3690435217045,,,,,0.0,11.51844419878351,267.9711224261649,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
70,ALABAMA,TALLADEGA,2007,0.0,,6383.0,133.7989183787248,1594.226473987619,526400.0,,,,,,0.0,98.29072382961928,3526499.9711283306,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
71,ALABAMA,TALLAPOOSA,2007,4348.0,5.142934858956872,2401.0,48.08398629235423,1170.2219292976808,245014.0,1509.1440173870305,,,,,1114.0976972642832,35.32322887626943,1641416.9147531094,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
72,ALABAMA,TUSCALOOSA,2007,0.0,,3838.0,62.71824299002726,851.0704940346772,1148422.0,107230.45394929603,,,,,0.0,46.07377679513404,7693598.30897253,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
73,ALABAMA,WALKER,2007,4955.0,5.142934858956872,3818.0,100.34918878404362,1211.5508921374942,2870878.0,,,,,,1269.6306554610223,73.71804287221445,19232810.000214588,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
10,ALABAMA,AUTAUGA,2007,6871.0,,5014.0,0.0,872.500326618284,0.0,1070.9364769276237,,,,,1760.5715910540227,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
15,ALABAMA,BULLOCK,2007,5232.0,,2496.0,153.6596953255668,267.8729072950872,851264.0,,,,,,1340.6069807007204,112.88075314807841,5702854.239024672,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
33,ALABAMA,DALLAS,2007,0.0,,7613.0,0.0,870.2042731271833,45.0,1192.779549152922,,,,,0.0,0.0,301.4675127294355,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
35,ALABAMA,ELMORE,2007,7549.0,,4742.0,130.66300622922347,1161.8030664969783,0.0,1485.6304420453064,,,,,1934.2970369475795,95.98703498986256,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
41,ALABAMA,GREENE,2007,0.0,,6858.0,0.0,195.92989790726378,0.0,478.8218978678397,,,,,0.0,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
42,ALABAMA,HALE,2007,12426.0,597.6090306107885,8662.0,146.34256697673027,221.18648630937201,0.0,2359.907925205782,,,,,3183.94157916421,107.50547918864609,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
52,ALABAMA,LOWNDES,2007,17294.0,,19690.0,87.80554018603817,492.1207982592602,2191960.0,463.8587135594697,,,,,4431.280031391104,64.50328751318764,14684549.53783141,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
53,ALABAMA,MACON,2007,0.0,,2391.0,91.98675638537331,866.3775173086821,125.0,4161.902835485196,,,,,0.0,67.57487263286325,837.4097575817655,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
55,ALABAMA,MARENGO,2007,0.0,,8594.0,340.76912024581475,506.6624703695649,0.0,1558.3087658288175,,,,,0.0,250.3341872535615,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
60,ALABAMA,MONTGOMERY,2007,0.0,,26351.0,40.76685794351772,1335.5377806569347,580052.0,846.4887123020738,,,,,0.0,29.947954916837126,3885929.637638545,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
62,ALABAMA,PERRY,2007,0.0,,4948.0,20.90608099667575,774.5353776646522,28.0,746.021617660161,,,,,0.0,15.35792559837801,187.57978569831545,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
69,ALABAMA,SUMTER,2007,10371.0,,8412.0,14197.319604842503,1344.7219946213377,0.0,,,,,,2657.384364840819,10429.567273858507,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
11,ALABAMA,BALDWIN,2007,0.0,,10928.0,60.62763489035969,1972.3099488555422,334.0,,,,,,0.0,44.53798423529624,2237.558872258477,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
16,ALABAMA,BUTLER,2007,0.0,,4914.0,0.0,711.7765822412317,4450017.0,172183.49943417183,,,,,0.0,0.0,29811901.257637877,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
21,ALABAMA,CHOCTAW,2007,2963.0,3.0857609153741237,1805.0,0.0,521.9694936435699,564003.0,587.8393835431068,,,,,759.2160710657938,0.0,3778412.9240431073,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
22,ALABAMA,CLARKE,2007,0.0,,2471.0,59.5823308405259,698.0002612946272,0.0,724.6456400767753,,,,,0.0,43.770087955377335,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
27,ALABAMA,CONECUH,2007,7204.0,,4377.0,17.770168847174393,609.9848774690986,0.0,613.4905566431696,,,,,1845.8969206743095,13.05423675862131,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
36,ALABAMA,ESCAMBIA,2007,5103.0,,4956.0,342.8597283454824,867.9082196360825,0.0,2708.3363598149685,,,,,1307.5530241811496,251.8699798133994,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
58,ALABAMA,MOBILE,2007,10220.0,720.0108802539622,8977.0,137.98013457805996,922.2481522588001,0.0,4813.87015177846,,,,,2618.6932994574463,101.36230894929487,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
59,ALABAMA,MONROE,2007,0.0,,4532.0,52.26520249168938,897.7569150203923,0.0,451.0331270094384,,,,,0.0,38.394813995945036,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
74,ALABAMA,WASHINGTON,2007,5577.0,,3191.0,1474.9240143154743,818.9257451592665,894225.0,622023.8468944572,,,,,1429.0070969739897,1083.5016509655688,5990661.923788434,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
75,ALABAMA,WILCOX,2007,8222.0,,6128.0,216.37793831559404,416.3510330529355,108.0,1004.670946419128,,,,,2106.741321735726,158.95452994321244,723.5220305506452,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
12,ALABAMA,BARBOUR,2007,10253.0,,6733.0,725.4410105846487,654.3752449637129,3043320.0,515845.0910422638,,,,,2627.1489627531505,532.920018263717,20388046.907549907,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
25,ALABAMA,COFFEE,2007,0.0,,11918.0,0.0,1532.2330297278988,8816985.0,497378.38400797686,,,,,0.0,0.0,59067434.171616495,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
29,ALABAMA,COVINGTON,2007,14609.0,651.0955531439402,14319.0,78.39780373753408,960.5157104438127,3508077.0,923803.4856234215,,,,,3743.2965177860897,57.59222099391754,23501583.281185336,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
30,ALABAMA,CRENSHAW,2007,11906.0,,9233.0,13.58895264783924,590.8510983765924,7843414.0,475425.25502983975,,,,,3050.7008242016004,9.982651638945708,52545211.3308274,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
32,ALABAMA,DALE,2007,0.0,,5489.0,113.93814143188285,577.8401285936882,4657150.0,224287.44479367448,,,,,0.0,83.70069451116017,31199542.82017535,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
40,ALABAMA,GENEVA,2007,0.0,,15001.0,1425.7947239732864,1584.2769088595157,7069792.0,349604.11337627313,,,,,0.0,1047.4105258093807,47362502.43898803,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
43,ALABAMA,HENRY,2007,9372.0,,7020.0,0.0,553.3488913552802,1400400.0,395.4555852926355,,,,,2401.4083759799596,0.0,9381668.996140033,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
44,ALABAMA,HOUSTON,2007,0.0,,8575.0,28.223209345512267,899.2876173477928,447004.0,,,,,,0.0,20.73319955781032,2994604.090224636,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
64,ALABAMA,PIKE,2007,0.0,,8357.0,54.35581059135696,864.8468149812816,5495940.0,489264.06291732367,,,,,0.0,39.93060655578283,36818830.264671415,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
66,ALABAMA,RUSSELL,2007,0.0,,2160.0,102.4397968837112,756.9323008995465,70.0,1368.0625653366849,,,,,0.0,75.25383543205226,468.94946424578865,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
84,ALASKA,FAIRBANKS NORTH STAR,2007,661.0,218.0604380197714,548.0,225.78567476409813,58.16668844121894,0.0,1678.0142402957777,,,,,2775.892886712822,409.0630744823436,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
79,ALASKA,ANCHORAGE,2007,522.0,356.91967921160693,486.0,444.2542211793598,613.8116332875999,1733.0,5023.3547320956395,,,,,2192.157468780776,804.8694752546113,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
87,ALASKA,KENAI PENINSULA,2007,0.0,,240.0,0.0,58.93203960491919,110.0,808.0119526519795,,,,,0.0,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
-2,ALASKA,ALEUTIAN ISLANDS,2007,5019.0,,6504.0,0.0,0.0,0.0,,,,,,21077.468076265737,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
86,ALASKA,JUNEAU,2007,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
