OBJECTID,State,County,year,cattle_cow_beef,cattle_cow_milk,cattle_excl_cows,hogs,sheep_goats,broilers,layers,horses,donkeys,mules,rabbits,cattle_beef_slaughtered,hogs_slaughtered,broilers_slaughtered,标记
26,ALABAMA,COLBERT,2002,9280.0,64.75838940216249,7027.0,47.970925111270965,697.2101423743187,1846500.0,71751.24170251348,,,,,1212.4638160153872,47.076052756007115,13067643.609324878,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
19,ALABAMA,CHEROKEE,2002,9741.0,92.0132629146418,7431.0,0.0,667.4604754677558,1116600.0,431.39648784402175,,,,,1272.6950465308068,0.0,7902155.891780211,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
24,ALABAMA,CLEBURNE,2002,7320.0,147.22122066342686,5113.0,1233.856817978272,469.129362757337,4003276.0,194331.8155925195,,,,,956.3830962535166,1210.8398685614852,28331104.271737695,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
31,ALABAMA,CULLMAN,2002,39018.0,2005.889131539191,35161.0,169.57164225379506,3022.2610329179984,22503476.0,2579442.622631529,,,,,5097.835471259523,166.40837253286233,159256650.06173617,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
34,ALABAMA,DE KALB,2002,35464.0,573.5493388346006,29593.0,68581.68886547402,2251.058129263254,16445773.0,2213680.731991274,,,,,4633.493186548459,67302.3335622218,116386406.95578535,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
37,ALABAMA,ETOWAH,2002,12020.0,353.73987742740064,9274.0,257.70427210938584,728.4854332248078,2535920.0,478164.4599406329,,,,,1570.4542099682062,252.89693457296846,17946655.175607443,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
45,ALABAMA,JACKSON,2002,0.0,94.2261090216704,16879.0,0.0,1900.9274341321686,3352506.0,438080.67296936165,,,,,0.0,0.0,23725617.98327826,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
57,ALABAMA,MARSHALL,2002,0.0,131.51691671466222,20102.0,1575.231308304991,1994.7533066836359,10483926.0,1823624.4938930047,,,,,0.0,1545.8461974763266,74194534.846756,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
67,ALABAMA,SAINT CLAIR,2002,9380.0,106.3264371458083,5792.0,0.0,537.0196282620573,3164114.0,5367.031590211556,,,,,1225.5291588603804,0.0,22392371.56310608,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
13,ALABAMA,BIBB,2002,2626.0,88.09386103288757,2337.0,0.0,139.59459086925636,68.0,492.0872484912796,,,,,343.09590310952666,0.0,481.23464144819485,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
18,ALABAMA,CHAMBERS,2002,0.0,145.2985092414324,6485.0,0.0,70.17870142060976,0.0,300.1732215796805,,,,,0.0,0.0,0.0,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
20,ALABAMA,CHILTON,2002,0.0,31.621153353564306,7312.0,89.2482327651553,909.2718705800743,0.0,2457.1556607997895,,,,,0.0,87.5833539646644,0.0,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
23,ALABAMA,CLAY,2002,10615.0,140.0646335478436,7125.0,0.0,249.4395148319499,1730790.0,78291.08123496258,,,,,1386.8861429960489,0.0,12248766.251060603,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
28,ALABAMA,COOSA,2002,2937.0,44.65794464845483,1968.0,52.433336749528735,0.0,0.0,219.79897099277156,,,,,383.7291193574561,51.45522045424033,0.0,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
38,ALABAMA,FAYETTE,2002,4571.0,910.9313028549537,4424.0,1375.5383874929557,211.29891623379243,708590.0,624.950805583925,,,,,597.2168214446482,1349.87844298039,5014677.273290828,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
46,ALABAMA,JEFFERSON,2002,3127.0,3.067108763821393,2162.0,628.0844380847803,344.7910113273436,20.0,1076.030783367598,,,,,408.5532707629435,616.3678535263258,141.53960042593962,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
47,ALABAMA,LAMAR,2002,4341.0,434.50707487469737,3382.0,0.0,296.73385709366516,0.0,1276.1462644207184,,,,,567.1665329011634,0.0,0.0,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
50,ALABAMA,LEE,2002,0.0,98.90865853838791,2978.0,0.0,112.89617185054614,655.0,22214.27002682257,,,,,0.0,0.0,4635.4219139495235,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
63,ALABAMA,PICKENS,2002,0.0,31.597868262729563,8929.0,35155.99448910423,240.2857711683921,4601630.0,549818.9244842764,,,,,0.0,34500.17791860586,32565643.57540083,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
65,ALABAMA,RANDOLPH,2002,12997.0,427.3504877591141,8865.0,716.2170679403712,221.21547186931338,3647347.0,636700.2087870685,,,,,1698.1026095637915,702.8564155664318,25812201.84973749,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
68,ALABAMA,SHELBY,2002,0.0,102.99722494065597,3479.0,11.156029095644412,548.4618078415045,6.0,1837.125727700777,,,,,0.0,10.94791924558305,42.461880127781896,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
70,ALABAMA,TALLADEGA,2002,9983.0,100.19221961816551,7722.0,1781.6178465744124,678.9026550472032,944712.0,14824.030498833761,,,,,1304.3131762156906,1748.382703519613,6685707.949879515,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
71,ALABAMA,TALLAPOOSA,2002,0.0,44.370265580996055,3315.0,18.965249462595498,286.05448948618107,0.0,9965.28590462615,,,,,0.0,18.61146271749118,0.0,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
72,ALABAMA,TUSCALOOSA,2002,5552.0,291.3753325630323,3712.0,0.0,353.9447549909014,1390485.0,13736.427005645548,,,,,725.3878347540334,0.0,9840434.564913137,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
73,ALABAMA,WALKER,2002,6370.0,47.332381702933986,4097.0,0.0,653.7298599724191,3395012.0,10630.55877715222,,,,,832.2623392260792,0.0,24026432.096063513,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
10,ALABAMA,AUTAUGA,2002,0.0,93.59183190974525,9020.0,447.35676673534084,568.2949191125464,0.0,1294.1894635320652,,,,,0.0,439.0115617478802,0.0,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
15,ALABAMA,BULLOCK,2002,6547.0,242.42884237732625,3776.0,61.35816002604426,243.3370190562447,573920.0,54448.01139194287,,,,,855.3879960617177,60.213555850706776,4061620.3738227645,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
33,ALABAMA,DALLAS,2002,0.0,96.32524338361718,11284.0,0.0,215.11297609360818,0.0,593.785279846144,,,,,0.0,0.0,0.0,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
35,ALABAMA,ELMORE,2002,8030.0,378.2767475379718,6459.0,0.0,919.1884262155952,39.0,1261.38364696598,,,,,1049.1470304529696,0.0,276.0022208305823,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
41,ALABAMA,GREENE,2002,0.0,68.82913847557137,8058.0,0.0,77.80682114024125,82.0,332.9790381457658,,,,,0.0,0.0,580.3123617463526,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
42,ALABAMA,HALE,2002,12731.0,666.5849713371828,11381.0,16.734043643466617,348.60507118715935,0.0,237.84217010411845,,,,,1663.3487975961093,16.421878868374577,0.0,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
52,ALABAMA,LOWNDES,2002,21826.0,113.80393255704182,25960.0,175.14965680161725,141.88302678514583,1425246.0,457.64114109688995,,,,,2851.641729348258,171.88233215565387,10086437.46743344,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
53,ALABAMA,MACON,2002,0.0,98.59546221087432,3702.0,68.0517774834309,549.2246198134677,14.0,948.0880987598653,,,,,0.0,66.78230739805662,99.07772029815776,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
55,ALABAMA,MARENGO,2002,13089.0,1776.8783438405271,11648.0,105.9822764086219,575.1602268602147,79.0,497.00812097619234,,,,,1710.1227249811855,104.00523283303896,559.0814216824615,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
60,ALABAMA,MONTGOMERY,2002,0.0,86.62076961565664,28520.0,281.13193321023914,1992.4648707677466,596251.0,767.6561076463961,,,,,0.0,275.8875649886929,4219656.414678347,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
62,ALABAMA,PERRY,2002,0.0,67.93758916865126,7065.0,16.734043643466617,332.58601977593315,190.0,731.5697094237023,,,,,0.0,16.421878868374577,1344.6262040464267,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
69,ALABAMA,SUMTER,2002,10897.0,64.40928404024925,12001.0,14628.900953118517,169.34425777581922,180.0,387.10863547980654,,,,,1423.7304098189304,14356.006506733052,1273.8564038334569,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
11,ALABAMA,BALDWIN,2002,0.0,57.90497827483908,17639.0,0.0,1238.0438304961917,30.0,13005.098262406736,,,,,0.0,0.0,212.30940063890947,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
16,ALABAMA,BUTLER,2002,9720.0,108.50404268356587,5774.0,2137.495174725469,470.6549867012633,2831395.0,84191.20734437302,,,,,1269.951324533358,2097.6213274537117,20037725.847400174,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
21,ALABAMA,CHOCTAW,2002,3392.0,100.82530413105067,3152.0,26.774469829546586,146.4598986169247,0.0,22644.736715687886,,,,,443.17642930217596,26.275006189399317,0.0,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
22,ALABAMA,CLARKE,2002,0.0,73.55002353439414,2655.0,0.0,231.1320275048343,0.0,485.5260851780625,,,,,0.0,0.0,0.0,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
27,ALABAMA,CONECUH,2002,0.0,74.89671553120648,5922.0,53.54893965909317,334.8744556918226,0.0,196.83489939651184,,,,,0.0,52.550012378798634,0.0,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
36,ALABAMA,ESCAMBIA,2002,6122.0,47.48829738876069,5332.0,391.5766212571188,829.1766135239436,976.0,2266.8819247164947,,,,,799.8602889704957,384.271965519965,6907.132500785855,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
58,ALABAMA,MOBILE,2002,9131.0,826.0746270558951,9032.0,100.4042618607997,983.2646318604998,132.0,1423.772438968102,,,,,1192.996455176347,98.53127321024745,934.1613628112017,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
59,ALABAMA,MONROE,2002,7897.0,75.51805847675365,6727.0,109.32908513731522,422.59783246758485,0.0,433.036778672326,,,,,1031.7701244691284,107.28960860671388,0.0,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
74,ALABAMA,WASHINGTON,2002,5364.0,71.59514367264318,4535.0,2198.8533347515136,968.0083924212367,752791.0,356015.2825384709,,,,,700.8249902054458,2157.83488330442,5327486.867212178,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
75,ALABAMA,WILCOX,2002,9943.0,152.05828525125648,6933.0,120.48511423295963,441.6681317666636,0.0,467.4828860667156,,,,,1299.0870390776934,118.23752785229694,0.0,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
12,ALABAMA,BARBOUR,2002,0.0,99.10769273417331,7820.0,1384.4632107694715,784.9335191500809,1929050.0,351883.3899419725,,,,,0.0,1358.6367783768565,13651848.310082946,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
25,ALABAMA,COFFEE,2002,15401.0,844.4772796388236,13061.0,3557.6576786010028,1027.5077262343623,8537585.0,253210.0548745011,,,,,2012.1934515574328,3491.291447416434,60420318.4751248,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
29,ALABAMA,COVINGTON,2002,15881.0,633.8691445230879,17414.0,68.0517774834309,1305.934096000912,3184927.0,628823.5322295513,,,,,2074.9070972134014,66.78230739805662,22539664.748289336,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
30,ALABAMA,CRENSHAW,2002,11809.0,79.10835909154856,13799.0,93.71064440341304,896.3040670567008,4979281.0,303002.7232585054,,,,,1542.88633656527,91.96252166289761,35238272.15742367,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
32,ALABAMA,DALE,2002,8310.0,107.74615216770054,6260.0,732.9511115838378,788.7475790098966,2957176.0,434.67706950063024,,,,,1085.729990418951,719.2782944348063,20927875.471458927,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
40,ALABAMA,GENEVA,2002,0.0,73.60314553139264,17443.0,826.6617559872508,668.223287439719,7055546.0,440199.92871953076,,,,,0.0,811.2408160977039,49931958.08134184,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
43,ALABAMA,HENRY,2002,9269.0,105.99552277424907,7873.0,528.795779133545,225.79234370109228,700536.0,23805.935691944807,,,,,1211.026628302438,518.9313722406365,4957679.276199303,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
44,ALABAMA,HOUSTON,2002,0.0,87.28914674788784,9456.0,755.2631697751267,750.6069804117392,235035.0,19604.59988966428,,,,,0.0,741.1741329259725,1663337.9993055363,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
64,ALABAMA,PIKE,2002,0.0,100.92105308953778,11986.0,89.2482327651553,736.1135529444393,3986850.0,409928.36148317554,,,,,0.0,87.5833539646644,28214857.797907874,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
66,ALABAMA,RUSSELL,2002,4401.0,90.41267443455763,2878.0,33.46808728693323,474.469046561079,35.0,567.5406265932758,,,,,575.0057386081594,32.84375773674915,247.6943007453944,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
84,ALASKA,FAIRBANKS NORTH STAR,2002,538.0,213.67524387955706,579.0,606.8879828030559,126.62678734588283,200.0,1199.0525954904178,,,,,5139.335807443829,279.3708199400736,0.0,"种类：sheep_goats,FAO总量：9153466.0,国家总量：11999636.0; 种类：layers,FAO总量：339293000.0,国家总量：206849294.12838426; 种类：cattle_beef_slaughtered,FAO总量：36970000.0,国家总量：1170400.0; "
