OBJECTID,State,County,year,cattle_cow_beef,cattle_cow_milk,cattle_excl_cows,hogs,sheep_goats,broilers,layers,horses,donkeys,mules,rabbits,cattle_beef_slaughtered,hogs_slaughtered,broilers_slaughtered,标记
26,ALABAMA,COLBERT,2012,0.0,,8102.0,61.62712756086929,1163.940490272528,1871616.0,2515.975979981904,,,,,0.0,16.593283714581794,11167342.578437677,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
34,ALABAMA,DE KALB,2012,35501.0,295.75979458769365,20098.0,87920.22741040387,2147.819690600807,17975223.0,2401196.0393357086,,,,,6329.783283840656,23672.77748310494,107252488.31213894,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
37,ALABAMA,ETOWAH,2012,10647.0,251.71046347888822,8065.0,84.4519896204505,1132.0308945862055,4052093.0,282516.9890231819,,,,,1898.34659933668,22.738944349612087,24177561.36445151,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
45,ALABAMA,JACKSON,2012,0.0,,15400.0,0.0,4879.12913089437,2933439.0,608451.5096565428,,,,,0.0,0.0,17502905.641942386,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
57,ALABAMA,MARSHALL,2012,24693.0,,14084.0,5899.085599298765,1537.7386111694493,10947463.0,1374073.7660308778,,,,,4402.730588656019,1588.3459911235793,65320060.14362512,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
67,ALABAMA,SAINT CLAIR,2012,6552.0,,3806.0,0.0,654.1467115696126,2854143.0,3837.7605082925234,,,,,1168.213291899495,0.0,17029771.410828847,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
13,ALABAMA,BIBB,2012,3655.0,,1838.0,101.57063616513642,354.04456166253135,0.0,1911.902507767548,,,,,651.6818653682318,27.348189825884813,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
18,ALABAMA,CHAMBERS,2012,8920.0,126.9040253372728,7962.0,285.31077574476524,315.2971954719968,0.0,2707.3655949409076,,,,,1590.4246892160404,76.82075793787868,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
20,ALABAMA,CHILTON,2012,0.0,,4915.0,0.0,1046.1788871444328,0.0,7625.679971022807,,,,,0.0,0.0,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
23,ALABAMA,CLAY,2012,0.0,,6525.0,0.0,185.3795558919692,3313362.0,,,,,,0.0,0.0,19769786.398693647,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
28,ALABAMA,COOSA,2012,0.0,,1004.0,35.378536192350886,142.07367603196,0.0,931.0307311026537,,,,,0.0,9.525773984296954,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
38,ALABAMA,FAYETTE,2012,3555.0,1137.9410536441405,2657.0,190.58759819750318,239.32196764741929,1053024.0,4336.170963914929,,,,,633.8519921707426,51.31626630250295,6283062.20470265,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
46,ALABAMA,JEFFERSON,2012,3100.0,,1704.0,206.56500163921,869.1566063131671,132280.0,3512.796891226715,,,,,552.7260691221666,55.618228747024155,789273.0540216239,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
47,ALABAMA,LAMAR,2012,0.0,,2632.0,22.824862059581214,622.9968681615359,268000.0,1204.159660783732,,,,,0.0,6.145660635030294,1599071.5034608045,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
50,ALABAMA,LEE,2012,0.0,,1480.0,14.83616033872779,789.3826170973606,0.0,7864.916989721561,,,,,0.0,3.994679412769692,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
63,ALABAMA,PICKENS,2012,6109.0,162.56300766344864,5546.0,0.0,550.0606494499414,4108308.0,497270.0924999416,,,,,1089.2269536346178,0.0,24512978.545671828,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
65,ALABAMA,RANDOLPH,2012,0.0,,9264.0,92.44069134130392,408.74672569622714,4936561.0,899134.4555846424,,,,,0.0,24.889925571872688,29454903.060432736,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
68,ALABAMA,SHELBY,2012,4179.0,14.683110369601813,2702.0,93.581934444283,623.7566204397817,187.0,5394.794771656919,,,,,745.1104009230755,25.1972086036242,1115.7700415939196,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
70,ALABAMA,TALLADEGA,2012,8570.0,,4996.0,21.683618956602157,1178.3757835591975,786419.0,32490.380781113377,,,,,1528.020133024828,5.838377603278778,4692314.226418441,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
71,ALABAMA,TALLAPOOSA,2012,0.0,,1738.0,223.68364818389594,622.9968681615359,352002.0,1206.1533026062216,,,,,0.0,60.22747422329688,2100284.9528403366,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
72,ALABAMA,TUSCALOOSA,2012,0.0,,2900.0,49.07345342809962,630.5943909439936,738249.0,179780.6386266467,,,,,0.0,13.213170365315133,4404899.023725505,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
73,ALABAMA,WALKER,2012,5118.0,,3607.0,132.38419994557108,621.4773636050443,1222610.0,26942.075589124757,,,,,912.5329102474997,35.6448316831757,7294928.398679905,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
10,ALABAMA,AUTAUGA,2012,8102.0,25.171046347888822,6870.0,43.36723791320431,875.2346245391333,185.0,1521.148710559582,,,,,1444.5763264605785,11.676755206557557,1103.8366721651075,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
15,ALABAMA,BULLOCK,2012,6129.0,,2559.0,11.412431029790607,353.28480938428555,814630.0,180187.3415584346,,,,,1092.7929282741156,3.072830317515147,4860640.36889655,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
33,ALABAMA,DALLAS,2012,12882.0,100.68418539155529,7707.0,101.57063616513642,303.9009112983102,0.0,440.59484277020664,,,,,2296.844265300564,27.348189825884813,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
35,ALABAMA,ELMORE,2012,6612.0,22.02466555440272,2820.0,349.2203895115926,955.0086137549397,0.0,3953.3917339969216,,,,,1178.9112158179887,94.02860771596352,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
41,ALABAMA,GREENE,2012,6426.0,12.585523173944411,3581.0,58.2033982519321,64.5789436508909,990.0,1586.9388907017396,,,,,1145.7476516706588,15.67143461932725,5907.017867261929,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
42,ALABAMA,HALE,2012,15652.0,44.04933110880544,7684.0,0.0,225.6464266389953,205337.0,1802.2522075306188,,,,,2790.7317528710164,0.0,1225181.139201982,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
52,ALABAMA,LOWNDES,2012,21807.0,25.171046347888822,23579.0,0.0,620.7176113267985,2366824.0,1132.3885551741057,,,,,3888.160448176479,0.0,14122092.582489237,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
53,ALABAMA,MACON,2012,0.0,,2526.0,0.0,720.2451597769951,422.0,7878.872482478989,,,,,0.0,0.0,2517.9409494793263,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
55,ALABAMA,MARENGO,2012,0.0,,7333.0,103.85312237109453,706.5696187685711,185.0,2906.72977718987,,,,,0.0,27.962755889387836,1103.8366721651075,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
60,ALABAMA,MONTGOMERY,2012,0.0,,44922.0,15.97740344170685,758.2327736892839,1179373.0,1403.5238430326942,,,,,0.0,4.301962444521205,7036946.851683132,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
62,ALABAMA,PERRY,2012,13785.0,534.8847348926374,11668.0,6.8474586178743655,414.0649916439476,104.0,1770.353938370785,,,,,2457.848020273892,1.843698190509088,620.5352102982226,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
69,ALABAMA,SUMTER,2012,13278.0,,11763.0,33054.96523468552,1329.566486930107,0.0,170910.92615839036,,,,,2367.4505631626216,8900.145731650871,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
11,ALABAMA,BALDWIN,2012,9870.0,69.22037745669425,9822.0,189.4463550945241,1133.550399142697,799.0,,,,,,1759.8084845921883,51.008983270751436,4767.381086810384,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
16,ALABAMA,BUTLER,2012,0.0,,2508.0,0.0,496.11823769449137,4128485.0,103669.37476946038,,,,,0.0,0.0,24633368.343154408,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
21,ALABAMA,CHOCTAW,2012,0.0,,954.0,116.4067965038642,635.912656891714,0.0,3169.8904977585,,,,,0.0,31.3428692386545,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
22,ALABAMA,CLARKE,2012,2504.0,,1373.0,76.46328789959708,654.1467115696126,40.0,1868.0423876727764,,,,,446.4600248651306,20.587963127351486,238.6673885762395,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
27,ALABAMA,CONECUH,2012,0.0,,3357.0,28.531077574476523,480.1634398513301,0.0,,,,,,0.0,7.682075793787867,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
36,ALABAMA,ESCAMBIA,2012,6562.0,23.07345915223142,6256.0,34.237293089371825,594.8860338664422,218.0,5000.053690803974,,,,,1169.996279219244,9.21849095254544,1300.7372677405053,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
58,ALABAMA,MOBILE,2012,0.0,,6806.0,66.19209997278554,1364.5150917294127,388.0,7177.110560962641,,,,,0.0,17.82241584158785,2315.073669189523,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
59,ALABAMA,MONROE,2012,0.0,,3765.0,0.0,570.5739609625774,0.0,1062.6110913869688,,,,,0.0,0.0,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
74,ALABAMA,WASHINGTON,2012,4815.0,28.317427141374925,3363.0,180.31641027069162,702.7708573773423,347225.0,254382.71562420836,,,,,858.508394459107,48.550719016739315,2071782.0999596196,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
75,ALABAMA,WILCOX,2012,7602.0,,4128.0,93.581934444283,218.04890385653755,209.0,3052.265630231612,,,,,1355.4269604731326,25.1972086036242,1247.0371053108513,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
12,ALABAMA,BARBOUR,2012,0.0,,5938.0,0.0,493.07922858150823,3578298.0,647016.5170707821,,,,,0.0,0.0,21350575.980189517,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
25,ALABAMA,COFFEE,2012,0.0,,9505.0,0.0,528.0278333808138,9571950.0,366907.84736916766,,,,,0.0,0.0,57112807.752058394,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
29,ALABAMA,COVINGTON,2012,0.0,,10395.0,128.96047063663386,1696.5268373228166,2991021.0,1314282.4541325914,,,,,0.0,34.72298258792116,17846479.28116731,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
30,ALABAMA,CRENSHAW,2012,15337.0,,11986.0,11.412431029790607,297.822893072344,7395166.0,362519.84171786805,,,,,2734.567652298925,3.072830317515147,44124623.93269487,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
32,ALABAMA,DALE,2012,5786.0,,3989.0,85.59323272342957,668.5820048562823,4992056.0,435857.94979997125,,,,,1031.6364632067277,23.0462273813636,29786024.228658695,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
40,ALABAMA,GENEVA,2012,14643.0,493.9817845773181,12443.0,115.26555340088514,932.2160454075665,7382581.0,229414.34543934837,,,,,2610.82833230835,31.03558620690298,44049533.20556407,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
43,ALABAMA,HENRY,2012,8112.0,,5774.0,155.20906200515228,206.6526196828509,1580400.0,,,,,,1446.3593137803275,41.790492318206,9429748.52264722,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
44,ALABAMA,HOUSTON,2012,12965.0,,6284.0,0.0,682.2575458647063,0.0,19324.370185391912,,,,,2311.6430600544804,0.0,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
64,ALABAMA,PIKE,2012,0.0,,9317.0,0.0,347.9665434365652,4751956.0,421248.5425247673,,,,,0.0,0.0,28353423.22872983,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
66,ALABAMA,RUSSELL,2012,3706.0,,2274.0,0.0,1910.0172275098794,0.0,1118.4330624166782,,,,,660.7751006989513,0.0,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
84,ALASKA,FAIRBANKS NORTH STAR,2012,908.0,88.09866221761088,632.0,472.4746446333312,393.5516801313117,680.0,3582.574355013852,,,,,14864.749780509219,508.6365575563566,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
79,ALASKA,ANCHORAGE,2012,0.0,,542.0,660.7797566248762,691.3745732036557,277.0,10165.579652874587,,,,,0.0,711.3540261476581,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
87,ALASKA,KENAI PENINSULA,2012,0.0,,,18.259889647664973,39.50711846878033,0.0,1351.6891556479643,,,,,0.0,19.657451499762576,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
86,ALASKA,JUNEAU,2012,0.0,,,0.0,0.0,0.0,560.213352119584,,,,,0.0,0.0,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
