year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CANOLA,AREA HARVESTED_CHICKPEAS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_HAY & HAYLAGE,AREA HARVESTED_LENTILS,AREA HARVESTED_MUSTARD,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_PEAS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SAFFLOWER,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CANOLA,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_LENTILS,AREA PLANTED_MUSTARD,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_PEAS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SAFFLOWER,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CANOLA,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_HAY & HAYLAGE,PRODUCTION_LENTILS,PRODUCTION_MUSTARD,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_PEAS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SAFFLOWER,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CANOLA,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_HAY & HAYLAGE,YIELD_LENTILS,YIELD_MUSTARD,YIELD_OATS,YIELD_PEANUTS,YIELD_PEAS,YIELD_RICE,YIELD_RYE,YIELD_SAFFLOWER,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
2006,-46,WYOMING,OTHER (COMBINED) COUNTIES,47.894000000000005,72.5744,,,218.44,,,,,,,49.368,,,,,,,,,,,,528.068,,78.372,72.5744,,,185.42,,,,,182.952,,,,,,,,,,756.716,3218.7002543694102,1375.2743254567376,,,211.78219741655082,,,,,,,1760.5664142560574,,,,,,,,,,,,7448.491916922683,,,2.35116,304.35889,,,9.3345,,,,,,,1.94568,,,,,,,,,,,,5.14458,"种类：PRODUCTION_CHICKPEAS,FAO总量：69808.0,国家总量：1518.389894178; 种类：PRODUCTION_CORN,FAO总量：4253324.0,国家总量：269955741.52; 种类：PRODUCTION_LENTILS,FAO总量：147145.0,国家总量：91262.30799999999; 种类：PRODUCTION_MUSTARD,FAO总量：12800.0,国家总量：1480.5504; 种类：PRODUCTION_RYE,FAO总量：182710.0,国家总量：42926.0; 种类：PRODUCTION_SAFFLOWER,FAO总量：89337.0,国家总量：12400.0632; 种类：PRODUCTION_COTTON,FAO总量：11654560.0,国家总量：4689519.24; 种类：PRODUCTION_SOYBEANS,FAO总量：87000620.0,国家总量：4318418.34937552; 种类：PRODUCTION_SUNFLOWER,FAO总量：972330.0,国家总量：1793139.3144; 种类：PRODUCTION_WHEAT,FAO总量：49216040.0,国家总量：97122576.868; "
2006,916,KANSAS,DECATUR,,,,,1727.1999999999998,,,27000.0,,,,,,,,,,421.64,,,,1.7690400000000002,,5346.008,,,,,,1813.56,,,,,,,,,,,472.44,,,1.85976,6298.7080000000005,,,,,1433.6918409765558,,,88400.0,,,,,,,,,,21108.41753190933,,,,886.9731326754072,,73464.19990653743,,,,,,,1.7145,,,9.4,,,,,,,,,,1.27,,,,0.41958,,1.46988,"种类：PRODUCTION_CHICKPEAS,FAO总量：69808.0,国家总量：1518.389894178; 种类：PRODUCTION_CORN,FAO总量：4253324.0,国家总量：269955741.52; 种类：PRODUCTION_LENTILS,FAO总量：147145.0,国家总量：91262.30799999999; 种类：PRODUCTION_MUSTARD,FAO总量：12800.0,国家总量：1480.5504; 种类：PRODUCTION_RYE,FAO总量：182710.0,国家总量：42926.0; 种类：PRODUCTION_SAFFLOWER,FAO总量：89337.0,国家总量：12400.0632; 种类：PRODUCTION_COTTON,FAO总量：11654560.0,国家总量：4689519.24; 种类：PRODUCTION_SOYBEANS,FAO总量：87000620.0,国家总量：4318418.34937552; 种类：PRODUCTION_SUNFLOWER,FAO总量：972330.0,国家总量：1793139.3144; 种类：PRODUCTION_WHEAT,FAO总量：49216040.0,国家总量：97122576.868; "
2006,917,KANSAS,DICKINSON,,,,,335.28,,,111600.0,,,,,,,,,,1069.34,57.782648664,,,,,8144.224,,,,,,337.82,,,,,,,,,,,1150.62,61.486664604000005,,,8220.44,,,,,298.1038527127526,,,229600.0,,,,,,,,,,65446.02352855643,33495.60584328104,,,,,179536.2422049364,,,,,,,2.04216,,,6.7,,,,,,,,,,1.5493999999999999,0.035805487420000004,,,,,2.39536,"种类：PRODUCTION_CHICKPEAS,FAO总量：69808.0,国家总量：1518.389894178; 种类：PRODUCTION_CORN,FAO总量：4253324.0,国家总量：269955741.52; 种类：PRODUCTION_LENTILS,FAO总量：147145.0,国家总量：91262.30799999999; 种类：PRODUCTION_MUSTARD,FAO总量：12800.0,国家总量：1480.5504; 种类：PRODUCTION_RYE,FAO总量：182710.0,国家总量：42926.0; 种类：PRODUCTION_SAFFLOWER,FAO总量：89337.0,国家总量：12400.0632; 种类：PRODUCTION_COTTON,FAO总量：11654560.0,国家总量：4689519.24; 种类：PRODUCTION_SOYBEANS,FAO总量：87000620.0,国家总量：4318418.34937552; 种类：PRODUCTION_SUNFLOWER,FAO总量：972330.0,国家总量：1793139.3144; 种类：PRODUCTION_WHEAT,FAO总量：49216040.0,国家总量：97122576.868; "
2006,918,KANSAS,DONIPHAN,,,,,1899.9199999999998,,,23600.0,,,,,,,,,,,91.36572652,,,,,92.548,,,,,,1902.4599999999998,,,,,,,,,,,,91.98306251,,,92.548,,,,,4120.468369312719,,,53600.0,,,,,,,,,,,93134.00222665443,,,,,3227.679830666496,,,,,,,3.83032,,,8.0,,,,,,,,,,,0.06296827098,,,,,3.7563600000000004,"种类：PRODUCTION_CHICKPEAS,FAO总量：69808.0,国家总量：1518.389894178; 种类：PRODUCTION_CORN,FAO总量：4253324.0,国家总量：269955741.52; 种类：PRODUCTION_LENTILS,FAO总量：147145.0,国家总量：91262.30799999999; 种类：PRODUCTION_MUSTARD,FAO总量：12800.0,国家总量：1480.5504; 种类：PRODUCTION_RYE,FAO总量：182710.0,国家总量：42926.0; 种类：PRODUCTION_SAFFLOWER,FAO总量：89337.0,国家总量：12400.0632; 种类：PRODUCTION_COTTON,FAO总量：11654560.0,国家总量：4689519.24; 种类：PRODUCTION_SOYBEANS,FAO总量：87000620.0,国家总量：4318418.34937552; 种类：PRODUCTION_SUNFLOWER,FAO总量：972330.0,国家总量：1793139.3144; 种类：PRODUCTION_WHEAT,FAO总量：49216040.0,国家总量：97122576.868; "
2006,919,KANSAS,DOUGLAS,,,,,627.38,,,69200.0,,,,,,,,,,12.7,49.3868792,,,,,272.2,,,,,,635.0,,,,,,,,,,,15.24,49.757280794,,,288.53200000000004,,,,,805.8688793229562,,,131000.0,,,,,,,,,,857.9829584191829,30361.455883193852,,,,,6262.250611634996,,,,,,,2.0827999999999998,,,6.800000000000001,,,,,,,,,,1.7018,0.03827483138,,,,,2.4498,"种类：PRODUCTION_CHICKPEAS,FAO总量：69808.0,国家总量：1518.389894178; 种类：PRODUCTION_CORN,FAO总量：4253324.0,国家总量：269955741.52; 种类：PRODUCTION_LENTILS,FAO总量：147145.0,国家总量：91262.30799999999; 种类：PRODUCTION_MUSTARD,FAO总量：12800.0,国家总量：1480.5504; 种类：PRODUCTION_RYE,FAO总量：182710.0,国家总量：42926.0; 种类：PRODUCTION_SAFFLOWER,FAO总量：89337.0,国家总量：12400.0632; 种类：PRODUCTION_COTTON,FAO总量：11654560.0,国家总量：4689519.24; 种类：PRODUCTION_SOYBEANS,FAO总量：87000620.0,国家总量：4318418.34937552; 种类：PRODUCTION_SUNFLOWER,FAO总量：972330.0,国家总量：1793139.3144; 种类：PRODUCTION_WHEAT,FAO总量：49216040.0,国家总量：97122576.868; "
2006,920,KANSAS,EDWARDS,,,,,1430.02,,,35200.0,,,,,,,,,,645.16,27.286250758,,,,,5351.452,,,,,,1452.8799999999999,,,,,,,,,,,695.9599999999999,27.533185154,,,6195.272,,,,,3364.623629591177,,,159000.0,,,,,,,,,,26813.876908222057,30744.51865609339,,,,,64663.944641728776,,,,,,,3.7845999999999997,,,11.9,,,,,,,,,,1.0413999999999999,0.06914163088,,,,,1.3065600000000002,"种类：PRODUCTION_CHICKPEAS,FAO总量：69808.0,国家总量：1518.389894178; 种类：PRODUCTION_CORN,FAO总量：4253324.0,国家总量：269955741.52; 种类：PRODUCTION_LENTILS,FAO总量：147145.0,国家总量：91262.30799999999; 种类：PRODUCTION_MUSTARD,FAO总量：12800.0,国家总量：1480.5504; 种类：PRODUCTION_RYE,FAO总量：182710.0,国家总量：42926.0; 种类：PRODUCTION_SAFFLOWER,FAO总量：89337.0,国家总量：12400.0632; 种类：PRODUCTION_COTTON,FAO总量：11654560.0,国家总量：4689519.24; 种类：PRODUCTION_SOYBEANS,FAO总量：87000620.0,国家总量：4318418.34937552; 种类：PRODUCTION_SUNFLOWER,FAO总量：972330.0,国家总量：1793139.3144; 种类：PRODUCTION_WHEAT,FAO总量：49216040.0,国家总量：97122576.868; "
2006,921,KANSAS,ELK,,,,,116.83999999999999,,,46800.0,,,,,,,,,,43.18,13.58139178,,,,,244.98000000000002,,,,,,116.83999999999999,,,,,,,,,,,45.72,16.297670136,,,244.98000000000002,,,,,146.27058419453766,,,49000.0,,,,,,,,,,2815.813507452867,5479.787588946097,,,,,3807.006979760483,,,,,,,2.0065999999999997,,,3.8,,,,,,,,,,1.651,0.024693439600000002,,,,,1.68764,"种类：PRODUCTION_CHICKPEAS,FAO总量：69808.0,国家总量：1518.389894178; 种类：PRODUCTION_CORN,FAO总量：4253324.0,国家总量：269955741.52; 种类：PRODUCTION_LENTILS,FAO总量：147145.0,国家总量：91262.30799999999; 种类：PRODUCTION_MUSTARD,FAO总量：12800.0,国家总量：1480.5504; 种类：PRODUCTION_RYE,FAO总量：182710.0,国家总量：42926.0; 种类：PRODUCTION_SAFFLOWER,FAO总量：89337.0,国家总量：12400.0632; 种类：PRODUCTION_COTTON,FAO总量：11654560.0,国家总量：4689519.24; 种类：PRODUCTION_SOYBEANS,FAO总量：87000620.0,国家总量：4318418.34937552; 种类：PRODUCTION_SUNFLOWER,FAO总量：972330.0,国家总量：1793139.3144; 种类：PRODUCTION_WHEAT,FAO总量：49216040.0,国家总量：97122576.868; "
2006,922,KANSAS,ELLIS,,,,,,,,47400.0,,,,,,,,,,1089.6599999999999,1.975475168,,,1.08864,,5297.012000000001,,,,,,,,,,,,,,,,,1112.52,2.345876762,,1.3608,6271.488,,,,,,,,77800.0,,,,,,,,,,53067.64624714969,1012.3801855202274,,,212.90700303481117,,43366.77516074985,,,,,,,,,,5.3,,,,,,,,,,1.5748,0.0308667995,,,0.1637496,,0.87104,"种类：PRODUCTION_CHICKPEAS,FAO总量：69808.0,国家总量：1518.389894178; 种类：PRODUCTION_CORN,FAO总量：4253324.0,国家总量：269955741.52; 种类：PRODUCTION_LENTILS,FAO总量：147145.0,国家总量：91262.30799999999; 种类：PRODUCTION_MUSTARD,FAO总量：12800.0,国家总量：1480.5504; 种类：PRODUCTION_RYE,FAO总量：182710.0,国家总量：42926.0; 种类：PRODUCTION_SAFFLOWER,FAO总量：89337.0,国家总量：12400.0632; 种类：PRODUCTION_COTTON,FAO总量：11654560.0,国家总量：4689519.24; 种类：PRODUCTION_SOYBEANS,FAO总量：87000620.0,国家总量：4318418.34937552; 种类：PRODUCTION_SUNFLOWER,FAO总量：972330.0,国家总量：1793139.3144; 种类：PRODUCTION_WHEAT,FAO总量：49216040.0,国家总量：97122576.868; "
2006,923,KANSAS,ELLSWORTH,,,,,30.48,,,58600.0,,,,,,,,,,591.8199999999999,5.679491108,,,,,5661.76,,,,,,33.019999999999996,,,,,,,,,,,647.6999999999999,6.2968270980000005,,,5732.532,,,,,20.209752398971688,,,104000.0,,,,,,,,,,29764.62542100494,2221.2665986967154,,,,,84002.43661862805,,,,,,,1.0668,,,5.8,,,,,,,,,,1.27,0.02345876762,,,,,1.5787600000000002,"种类：PRODUCTION_CHICKPEAS,FAO总量：69808.0,国家总量：1518.389894178; 种类：PRODUCTION_CORN,FAO总量：4253324.0,国家总量：269955741.52; 种类：PRODUCTION_LENTILS,FAO总量：147145.0,国家总量：91262.30799999999; 种类：PRODUCTION_MUSTARD,FAO总量：12800.0,国家总量：1480.5504; 种类：PRODUCTION_RYE,FAO总量：182710.0,国家总量：42926.0; 种类：PRODUCTION_SAFFLOWER,FAO总量：89337.0,国家总量：12400.0632; 种类：PRODUCTION_COTTON,FAO总量：11654560.0,国家总量：4689519.24; 种类：PRODUCTION_SOYBEANS,FAO总量：87000620.0,国家总量：4318418.34937552; 种类：PRODUCTION_SUNFLOWER,FAO总量：972330.0,国家总量：1793139.3144; 种类：PRODUCTION_WHEAT,FAO总量：49216040.0,国家总量：97122576.868; "
2006,924,KANSAS,FINNEY,,,,,1879.6,,,125800.0,,,,,,,,,,1742.4399999999998,19.75475168,,,1.4515200000000001,,7866.58,,,,,,1915.1599999999999,,,,,,,,,,,1889.76,20.248620472,,1.49688,9292.908000000001,,,,,3893.118659652207,,,725400.0,,,,,,,,,,111120.24986101975,18620.8306358831,,,783.1268564724298,,101823.64320504304,,,,,,,4.599939999999999,,,14.2,,,,,,,,,,1.6256,0.05802958306000001,,,0.451332,,1.41544,"种类：PRODUCTION_CHICKPEAS,FAO总量：69808.0,国家总量：1518.389894178; 种类：PRODUCTION_CORN,FAO总量：4253324.0,国家总量：269955741.52; 种类：PRODUCTION_LENTILS,FAO总量：147145.0,国家总量：91262.30799999999; 种类：PRODUCTION_MUSTARD,FAO总量：12800.0,国家总量：1480.5504; 种类：PRODUCTION_RYE,FAO总量：182710.0,国家总量：42926.0; 种类：PRODUCTION_SAFFLOWER,FAO总量：89337.0,国家总量：12400.0632; 种类：PRODUCTION_COTTON,FAO总量：11654560.0,国家总量：4689519.24; 种类：PRODUCTION_SOYBEANS,FAO总量：87000620.0,国家总量：4318418.34937552; 种类：PRODUCTION_SUNFLOWER,FAO总量：972330.0,国家总量：1793139.3144; 种类：PRODUCTION_WHEAT,FAO总量：49216040.0,国家总量：97122576.868; "
2006,925,KANSAS,FORD,,,,,1094.74,,,47200.0,,,,,,,,,,1419.86,15.803801344,,,,,8470.864,,,,,,1125.22,,,,,,,,,,,1653.54,15.927268541999998,,,10044.18,,,,,2730.1574621985096,,,160400.0,,,,,,,,,,91585.22541012838,16031.425787906304,,,,,131479.67583723523,,,,,,,4.013199999999999,,,9.7,,,,,,,,,,1.6256,0.061733599,,,,,1.68764,"种类：PRODUCTION_CHICKPEAS,FAO总量：69808.0,国家总量：1518.389894178; 种类：PRODUCTION_CORN,FAO总量：4253324.0,国家总量：269955741.52; 种类：PRODUCTION_LENTILS,FAO总量：147145.0,国家总量：91262.30799999999; 种类：PRODUCTION_MUSTARD,FAO总量：12800.0,国家总量：1480.5504; 种类：PRODUCTION_RYE,FAO总量：182710.0,国家总量：42926.0; 种类：PRODUCTION_SAFFLOWER,FAO总量：89337.0,国家总量：12400.0632; 种类：PRODUCTION_COTTON,FAO总量：11654560.0,国家总量：4689519.24; 种类：PRODUCTION_SOYBEANS,FAO总量：87000620.0,国家总量：4318418.34937552; 种类：PRODUCTION_SUNFLOWER,FAO总量：972330.0,国家总量：1793139.3144; 种类：PRODUCTION_WHEAT,FAO总量：49216040.0,国家总量：97122576.868; "
2006,926,KANSAS,FRANKLIN,,,,,642.62,,,91800.0,,,,,,,,,,76.2,89.88412014400001,,,,,871.0400000000001,,,,,,645.16,,,,,,,,,,,86.36,91.11879212400001,,,876.484,,,,,871.5405697916939,,,132200.0,,,,,,,,,,5356.665117252109,51089.13177002445,,,,,19697.123069195542,,,,,,,2.60858,,,4.9,,,,,,,,,,1.778,0.03457081544,,,,,2.4498,"种类：PRODUCTION_CHICKPEAS,FAO总量：69808.0,国家总量：1518.389894178; 种类：PRODUCTION_CORN,FAO总量：4253324.0,国家总量：269955741.52; 种类：PRODUCTION_LENTILS,FAO总量：147145.0,国家总量：91262.30799999999; 种类：PRODUCTION_MUSTARD,FAO总量：12800.0,国家总量：1480.5504; 种类：PRODUCTION_RYE,FAO总量：182710.0,国家总量：42926.0; 种类：PRODUCTION_SAFFLOWER,FAO总量：89337.0,国家总量：12400.0632; 种类：PRODUCTION_COTTON,FAO总量：11654560.0,国家总量：4689519.24; 种类：PRODUCTION_SOYBEANS,FAO总量：87000620.0,国家总量：4318418.34937552; 种类：PRODUCTION_SUNFLOWER,FAO总量：972330.0,国家总量：1793139.3144; 种类：PRODUCTION_WHEAT,FAO总量：49216040.0,国家总量：97122576.868; "
2006,927,KANSAS,GEARY,,,,,167.64,,,57200.0,,,,,,,,,,121.92,15.927268541999998,,,,,751.272,,,,,,170.18,,,,,,,,,,,139.7,17.161940522000002,,,756.716,,,,,218.42540315561874,,,76600.0,,,,,,,,,,9114.477718518323,9514.383807407545,,,,,18014.315636113006,,,,,,,2.8270199999999996,,,5.3,,,,,,,,,,1.905,0.037040159399999995,,,,,2.5586800000000003,"种类：PRODUCTION_CHICKPEAS,FAO总量：69808.0,国家总量：1518.389894178; 种类：PRODUCTION_CORN,FAO总量：4253324.0,国家总量：269955741.52; 种类：PRODUCTION_LENTILS,FAO总量：147145.0,国家总量：91262.30799999999; 种类：PRODUCTION_MUSTARD,FAO总量：12800.0,国家总量：1480.5504; 种类：PRODUCTION_RYE,FAO总量：182710.0,国家总量：42926.0; 种类：PRODUCTION_SAFFLOWER,FAO总量：89337.0,国家总量：12400.0632; 种类：PRODUCTION_COTTON,FAO总量：11654560.0,国家总量：4689519.24; 种类：PRODUCTION_SOYBEANS,FAO总量：87000620.0,国家总量：4318418.34937552; 种类：PRODUCTION_SUNFLOWER,FAO总量：972330.0,国家总量：1793139.3144; 种类：PRODUCTION_WHEAT,FAO总量：49216040.0,国家总量：97122576.868; "
2006,928,KANSAS,GOVE,,,,,1087.12,,,26000.0,,,,,,,,,,1531.62,3.333614346,,,,,4698.1720000000005,,,,,,1145.54,,,,,,,,,,,1653.54,3.580548742,,,5933.96,,,,,532.1367874240128,,,64800.0,,,,,,,,,,41845.12731328692,2427.7225087659513,,,,,40718.42247917734,,,,,,,1.4731999999999998,,,8.3,,,,,,,,,,0.9829800000000001,0.04444819128,,,,,0.9254800000000001,"种类：PRODUCTION_CHICKPEAS,FAO总量：69808.0,国家总量：1518.389894178; 种类：PRODUCTION_CORN,FAO总量：4253324.0,国家总量：269955741.52; 种类：PRODUCTION_LENTILS,FAO总量：147145.0,国家总量：91262.30799999999; 种类：PRODUCTION_MUSTARD,FAO总量：12800.0,国家总量：1480.5504; 种类：PRODUCTION_RYE,FAO总量：182710.0,国家总量：42926.0; 种类：PRODUCTION_SAFFLOWER,FAO总量：89337.0,国家总量：12400.0632; 种类：PRODUCTION_COTTON,FAO总量：11654560.0,国家总量：4689519.24; 种类：PRODUCTION_SOYBEANS,FAO总量：87000620.0,国家总量：4318418.34937552; 种类：PRODUCTION_SUNFLOWER,FAO总量：972330.0,国家总量：1793139.3144; 种类：PRODUCTION_WHEAT,FAO总量：49216040.0,国家总量：97122576.868; "
2006,929,KANSAS,GRAHAM,,,,,670.56,,,31400.0,,,,,,,,,,1160.78,6.420294296000001,,,,,3696.476,,,,,,698.5,,,,,,,,,,,1275.08,7.161097484,,,5013.924,,,,,505.64400309110346,,,90800.0,,,,,,,,,,48920.30429087418,3124.200277674215,,,,,36194.153314824296,,,,,,,1.7170399999999997,,,9.3,,,,,,,,,,1.0668,0.029632127520000003,,,,,1.03436,"种类：PRODUCTION_CHICKPEAS,FAO总量：69808.0,国家总量：1518.389894178; 种类：PRODUCTION_CORN,FAO总量：4253324.0,国家总量：269955741.52; 种类：PRODUCTION_LENTILS,FAO总量：147145.0,国家总量：91262.30799999999; 种类：PRODUCTION_MUSTARD,FAO总量：12800.0,国家总量：1480.5504; 种类：PRODUCTION_RYE,FAO总量：182710.0,国家总量：42926.0; 种类：PRODUCTION_SAFFLOWER,FAO总量：89337.0,国家总量：12400.0632; 种类：PRODUCTION_COTTON,FAO总量：11654560.0,国家总量：4689519.24; 种类：PRODUCTION_SOYBEANS,FAO总量：87000620.0,国家总量：4318418.34937552; 种类：PRODUCTION_SUNFLOWER,FAO总量：972330.0,国家总量：1793139.3144; 种类：PRODUCTION_WHEAT,FAO总量：49216040.0,国家总量：97122576.868; "
2006,930,KANSAS,GRANT,,,,,970.28,653.1,,24200.0,,,,,,,,,,736.6,,,,1.8144,,3761.804,,,,,,977.9,696.64,,,,,,,,,,739.14,,,1.9051200000000001,4458.636,,,,,2168.2062875720535,2326.453865151431,,112000.0,,,,,,,,,,21658.34132721658,,,,1161.1499305992797,,48884.176580692576,,,,,,,4.31292,149.7776,,11.7,,,,,,,,,,1.17348,,,,0.5352480000000001,,1.41544,"种类：PRODUCTION_CHICKPEAS,FAO总量：69808.0,国家总量：1518.389894178; 种类：PRODUCTION_CORN,FAO总量：4253324.0,国家总量：269955741.52; 种类：PRODUCTION_LENTILS,FAO总量：147145.0,国家总量：91262.30799999999; 种类：PRODUCTION_MUSTARD,FAO总量：12800.0,国家总量：1480.5504; 种类：PRODUCTION_RYE,FAO总量：182710.0,国家总量：42926.0; 种类：PRODUCTION_SAFFLOWER,FAO总量：89337.0,国家总量：12400.0632; 种类：PRODUCTION_COTTON,FAO总量：11654560.0,国家总量：4689519.24; 种类：PRODUCTION_SOYBEANS,FAO总量：87000620.0,国家总量：4318418.34937552; 种类：PRODUCTION_SUNFLOWER,FAO总量：972330.0,国家总量：1793139.3144; 种类：PRODUCTION_WHEAT,FAO总量：49216040.0,国家总量：97122576.868; "
2006,931,KANSAS,GRAY,,,,,1704.34,1240.89,,47800.0,,,,,,,,,,1493.52,21.853694046,,,,,6761.448,,,,,,1709.4199999999998,1284.43,,,,,,,,,,1564.6399999999999,21.977161243999998,,,7235.076,,,,,4130.513216544683,3354.4218520788068,,250000.0,,,,,,,,,,73386.82129505325,24436.42000626711,,,,,80167.84263176785,,,,,,,4.60248,113.63940000000001,,13.1,,,,,,,,,,1.2446,0.06914163088,,,,,1.2521200000000001,"种类：PRODUCTION_CHICKPEAS,FAO总量：69808.0,国家总量：1518.389894178; 种类：PRODUCTION_CORN,FAO总量：4253324.0,国家总量：269955741.52; 种类：PRODUCTION_LENTILS,FAO总量：147145.0,国家总量：91262.30799999999; 种类：PRODUCTION_MUSTARD,FAO总量：12800.0,国家总量：1480.5504; 种类：PRODUCTION_RYE,FAO总量：182710.0,国家总量：42926.0; 种类：PRODUCTION_SAFFLOWER,FAO总量：89337.0,国家总量：12400.0632; 种类：PRODUCTION_COTTON,FAO总量：11654560.0,国家总量：4689519.24; 种类：PRODUCTION_SOYBEANS,FAO总量：87000620.0,国家总量：4318418.34937552; 种类：PRODUCTION_SUNFLOWER,FAO总量：972330.0,国家总量：1793139.3144; 种类：PRODUCTION_WHEAT,FAO总量：49216040.0,国家总量：97122576.868; "
2006,932,KANSAS,GREELEY,,,,,988.06,,,4000.0,,,,,,,,,,474.97999999999996,,,,,,8933.604000000001,,,,,,1003.3,,,,,,,,,,,622.3,,,,9537.888,,,,,1398.5148660088407,,,9500.0,,,,,,,,,,17261.49690825537,,,,,,121879.39736653487,,,,,,,2.286,,,2.4,,,,,,,,,,1.1252199999999999,,,,,,1.46988,"种类：PRODUCTION_CHICKPEAS,FAO总量：69808.0,国家总量：1518.389894178; 种类：PRODUCTION_CORN,FAO总量：4253324.0,国家总量：269955741.52; 种类：PRODUCTION_LENTILS,FAO总量：147145.0,国家总量：91262.30799999999; 种类：PRODUCTION_MUSTARD,FAO总量：12800.0,国家总量：1480.5504; 种类：PRODUCTION_RYE,FAO总量：182710.0,国家总量：42926.0; 种类：PRODUCTION_SAFFLOWER,FAO总量：89337.0,国家总量：12400.0632; 种类：PRODUCTION_COTTON,FAO总量：11654560.0,国家总量：4689519.24; 种类：PRODUCTION_SOYBEANS,FAO总量：87000620.0,国家总量：4318418.34937552; 种类：PRODUCTION_SUNFLOWER,FAO总量：972330.0,国家总量：1793139.3144; 种类：PRODUCTION_WHEAT,FAO总量：49216040.0,国家总量：97122576.868; "
2006,933,KANSAS,GREENWOOD,,,,,205.73999999999998,,,98000.0,,,,,,,,,,50.8,32.71880747,,,,,293.976,,,,,,205.73999999999998,,,,,,,,,,,55.879999999999995,32.965741866,,,315.752,,,,,263.32707086184894,,,153800.0,,,,,,,,,,2573.9488752575485,17613.425291569365,,,,,6262.250611634996,,,,,,,2.3495,,,5.8,,,,,,,,,,1.2953999999999999,0.033336143459999995,,,,,2.28648,"种类：PRODUCTION_CHICKPEAS,FAO总量：69808.0,国家总量：1518.389894178; 种类：PRODUCTION_CORN,FAO总量：4253324.0,国家总量：269955741.52; 种类：PRODUCTION_LENTILS,FAO总量：147145.0,国家总量：91262.30799999999; 种类：PRODUCTION_MUSTARD,FAO总量：12800.0,国家总量：1480.5504; 种类：PRODUCTION_RYE,FAO总量：182710.0,国家总量：42926.0; 种类：PRODUCTION_SAFFLOWER,FAO总量：89337.0,国家总量：12400.0632; 种类：PRODUCTION_COTTON,FAO总量：11654560.0,国家总量：4689519.24; 种类：PRODUCTION_SOYBEANS,FAO总量：87000620.0,国家总量：4318418.34937552; 种类：PRODUCTION_SUNFLOWER,FAO总量：972330.0,国家总量：1793139.3144; 种类：PRODUCTION_WHEAT,FAO总量：49216040.0,国家总量：97122576.868; "
