year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CHICKPEAS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_HAY & HAYLAGE,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_HAY & HAYLAGE,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_HAY & HAYLAGE,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1995,-46,WYOMING,OTHER (COMBINED) COUNTIES,,244.93859999999998,,213.35999999999999,,,,,14.52,,,,,,,,,,89.82600000000001,,,281.2258,,223.51999999999998,,,71.148,,,,,,,,97.992,,2878.4973947935473,,313.5631951322924,,,,,749.2256231988223,,,,,,,,,,3816.292451829877,,,,381.92278,,7.8613,,,,,1.53912,,,,,,,,,,4.5185200000000005,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1013,KENTUCKY,BRACKEN,,,,33.019999999999996,,,34800.0,,,,,,,,,,,0.99792,,,,,,53.339999999999996,,,,,,,,,,,,,,,55.047760923224665,,,88800.0,,,,,,,,,,,2118.8543911101497,,,,,,,2.0065999999999997,,,8.75,,,,,,,,,,,0.9570960000000001,,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1014,KENTUCKY,BREATHITT,,,,,,,2000.0,,,,,,,,,,,0.303912,,,,,,,,,,,,,,,,,,,,,,,,3800.0,,,,,,,,,,,441.00994322073063,,,,,,,,,,3.8,,,,,,,,,,,0.655452,,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1015,KENTUCKY,BRECKINRIDGE,,,,482.59999999999997,,,107000.0,,,,,,,13.828326176000001,,,,1.38348,326.64,,,,,508.0,,,,,,,,14.075260572,,,506.29200000000003,,,,916.5693396174701,,,231980.0,,,,,,,9962.26592829592,,,,2673.8793144810174,7512.815383060242,,,,,,2.286,,,7.77,,,,,,,0.04444819128,,,,0.870912,2.5042400000000002,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1016,KENTUCKY,BULLITT,,,,60.96,,,24800.0,,,,,,,3.4570815440000002,,,,0.224532,38.108000000000004,,,,,76.2,,,,,,,,3.580548742,,,70.772,,,,115.77717974115411,,,57860.0,,,,,,,2421.3840797941466,,,,427.78420552331477,857.4408861101363,,,,,,2.286,,,8.23,,,,,,,0.043213519299999996,,,,0.859572,2.4498,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1017,KENTUCKY,BUTLER,,,,322.58,,,34200.0,,,,,,,18.273145304,,,,0.1691928,65.328,,,,,330.2,,,,,,,,18.5200797,,,103.436,,,,612.6542427969406,,,70100.0,,,,,,,14992.81489407233,,,,276.8283718045331,1698.5495648657936,,,,,,2.286,,,7.75,,,,,,,0.05062155118,,,,1.449252,2.83088,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1018,KENTUCKY,CALDWELL,,,,426.71999999999997,,,38200.0,,,,,,,17.038473323999998,,,,0.3229632,353.86,,,,,444.5,,,,,,,,17.28540772,,,435.52000000000004,,,,882.4793922492414,,,98860.0,,,,,,,11933.964393271153,,,,639.3960086819694,8492.74782432897,,,,,,2.4892,,,9.39,,,,,,,0.043213519299999996,,,,2.7125280000000003,2.6131200000000003,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1019,KENTUCKY,CALLOWAY,,,,853.4399999999999,,,17600.0,,,,,,,44.571658477999996,,,,0.8269128,1524.3200000000002,,,,,863.5999999999999,,,,,,,,45.188994468,,,1660.42,,,,2143.1642383195863,,,47200.0,,,,,,,31218.559028774536,,,,2216.4512141186674,38108.48382711717,,,,,,3.0225999999999997,,,9.28,,,,,,,0.043213519299999996,,,,3.177468,2.722,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1020,KENTUCKY,CAMPBELL,,,,20.32,,,20000.0,,,,,,,,,,,0.12247200000000001,,,,,,25.4,,,,,,,,,,,,,,,41.16521946352146,,,46760.0,,,,,,,,,,,233.95873926808153,,,,,,,2.4383999999999997,,,8.24,,,,,,,,,,,0.86184,,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1021,KENTUCKY,CARLISLE,,,,502.91999999999996,,,17600.0,,,,,,20.32,34.076946647999996,,,,0.151956,489.96000000000004,,,,,533.4,,,,,,,22.86,34.57081544,,,522.624,,,,1326.6135178673908,,,46880.0,,,,,,1622.5875278564617,23185.987964069667,,,,373.0570150512489,11024.239964273182,,,,,,3.175,,,9.26,,,,,,2.032,0.04197884732,,,,3.320352,2.4498,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1022,KENTUCKY,CARROLL,,,,30.48,,,20000.0,,,,,,,2.222409564,,,,0.675864,,,,,,38.1,,,,,,,,2.345876762,,,,,,,61.10462264116467,,,48700.0,,,,,,,1778.976058624271,,,,1293.841994743757,,,,,,,2.413,,,8.54,,,,,,,0.049386879200000004,,,,0.864108,,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1023,KENTUCKY,CARTER,,,,30.48,,,25600.0,,,,,,,,,,,0.628236,,,,,,38.1,,,,,,,,,,,,,,,57.88858987057706,,,62520.0,,,,,,,,,,,1043.4650983340557,,,,,,,2.286,,,8.34,,,,,,,,,,,0.74844,,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1024,KENTUCKY,CASEY,,,,180.34,,,74000.0,,,,,,,0.987737584,,,,1.022868,27.220000000000002,,,,,231.14,,,,,,,,1.111204782,,,168.764,,,,323.47929617493753,,,183100.0,,,,,,,711.5904234497083,,,,1805.0851657369722,571.6272574067575,,,,,,2.159,,,8.57,,,,,,,0.04444819128,,,,0.796068,2.28648,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1025,KENTUCKY,CHRISTIAN,13.062000000000001,,,1427.48,,,78800.0,,,,,,,74.574187592,,,,1.5839712000000001,2640.34,,15.239,,,1435.1,,,,,,,,75.31499078,,,2885.32,1046.4148968374118,,,3976.302917554526,,,204980.0,,,,,,,55217.44021963224,,,,3402.663067600695,75250.64538576102,,,1.7416,,,3.3528,,,9.5,,,,,,,0.04568286326,,,,3.0595320000000004,3.1030800000000003,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1026,KENTUCKY,CLARK,,,,93.97999999999999,,,62600.0,,,,,,,1.481606376,,,,1.272348,48.996,,,,,114.3,,,,,,,,1.6050735740000002,,,179.65200000000002,,,,178.48981876761258,,,133120.0,,,,,,,978.436832243349,,,,2774.668556933739,1028.9290633321637,,,,,,2.286,,,7.93,,,,,,,0.040744175339999994,,,,0.9843120000000001,2.28648,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1027,KENTUCKY,CLAY,,,,17.779999999999998,,,5600.0,,,,,,,,,,,0.580608,,,,,,22.86,,,,,,,,,,,,,,,34.51875173764039,,,12880.0,,,,,,,,,,,908.4713618362931,,,,,,,2.3367999999999998,,,4.6,,,,,,,,,,,0.7053480000000001,,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1028,KENTUCKY,CLINTON,,,,25.4,,,29200.0,,,,,,,,,,,0.44452800000000003,,,,,,45.72,,,,,,,,,,,,,,,53.60054617646024,,,65960.0,,,,,,,,,,,732.4322324844815,,,,,,,2.54,,,8.059999999999999,,,,,,,,,,,0.743904,,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1029,KENTUCKY,CRITTENDEN,,,,243.84,,,48600.0,,,,,,30.48,9.26003985,,,,0.0063504,65.328,,,,,254.0,,,,,,,33.019999999999996,9.506974246,,,70.772,,,,504.27393842813785,,,129480.0,,,,,,2585.998872521236,7227.0902381611,,,,10.489378173812621,1469.898661903091,,,,,,2.4892,,,9.76,,,,,,2.159,0.04815220722,,,,0.7461720000000001,2.4498,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1030,KENTUCKY,CUMBERLAND,,,,48.26,,,31200.0,,,,,,,1.6050735740000002,,,,0.503496,,,,,,55.879999999999995,,,,,,,,1.7285407720000001,,,,,,,96.74898584851073,,,72160.0,,,,,,,1220.5752402227638,,,,708.7171166132528,,,,,,,2.413,,,8.31,,,,,,,0.04691753524,,,,0.63504,,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1031,KENTUCKY,DAVIESS,,,,1742.4399999999998,,,34400.0,,,,,,20.32,100.74923356800001,,,,1.279152,925.48,,,,,1778.0,,,,,,,22.86,101.86043835,,,1088.8,,,,4007.927239798638,,,79380.0,,,,,,1622.5875278564617,78630.74179119279,,,,2738.183763285695,23600.03962722185,,,,,,2.7685999999999997,,,8.21,,,,,,2.032,0.04815220722,,,,1.986768,2.77644,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1032,KENTUCKY,EDMONSON,,,,81.28,,,44000.0,,,,,,,3.580548742,,,,0.303912,38.108000000000004,,,,,99.06,,,,,,,,3.70401594,,,81.66,,,,145.79348559997183,,,111300.0,,,,,,,2507.8620826439374,,,,547.2719047206587,857.4408861101363,,,,,,2.159,,,8.83,,,,,,,0.043213519299999996,,,,0.811944,2.4498,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1033,KENTUCKY,ELLIOTT,,,,15.24,,,12000.0,,,,,,,,,,,0.401436,,,,,,17.779999999999998,,,,,,,,,,,,,,,27.336278549994724,,,25200.0,,,,,,,,,,,682.265641218421,,,,,,,2.159,,,7.4,,,,,,,,,,,0.766584,,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1034,KENTUCKY,ESTILL,,,,40.64,,,15800.0,,,,,,,0.6173359900000001,,,,0.29937600000000003,,,,,,45.72,,,,,,,,0.740803188,,,,,,,83.18804766586628,,,36080.0,,,,,,,469.45201547029376,,,,515.3477102786201,,,,,,,2.4638,,,7.88,,,,,,,0.04691753524,,,,0.775656,,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
1995,1035,KENTUCKY,FAYETTE,,,,104.14,,,43600.0,,,,,,,4.444819128,,,,1.8733680000000001,65.328,,,,,134.62,,,,,,,,4.568286326,,,293.976,,,,215.3669945370172,,,109040.0,,,,,,,3113.2081025924745,,,,3826.7987937592047,1796.5428089926666,,,,,,2.4892,,,8.5,,,,,,,0.043213519299999996,,,,0.9208080000000001,2.9942,"种类：PRODUCTION_BEANS,FAO总量：1392000.0,国家总量：2061886.3309499999; 种类：PRODUCTION_CHICKPEAS,FAO总量：21455.0,国家总量：592.542397728; 种类：PRODUCTION_CORN,FAO总量：4004100.0,国家总量：189744596.38; 种类：PRODUCTION_RYE,FAO总量：255640.0,国家总量：139697.46; 种类：PRODUCTION_COTTON,FAO总量：10110000.0,国家总量：3891518.12; 种类：PRODUCTION_SOYBEANS,FAO总量：59173500.0,国家总量：2956931.3583017504; 种类：PRODUCTION_SUNFLOWER,FAO总量：1818600.0,国家总量：3548061.0144000007; 种类：PRODUCTION_WHEAT,FAO总量：59404000.0,国家总量：118806491.60800001; "
