year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CANOLA,AREA HARVESTED_CHICKPEAS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_LENTILS,AREA HARVESTED_MUSTARD,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_PEAS,AREA HARVESTED_RICE,AREA HARVESTED_SAFFLOWER,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CANOLA,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_LENTILS,AREA PLANTED_MUSTARD,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_PEAS,AREA PLANTED_RICE,AREA PLANTED_SAFFLOWER,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CANOLA,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_LENTILS,PRODUCTION_MUSTARD,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_PEAS,PRODUCTION_RICE,PRODUCTION_SAFFLOWER,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CANOLA,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_LENTILS,YIELD_MUSTARD,YIELD_OATS,YIELD_PEANUTS,YIELD_PEAS,YIELD_RICE,YIELD_SAFFLOWER,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
2016,-46,WYOMING,OTHER (COMBINED) COUNTIES,598.6750000000001,117.93339999999999,,,195.57999999999998,,,335800.0,,,,,,,,,,,,,,3086.748,703.171,122.46929999999999,,,322.58,,,,,,,,,,,,,,3465.106,62293.60359224037,3185.405779427562,,,271.36599169001335,,,551200.0,,,,,,,,,,,,,,106627.45678774615,,,5.155136000000001,111.58313999999999,,,4.10718,,,12.8,,,,,,,,,,,,,,1.772022,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,604,ILLINOIS,BOND,,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7100.0,,,,,,,,,,,,,,,,,,,,,,,,5.05,,,,,,,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,605,ILLINOIS,BOONE,,,,,1719.58,,,,,,,,,,,,48.275674417999994,,,,,35.386,,,,,1778.0,,,,,,,,,,,48.76954321,,,40.83,,,,,2913.969432051235,,,,,,,,,,,,66472.58444959528,,,,,3326.9097281668064,,,,,,,5.0165,,,,,,,,,,,,0.076920064354,,,,,2.512406,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,606,ILLINOIS,BROWN,,,,,1031.24,,,2500.0,,,,,,,,,39.879904954000004,,,,,,,,,,1056.6399999999999,,,,,,,,,,,40.12683935,,,,,,,,1613.5923184587703,,,13100.0,,,,,,,,,45826.21064355828,,,,,,,,,,,,4.63042,,,5.25,,,,,,,,,0.06420294296000001,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,607,ILLINOIS,BUREAU,,,,,6896.099999999999,,,,,,,,,,,,180.632510674,,,,,,,,,,6946.9,,,,,,,,,,,181.49678106,,,,,,,,12068.48481436494,,,,,,,,,,,,256495.69151626906,,,,,,,,,,,,5.17906,,,,,,,,,,,,0.079265941116,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,608,ILLINOIS,CALHOUN,,,,,,,,2600.0,,,,,,,,,,,,,,40.83,,,,,,,,,,,,,,,,,,,40.83,,,,,,,,6600.0,,,,,,,,,,,,,,3021.9430030848494,,,,,,,,,,5.199999999999999,,,,,,,,,,,,,,1.9788940000000002,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,609,ILLINOIS,CARROLL,,,,,3698.24,,,4600.0,,,7.26,,,,,,53.214362338,,,,,40.83,,,,,3746.5,,,,,18.876,,,,,,53.584763932,,,43.552,,,,,7360.448332032177,,,23000.0,,,663.3546502690239,,,,,,81219.99431105026,,,,,3770.497691922381,,,,,,,5.89026,,,5.0,,,1.00188,,,,,,0.08519236662,,,,,2.4688540000000003,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,610,ILLINOIS,CASS,,,,,2537.46,,,2600.0,,,,,,,,,67.042688514,,,,,35.386,,,,,2552.7,,,,,,,,,,,67.536557306,,,35.386,,,,,4404.1937575007305,,,8950.0,,,,,,,,,92526.34187149908,,,,,2550.6307915945517,,,,,,,5.13842,,,7.1,,,,,,,,,0.077043531552,,,,,1.927176,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,611,ILLINOIS,CHAMPAIGN,,,,,7226.299999999999,,,1600.0,,,,,,,,,303.11197108999994,,,,,58.523,,,,,7264.4,,,,,,,,,,,304.34664307,,,59.884,,,,,13036.465833718632,,,9300.0,,,,,,,,,453674.0233675746,,,,,4546.776628494636,,,,,,,5.339079999999999,,,5.8,,,,,,,,,0.083587293046,,,,,2.076886,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,612,ILLINOIS,CHRISTIAN,,,,,5219.7,,,,,,,,,,,,204.33821269,,,,,24.498,,,,,5245.099999999999,,,,,,,,,,,204.95554868,,,32.664,,,,,9100.89607793158,,,,,,,,,,,,284160.74001562817,,,,,1857.524598226467,,,,,,,5.16128,,,,,,,,,,,,0.077660867542,,,,,2.0251680000000003,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,613,ILLINOIS,CLARK,,,,,,,,,,,,,,,,,,,,,,96.631,,,,,,,,,,,,,,,,,,,103.436,,,,,,,,,,,,,,,,,,,,,,7845.96210892672,,,,,,,,,,,,,,,,,,,,,,,,2.1694340000000003,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,614,ILLINOIS,CLAY,,,,,1602.74,,,3100.0,,,,,,,,,146.06169523399998,,,,,266.75600000000003,,,,,1610.36,,,,,,,,,,,146.92596562,,,293.976,,,,,2120.1421696134616,,,6900.0,,,,,,,,,169458.6633154226,,,,,19046.55819375497,,,,,,,3.9166799999999995,,,2.25,,,,,,,,,0.06482027895,,,,,1.9081219999999999,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,615,ILLINOIS,CLINTON,,,,,2319.02,,,,,,,,,,,,124.948804376,,,,,620.616,,,,,2479.04,,,,,,,,,,,125.31920596999998,,,691.388,,,,,3082.23814336424,,,,,,,,,,,,149467.72994767255,,,,,48267.915306153416,,,,,,,3.93446,,,,,,,,,,,,0.06679575411800001,,,,,2.0796080000000003,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,616,ILLINOIS,COLES,,,,,,,,1600.0,,,,,,,,,144.08622006599998,,,,,,,,,,,,,,,,,,,,,144.45662166,,,,,,,,,,,4400.0,,,,,,,,,199608.92347661947,,,,,,,,,,,,,,,2.75,,,,,,,,,0.077290465948,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,617,ILLINOIS,COOK,,,,,76.2,,,,,,,,,,,,,,,,,,,,,,76.2,,,,,,,,,,,,,,,,,,,111.16197249952353,,,,,,,,,,,,,,,,,,,,,,,,4.318,,,,,,,,,,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,618,ILLINOIS,CRAWFORD,,,,,,,,1100.0,,,,,,,,,120.133583654,,,,,125.212,,,,,,,,,,,,,,,,120.38051804999999,,,133.37800000000001,,,,,,,,2400.0,,,,,,,,,149795.45016681598,,,,,8733.13803643787,,,,,,,,,,2.2,,,,,,,,,0.069635499672,,,,,1.86457,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,619,ILLINOIS,CUMBERLAND,,,,,1592.58,,,2600.0,,,,,,,,,90.37798893600001,,,,,35.386,,,,,1612.8999999999999,,,,,,,,,,,90.62492333200001,,,38.108000000000004,,,,,2438.588526126802,,,7300.0,,,,,,,,,118033.89892816385,,,,,2686.4796054946964,,,,,,,4.53136,,,6.2,,,,,,,,,0.07284564682000001,,,,,2.02789,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,620,ILLINOIS,DE KALB,,,,,5511.8,,,2110.0,,,34.848,,,,,,146.18516243200003,,,,,88.465,,,,,5549.9,,,,,49.368,,,,,,146.30862962999998,,,95.27000000000001,,,,,10195.514560073947,,,9200.0,,,4422.364335126826,,,,,,218125.11585822408,,,,,8483.619806825356,,,,,,,5.47624,,,4.35,,,1.391016,,,,,,0.08334035865000002,,,,,2.564124,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,621,ILLINOIS,DE WITT,,,,,2689.8599999999997,,,1370.0,,,,,,,,,117.170370902,,,,,,,,,,2705.1,,,,,,,,,,,117.29383809999999,,,,,,,,4951.285033919954,,,4100.0,,,,,,,,,160965.24763595502,,,,,,,,,,,,5.4483,,,5.9,,,,,,,,,0.076673129958,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,622,ILLINOIS,DOUGLAS,,,,,2976.8799999999997,,,,,,,,,,,,134.949647414,,,,,24.498,,,,,2997.2,,,,,,,,,,,135.19658181,,,27.220000000000002,,,,,5329.017775766374,,,,,,,,,,,,201165.59451755087,,,,,1912.9730936959138,,,,,,,5.298439999999999,,,,,,,,,,,,0.08321689145200001,,,,,2.087774,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,624,ILLINOIS,EDGAR,,,,,4358.639999999999,,,3100.0,,,,,,,,,191.37415690000003,,,,,,,,,,4381.5,,,,,,,,,,,192.60882888,,,,,,,,7232.5030813317435,,,8450.0,,,,,,,,,275203.05402570724,,,,,,,,,,,,4.91236,,,6.3,,,,,,,,,0.08025367870000001,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,625,ILLINOIS,EDWARDS,,,,,1008.38,,,1700.0,,,,,,,,,58.646919049999994,,,,,114.324,,,,,1018.54,,,,,,,,,,,59.26425504,,,122.49000000000001,,,,,1225.6152379702369,,,4200.0,,,,,,,,,61939.12141811097,,,,,8317.274320417016,,,,,,,3.59664,,,2.45,,,,,,,,,0.058893853446000004,,,,,1.9435080000000002,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,626,ILLINOIS,EFFINGHAM,,,,,2115.8199999999997,,,,,,,,,,,,123.59066519800001,,,,,146.988,,,,,2197.1,,,,,,,,,,,124.08453399,,,149.71,,,,,2945.356341933454,,,,,,,,,,,,158971.6163028324,,,,,10507.489891460164,,,,,,,4.119879999999999,,,,,,,,,,,,0.071857909236,,,,,1.9108440000000002,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
