year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1969,-27,OREGON,OTHER (COMBINED) COUNTIES,4.354,,,,,,,,,,,,,,,,,11.973500000000001,,,,,,,,,,,,,58.82570940428754,,,,,,,,,,,,,,,,,0.5986750000000001,,,,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,-12,SOUTH DAKOTA,OTHER (COMBINED) COUNTIES,,,,,104.648,,,,,,,1.543339975,,,,,,,,,,104.648,,,,,,1.7285407720000001,,,,,,,1381.252,,,,,,,623.3060974618912,,,,,,,,,,1.20904,,,,,,,0.12099785404,,,,,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,-11,TENNESSEE,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,6.9141630880000005,,,,,,,,,,,,,,,,10.618179028,,,,,,,,,,,,,,3494.904438966118,,,,,,,,,,,,,,,,,0.10618179028000001,,,,,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,-10,MICHIGAN,OTHER (COMBINED) COUNTIES,1.3062,158.7565,22.86,,,,,,,,,1.049471183,,,,5.444,,1.3062,,203.2,,,,,,,,,,6.805000000000001,56.472681028116035,2546.6059285742094,27.808878625959316,,,,,,,,,678.7624323611883,,,,103.84548369333925,,0.8708,241.76346999999998,1.4731999999999998,,,,,,,,,0.09247693130199999,,,,1.95984,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,-8,ARKANSAS,OTHER (COMBINED) COUNTIES,,,,,,,,,31.29771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245.031701796761,,,,,,,,,,,,,,,,,180.800974,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,-7,VIRGINIA,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,1.172938381,,,0.0027216000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,698.9808877932237,,,7.571959719917553,,,,,,,,,,,,,,0.12606000915799997,,,1.510488,,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,-6,MARYLAND,OTHER (COMBINED) COUNTIES,47.894000000000005,,,,,2400.0,,,,,,3.4570815440000002,,,,168.764,,60.956,,,,,,,,,,,,250.424,2470.6797949800766,,,,,6500.0,,,,,,2310.6806208040452,,,,2884.5967692594236,,2.0725040000000003,,,,,2.71,,,,,,0.072969114018,,,,5.454888,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,-5,GEORGIA,OTHER (COMBINED) COUNTIES,,,,83.8145,,,,0.031752,,,,1.2346719800000001,,,0.028576800000000003,27.220000000000002,,,,,118.6465,,,,,,,,,34.8416,,,,131.0443060704356,,,,37.445851643270764,,,,661.432327705158,,,64.14415731575725,452.8816927737296,,,,,355.06870000000004,,,,0.9902088,,,,0.175693822754,,,1.8520488000000002,11.612052,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,-4,MISSISSIPPI,OTHER (COMBINED) COUNTIES,,,,10.885,,,,,,,,,,,,153.5208,,,,,10.885,,,,,,,,,,,,,12.133732043558851,,,,,,,,,,,,2036.525319097153,,,,,41.7984,,,,,,,,,,,,9.733872000000002,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,-3,NORTH CAROLINA,OTHER (COMBINED) COUNTIES,,,,,,800.0,,,,,,,,,0.0040824,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,12.38645796442209,,,,,,,,1.0,,,,,,,,,0.845964,,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,10,ALABAMA,AUTAUGA,,,215.89999999999998,1719.83,,,,,,,,4.074417534,,,,54.440000000000005,,,,231.14,1735.069,,,,,,,,,84.382,,,135.84797029922655,6734.2212841751625,,,,,,,,2002.4935930043057,,,,850.95604693153,,,,0.762,146.7298,,,,,,,,0.025928111580000003,,,,1.6332,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,11,ALABAMA,BALDWIN,,,424.18,315.665,,,,,,,,135.8139178,,,,1404.5520000000001,,,,520.6999999999999,333.081,,,,,,,,,1763.856,,,498.1092244304973,825.0937789620018,,,,,,,,76153.10121983892,,,,17855.654001715833,,,,1.4223999999999999,97.965,,,,,,,,0.029632127520000003,,,,1.3065600000000002,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
