year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CANOLA,AREA HARVESTED_CHICKPEAS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_LENTILS,AREA HARVESTED_MUSTARD,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_PEAS,AREA HARVESTED_RICE,AREA HARVESTED_SAFFLOWER,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CANOLA,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_LENTILS,AREA PLANTED_MUSTARD,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_PEAS,AREA PLANTED_RICE,AREA PLANTED_SAFFLOWER,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CANOLA,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_LENTILS,PRODUCTION_MUSTARD,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_PEAS,PRODUCTION_RICE,PRODUCTION_SAFFLOWER,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CANOLA,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_LENTILS,YIELD_MUSTARD,YIELD_OATS,YIELD_PEANUTS,YIELD_PEAS,YIELD_RICE,YIELD_SAFFLOWER,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
2010,-46,WYOMING,OTHER (COMBINED) COUNTIES,97.965,122.46929999999999,,,200.66,,,58300.0,,,,,,,,,,1700.0,,,,187.818,171.983,122.46929999999999,,,510.53999999999996,,,,,,,,,,,,1800.0,,220.482,7377.333926911464,2885.698831915059,,,282.0062461969318,,,108900.0,,,,,,,,,,35193.85331660194,,,,6801.41640476392,17.64,,6.4482740000000005,90.71799999999999,,,5.9563,,,3.85,,,,,,,,,,22.8,,,,2.1476580000000003,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,-32,IDAHO,OTHER (COMBINED) COUNTIES,483.29400000000004,344.72839999999997,,,,,,700.0,,,119.064,,,,,,,4300.0,,,,1842.794,531.188,349.2643,,,,,,,,381.876,,,,,,,4300.0,,1910.844,45553.90550574471,7358.532021383401,,,,,,1400.0,,,11454.310339736738,,,,,,,147323.1069067058,,,,155879.43307084247,33.47,,7.005586000000001,336.56377999999995,,,,,,2.0,,,2.262216,,,,,,,75.0,,,,15.354802000000001,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,-31,CALIFORNIA,OTHER (COMBINED) COUNTIES,629.153,,,,1861.82,3787.98,,,,,,,,480.80539999999996,,,,,,,,549.844,1027.544,,,,10439.4,3831.52,,,,,,,485.3413,,,,,,1287.506,32971.70408438651,,,,2842.165654238807,33474.85368299857,,,,,,,,37596.64778941438,,,,,,,,33273.31925816042,,,5.764696000000001,,,,11.82624,1083.2752,,,,,,,,698.0750099999999,,,,,,,,6.453862,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,-30,MISSOURI,OTHER (COMBINED) COUNTIES,,,,,439.41999999999996,1393.28,,107900.0,,,,,,163.2924,,195.57999999999998,21.853694046,,,,,773.048,,,,,530.86,1393.28,,,,,,,163.2924,,271.78,24.199570808,,,1393.664,,,,,654.8032600884001,7841.443916049746,,272900.0,,,,,,10963.785503595931,,14942.437871302422,15235.093175982613,,,,,28630.858683124465,,,,,,,8.76554,236.8576,,27.65,,,,,,302.54452999999995,,12.494259999999999,0.180509043476,,,,,8.15239,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,-29,NEBRASKA,OTHER (COMBINED) COUNTIES,,839.1415,,,294.64,,,16500.0,,,121.968,,,,,412.75,29.385193123999997,3900.0,,13.24512,,367.47,,952.5389999999999,,,325.12,,,,,577.896,,,,,995.68,31.360668292000003,3900.0,13.74408,468.184,,20322.80121809809,,,550.2932696059047,,,40300.0,,,8891.561885470983,,,,,35141.96983383895,32119.06495151254,94395.91664763002,,21569.439316896252,,16306.466384533582,35.5,,,189.14702999999997,,,3.9522399999999998,,,7.15,,,5.267856,,,,,11.12774,0.107169527864,52.1,,3.2387040000000002,,4.6328439999999995,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,-28,ILLINOIS,OTHER (COMBINED) COUNTIES,,,,,546.1,,,171400.0,,,156.816,,,,,256.53999999999996,8.519236661999999,,,,,2251.094,,,,,609.6,,,,,252.648,,,,,274.32,8.64270386,,,2640.34,,,,,763.398530245532,,,555100.0,,,12057.722706791783,,,,,24754.303071051723,9402.696146178892,,,,,128346.39637172344,,,,,,,5.94106,,,53.35,,,3.7650360000000003,,,,,7.36854,0.061733599,,,,,14.214284000000001,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,-27,OREGON,OTHER (COMBINED) COUNTIES,56.602000000000004,,,,,,,11400.0,,,209.088,,,,,,,,,,,794.8240000000001,89.257,,,,,,,,,415.272,,,,,,,,,838.3760000000001,4322.303006257945,,,,,,,56100.0,,,24592.562168929413,,,,,,,,,,,78343.28605653378,,,4.8285860000000005,,,,,,,18.450000000000003,,,2.8139760000000003,,,,,,,,,,,9.110534,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,-26,ARIZONA,OTHER (COMBINED) COUNTIES,104.49600000000001,,,,,2895.41,,6100.0,,,,,,,,,,,,,,65.328,106.673,,,,,3004.26,,,,,,,,,,,,,65.328,11993.825095899007,,,,,16007.361373453272,,30400.0,,,,,,,,,,,,,,6406.313377101285,,,2.403408,,,,,671.6045,,10.7,,,,,,,,,,,,,,2.575012,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,-25,ALABAMA,OTHER (COMBINED) COUNTIES,,,,,685.8,7693.518,,106000.0,,,,9.20808,,,,,79.4881820724,,,,,,,,,,850.9,7815.43,,,,,9.93384,,,,,82.599555462,,,,,,,,736.2649562871245,25027.72582308843,,259000.0,,,,23532.379008344255,,,,,40622.37277066562,,,,,,,,,,,,13.657580000000001,861.6566,,12.35,,,,3.6160992000000003,,,,,0.17729889632799997,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,-24,NORTH DAKOTA,OTHER (COMBINED) COUNTIES,979.6500000000001,1251.9083999999998,8.754480000000001,,1971.04,,336.042,22000.0,1170.2622,,58.08,,995.6300499999999,,,,7.309258121599999,27500.0,,89.08704,,7607.990000000001,1099.385,1383.4495,8.8452,,1526.54,,340.36,1342.6263999999999,,158.268,,1097.6878,,,,7.901900672,27700.0,92.71584,7771.31,63861.46117099432,24555.15950490685,13448.571329855233,,1546.2173825264636,,7411.719999999999,39000.0,21274.902385666617,,5192.152925822472,,23256.300243111833,,,,4714.975168953474,701148.8606485813,,142365.51709654834,,297315.0283161324,34.85,,6.694275,390.54098999999997,1.279152,,9.87044,,3.1902399999999997,3.7,332.93505999999996,,4.382136,,559.2764699999999,,,,0.07445072039400001,55.1,,8.8452,,15.305805999999999,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,-23,WISCONSIN,OTHER (COMBINED) COUNTIES,,,,,482.59999999999997,,,30700.0,,,74.05199999999999,,,,,,11.358982216,,,,,283.088,,,,,474.97999999999996,,,,,151.008,,,,,,11.729383810000002,,,321.196,,,,,434.10669617276875,,,63100.0,,,5121.988697095141,,,,,,10514.667168683527,,,,,15166.311933278548,,,,,,,10.85342,,,14.35,,,4.14546,,,,,,0.155692136678,,,,,8.008124,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,-22,OKLAHOMA,OTHER (COMBINED) COUNTIES,,,,,5735.32,4223.38,,1759500.0,,,,0.49896,,,,1364.488,65.190680544,,,1.27008,,1317.448,,,,,6256.0199999999995,4462.85,,,,,0.49896,,,,1531.62,71.117106048,,1.3154400000000002,3818.9660000000003,,,,,10074.787472241955,12546.310265679593,,3124500.0,,,,1773.0846148541482,,,,70740.96602040305,37068.42616932728,,,2033.3735558650249,,40244.06553192261,,,,,,,18.923,386.4175,,32.2,,,,1.5463224,,,,9.558019999999999,0.18322532183200002,,,0.6622560000000001,,4.30076,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
