year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CANOLA,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_HAY & HAYLAGE,AREA HARVESTED_LENTILS,AREA HARVESTED_MUSTARD,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_PEAS,AREA HARVESTED_RICE,AREA HARVESTED_SAFFLOWER,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CANOLA,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_LENTILS,AREA PLANTED_MUSTARD,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_PEAS,AREA PLANTED_RICE,AREA PLANTED_SAFFLOWER,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CANOLA,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_HAY & HAYLAGE,PRODUCTION_LENTILS,PRODUCTION_MUSTARD,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_PEAS,PRODUCTION_RICE,PRODUCTION_SAFFLOWER,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CANOLA,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_HAY & HAYLAGE,YIELD_LENTILS,YIELD_MUSTARD,YIELD_OATS,YIELD_PEANUTS,YIELD_PEAS,YIELD_RICE,YIELD_SAFFLOWER,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
2009,-46,WYOMING,OTHER (COMBINED) COUNTIES,411.45300000000003,68.0385,,129.54,,,17500.0,,,,,,,,,,,,,,,95.27000000000001,685.755,68.0385,,304.8,,,,,,,,,,,,,,146.988,36969.56811156612,1503.1087553574653,,207.30706708728775,,,44900.0,,,,,,,,,,,,,,,2033.9765872196779,,,9.12163,83.00697,,3.175,,,2.55,,,,,,,,,,,,,,,0.57162,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,-32,IDAHO,OTHER (COMBINED) COUNTIES,324.373,158.7565,,1262.3799999999999,,,4200.0,,,,236.676,,,,,,,1600.0,,,,2770.996,346.14300000000003,158.7565,,3517.8999999999996,,,,,723.096,,,,,,,1600.0,,3026.864,32206.617618664965,4290.692265293128,,1315.1042068349818,,,6400.0,,,,21358.286027281712,,,,,,,53523.89349628983,,,,196459.8481710404,15.55,,5.0071,197.31165,,9.966959999999998,,,1.5,,,,4.58832,,,,,,,36.9,,,,15.556230000000001,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,-31,CALIFORNIA,OTHER (COMBINED) COUNTIES,825.0830000000001,,,10162.539999999999,3722.67,,,,,,248.292,,,467.19769999999994,,,,,,7.12152,,6968.320000000001,1384.5720000000001,,,10749.279999999999,3722.67,,,,1700.292,,,467.19769999999994,,,,,7.21224,12817.898000000001,57223.44806471248,,,7648.399889810087,24767.99764779937,,,,,,29514.194772783085,,,34073.87597104609,,,,,,9249.683476443417,,634099.1667389785,,,7.88074,,,14.757399999999999,568.197,,,,,,5.43048,,,637.29395,,,,,,1.65564,,11.895140000000001,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,-30,MISSOURI,OTHER (COMBINED) COUNTIES,,,,492.76,1001.4200000000001,,216200.0,,,,,,,444.5182,,421.64,51.485821566,,,,,920.0360000000001,,,,571.5,1001.4200000000001,,,,,,,449.05409999999995,,533.4,52.843960744,,,1058.858,,,,898.5465689064627,6059.123888088258,,642500.0,,,,,,,24735.44739609362,,34173.65108877523,47716.24388074914,,,,,40941.44105836431,,,,,,17.1196,259.063,,32.2,,,,,,,562.90519,,17.5006,0.23582234817999997,,,,,8.99621,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,-29,NEBRASKA,OTHER (COMBINED) COUNTIES,,1115.8313999999998,,1348.74,,,58000.0,,,,172.788,,,,,182.88,9.630441444,600.0,,12.65544,,862.874,,1315.4109999999998,,1526.54,,,,,660.66,,,,,520.6999999999999,10.371244632,600.0,13.970880000000001,990.808,,27810.244899122845,,2441.26745705744,,,166820.0,,,,12036.761990235775,,,,,16265.731422195204,9504.443973268742,13698.487996508075,,19332.232981253863,,43914.39039886212,15.85,,,281.67938999999996,,7.6352400000000005,,,17.75,,,,4.32696,,,,,7.2136,0.10679912627,25.2,,1.909656,,5.41678,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,-28,ILLINOIS,OTHER (COMBINED) COUNTIES,,,,167.64,,,188100.0,,,,241.032,,,,,246.38,32.471873074,,,,,2046.9440000000002,,,,177.79999999999998,,,,,389.136,,,,,274.32,33.33614346,,,2158.5460000000003,,,,301.243081861215,,,611080.0,,,,18209.765421987122,,,,,18821.40314325051,28300.178777219986,,,,,114482.23289819468,,,,,,3.5814,,,56.5,,,,1.91664,,,,,3.7845999999999997,0.09630441444,,,,,12.12651,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,-27,OREGON,OTHER (COMBINED) COUNTIES,34.832,,,520.6999999999999,,,34600.0,,,,59.532,,,,,,,,,,,280.366,91.43400000000001,,,673.1,,,,,217.8,,,,,,,,,323.918,2959.833520588576,,,1366.9309736068035,,,155300.0,,,,6286.8463246573065,,,,,,,,,,,20880.302115923656,,,1.7851400000000002,,,5.2324,,,17.45,,,,2.64264,,,,,,,,,,,3.85163,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,-26,ARIZONA,OTHER (COMBINED) COUNTIES,,,,,1915.76,,4600.0,,,,,,,,,,,,,,,258.59000000000003,,,,,1915.76,,,,,,,,,,,,,258.59000000000003,,,,,10470.591280292867,,23600.0,,,,,,,,,,,,,,,23268.134903933602,,,,,,,696.64,,11.25,,,,,,,,,,,,,,,2.39536,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,-25,ALABAMA,OTHER (COMBINED) COUNTIES,,,,681.99,5914.909000000001,,22400.0,,,,,5.642784000000001,,,,,70.00590126600001,,,,,,,,,911.86,6073.83,,,,,6.21432,,,,,75.685392374,,,,,,,739.5031783754342,18815.17417880038,,54600.0,,,,,20065.49086231806,,,,,51949.24667390419,,,,,,,,,,,12.953999999999999,790.9041,,5.1,,,,,4.58136,,,,,0.26113312377000003,,,,,,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,-24,NORTH DAKOTA,OTHER (COMBINED) COUNTIES,1604.449,2712.4682,13.10904,4732.0199999999995,,1475.74,142500.0,,703.0645,,592.7064,,276.68989999999997,,,,91.736128114,28600.0,,73.52856,,18572.206000000002,1861.335,2866.6888,13.335840000000001,4277.36,,1483.36,716.6722,,1515.888,,299.3694,,,,93.34120168800001,28700.0,76.70376,19584.79,112156.1437495058,47224.94416832182,25915.341276093684,4519.553196336732,,35052.0,299500.0,,18708.10789030257,,47406.21958322672,,8135.273177952971,,,,58917.71479691608,615071.1828895679,,111010.81340202919,,800132.9541806505,31.9,,5.76905,345.18199,3.329424,14.323059999999998,,2.921,14.5,,163.74598999999998,,4.003164,,464.92974999999996,,,,0.07284564682000001,51.2,,8.45964,,18.22379,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,-23,WISCONSIN,OTHER (COMBINED) COUNTIES,,,,685.8,,,147400.0,,,,232.32,,,,,,24.07610361,,,,,1015.306,,,,624.8399999999999,,,,,421.08,,,,,,24.940373996,,,1110.576,,,,395.85932294902244,,,223000.0,,,,16838.553264149705,,,,,,13363.062400599238,,,,,56990.35221231684,,,,,,10.134599999999999,,,16.65,,,,5.27076,,,,,,0.08642703859999999,,,,,10.27555,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,-22,OKLAHOMA,OTHER (COMBINED) COUNTIES,,,,5951.219999999999,4680.55,,2121500.0,,,,,,,,,972.8199999999999,97.04521762799999,,,,,11184.698,,,,7261.86,4985.33,,,,,,,,,1211.58,103.71244632,,,22800.833000000002,,,,9034.701117497858,12171.397985721149,,3486500.0,,,,,,,,,44185.53409376483,63399.396256421736,,,,,253982.37781919143,,,,,,12.065,244.0417,,30.6,,,,,,,,,4.2672,0.20865956462,,,,,4.19188,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
