year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1986,-41,COLORADO,OTHER COUNTIES,,,2413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.9642563568411,,,,,,,,,,,,,,,,,,,,0.5588,,,,,,,,,,,,,,,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,-26,ARIZONA,OTHER (COMBINED) COUNTIES,13.062000000000001,,,,,,,,,,30.48,,,,,,95.27000000000001,,,,30.48,,17.416,,,12.7,,,,,,30.48,,,,100.714,964.3698043987685,,,,,,,,,,,2190.284969829659,,,,,,2980.1724085395967,,,5.72551,,,,,,,,,,,7.325359999999999,,,,,,16.802906,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,-25,ALABAMA,OTHER (COMBINED) COUNTIES,,,25.4,,,,81.312,0.040824,,,43.18,,,,,,81.66,,,,,,,,,33.019999999999996,,,172.788,,,149.85999999999999,,,,185.096,,,,15.191626204300157,,,,2823.7887769422505,77.73425730641762,,,1823.1273737310457,,,,,,1034.2150824155676,,,,,,1.0668,,,,6.9347520000000005,2.7216,,,4.85902,,,,,,6.026508000000001,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,-23,WISCONSIN,OTHER (COMBINED) COUNTIES,4.354,,,,,,,,,,,,,,,0.0072576,,,,,,,6.531000000000001,,,,,,,,,,,,,,213.33688675187204,,,,,,,,,,,,,,,,11.460143080928196,,,,1.778609,,,,,,,,,,,,,,,,2.3410296,,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,-22,OKLAHOMA,OTHER (COMBINED) COUNTIES,80.549,,667.766,,,,35.574,0.24721200000000002,,39.37,85.09,6.9141630880000005,,,,,,,,,,,119.735,,,228.6,,,71.148,,132.07999999999998,104.14,8.148835068,,,,3402.5056529915923,,,289.6898435005713,,,,1572.8357177269015,427.5384151852968,,1291.5994333010215,3393.0426122216686,3284.9480492095577,,,,,,,,6.163087000000001,,,22.06498,,,,3.8376360000000003,4.5995040000000005,,2.9972,4.1021,0.23557541378400002,,,,,,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,-21,FLORIDA,OTHER (COMBINED) COUNTIES,,,736.6,1654.52,,,,,,,,9.753908642,,,,0.049896,4627.400000000001,,,,,,,,,939.8,1719.83,,,,,,11.11204782,,,5444.0,,,,826.4968065910919,5014.438929222305,,,,,,,,3566.3763902053543,,,,127.89519678315868,71714.6511096058,,,,,,12.70762,267.92339000000004,,,,,,,,0.09877375840000001,,,,3.361176,8.019012000000002,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,-20,ALASKA,OTHER (COMBINED) COUNTIES,,,,,,28400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33800.0,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,-19,KENTUCKY,OTHER (COMBINED) COUNTIES,26.124000000000002,,314.96,,,5800.0,,,,,40.64,0.987737584,,,,0.021772800000000002,76.21600000000001,,,,,,50.071000000000005,,,30.48,,,,,,43.18,1.3581391779999998,,,293.976,853.3475470074882,,,89.3412302967176,,,15200.0,,,,,3038.5456228850767,623.5093416889634,,,,33.876182947223754,996.1124214844679,,,4.2016100000000005,,,2.1844,,,13.4,,,,,1.905,0.11976318206,,,,5.066712,7.082644,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,-18,IOWA,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,,,,,62.606,,,,,,,,,,,,,,,,,,,95.27000000000001,,,,,,,,,,,,,,,,,,1031.493463777632,,,,,,,,,,,,,,,,,,,,10.768232000000001,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,-17,LOUISIANA,OTHER (COMBINED) COUNTIES,,,113.03,457.17,,,,,181.43599999999998,,54.61,5.185622316,,6200.0,,,65.328,,,,,,,,,139.7,478.94,,,185.97189999999998,,71.11999999999999,5.432556712,,,100.714,,,,108.90949166939946,1133.012561892065,,,,,7953.081699971821,,3658.915354224113,2717.239154442175,,162502.00442355542,,,985.2259469327249,,12.41,,,,13.60678,217.93947,,,,,549.116054,,7.998459999999999,0.056424509486,,27.6,,,7.714148,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,-15,MINNESOTA,OTHER (COMBINED) COUNTIES,259.063,,284.47999999999996,,,200.0,1.452,,,91.44,,,,,,,138.822,,50.8,1.452,,,300.426,,,66.03999999999999,,,7.26,,261.62,,,,,185.096,13216.002443577703,,,84.24118435670253,,,600.0,45.35619279026413,,,3965.2464394899707,,,,,,,2385.498736150645,,,11.7558,,,8.201659999999999,,,6.0,0.90024,,,8.602979999999999,,,,,,,8.021734,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,-14,NEW MEXICO,OTHER (COMBINED) COUNTIES,,,457.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.21393889400133,,,,,,,,,,,,,,,,,,,,2.00914,,,,,,,,,,,,,,,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,-13,WEST VIRGINIA,OTHER (COMBINED) COUNTIES,,,151.638,,,,5.808,,,,,,,,,,14.1544,,,,,,,,,161.29,,,9.8736,,,,,,,26.1312,,,,130.28627997116467,,,,299.93611361303704,,,,,,,,,,288.49157562118467,,,,,,5.4864,,,,1.48104,,,,,,,,,,10.39804,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,-12,SOUTH DAKOTA,OTHER (COMBINED) COUNTIES,65.31,,,,45.72,,,,,132.07999999999998,114.3,2.716278356,,,5.62464,,800.268,,,,271.78,460.01800000000003,71.84100000000001,,,,,45.72,,,152.4,327.65999999999997,2.716278356,,5.62464,832.932,1867.7862125827164,,,,,685.8,,,,,5766.973380061144,4051.3941638467686,1220.331513111084,,,2938.3511807341597,,11027.998720915473,,,2.686418,,,,,4.3942,,,,,10.20572,7.833359999999999,0.142728080888,,,11.750462640000002,,31.463598000000005,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,-11,TENNESSEE,OTHER (COMBINED) COUNTIES,,,7.62,14.150500000000001,,,,,,,116.83999999999999,1.049471183,,,,,100.714,,,,,,,,,15.24,14.150500000000001,,,,,165.1,1.85200797,,,250.424,,,,7.595813102150078,42.91714249591155,,,,,,,5745.383348605199,470.6646392515911,,,,,1434.2930221921163,,,,,,1.778,132.66638,,,,,,,5.08,0.028397455540000005,,,,,8.87372,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,-10,MICHIGAN,OTHER (COMBINED) COUNTIES,,2774.1564399999997,,,,,,,,,,,700.0,,,,,,,,,,,4833.00145,,,,,,,,,,850.0,,,,17196.24858790764,,,,,,,,,,,,11452.492922020778,,,,,46.6,,,92.08784179999999,,,,,,,,,,,,53.6,,,,,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
