year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CANOLA,AREA HARVESTED_CHICKPEAS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_LENTILS,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_PEAS,AREA HARVESTED_RICE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_WHEAT,AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CANOLA,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_LENTILS,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_PEAS,AREA PLANTED_RICE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CANOLA,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_LENTILS,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_PEAS,PRODUCTION_RICE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUNFLOWER,PRODUCTION_WHEAT,YIELD_BARLEY,YIELD_BEANS,YIELD_CANOLA,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_LENTILS,YIELD_OATS,YIELD_PEANUTS,YIELD_PEAS,YIELD_RICE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUNFLOWER,YIELD_WHEAT,标记
2020,-85,NEW JERSEY,OTHER COUNTIES,,,,,,,,,,,,,,,14.754330160999999,,,,,,,,,,,,,,,,14.939530957999999,,,,,,,,,,,,,,,,,15327.792697961388,,,,,,,,,,,,,,,,,0.05815305025800001,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,-73,OKLAHOMA,OTHER COUNTIES,,,,,1064.0059999999999,8070.139,,,,,1.22472,,,688.3399999999999,79.080740319,,1002.5126,,,,,1358.8999999999999,10101.28,,,,1.3154400000000002,,,873.76,83.710760244,,3949.6220000000003,,,,,840.2751470884,31395.145000513436,,,,,4484.493141401043,,,32770.04816066066,64356.58983108893,,33900.807834407424,,,,,2.61874,140.1988,,,,,1.6075584,,,1.20904,0.045559396062,,0.8928159999999999,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,-72,OHIO,OTHER COUNTIES,,,,,419.86199999999997,,,,,67.3728,,,,,190.8555946684,,1110.576,,,,,441.96,,,,466.092,,,,,191.744558494,,1211.29,,,,,579.3264136972331,,,,,3814.8096379765047,,,,,238908.90521978735,,80300.38420162936,,,,,4.57708,,,,,0.782628,,,,,0.070129368464,,1.9108440000000002,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,-71,NORTH CAROLINA,OTHER COUNTIES,,,,,998.728,5984.573,,,,,6.908328,,,,40.9046826974,,424.0876,,,,,1170.94,7053.4800000000005,,,,7.076160000000001,,,,42.102314518,,672.3340000000001,,,,,733.4880331331982,27036.46289782646,,,,,26704.524048292857,,,,31308.758380210907,,24921.871874959517,,,,,2.43586,162.6219,,,,,1.6973712,,,,0.042843117706,,1.554262,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,-70,NEW YORK,OTHER COUNTIES,,,,,1187.704,,,,,114.1272,,,,,11.9886649258,,,,,,,1203.96,,,,227.964,,,,,12.223252602,,,,,,,700.3103211667852,,,,,6721.2586909614,,,,,13218.58826953098,,,,,,,4.26212,,,,,0.814572,,,,,0.061733599,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,-69,NEBRASKA,OTHER COUNTIES,,,,,7594.853999999999,,,,,323.07,,,,2630.424,311.24845943820003,,655.1854000000001,,,,,7975.599999999999,,,,1543.4759999999999,,,,3487.42,315.335223692,,721.33,,,,,10290.341578422134,,,,,21521.744665547827,,,,234605.19712569713,378557.289260589,,35302.01506902788,,,,,4.4958,,,,,0.92202,,,,2.26568,0.06815389329600001,,1.423606,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,-68,MISSOURI,OTHER COUNTIES,,,,,4450.08,805.49,,,,,,,1431.0764499999998,,215.326793312,,1842.2496,,,,,4737.099999999999,914.34,,,,,,1555.8137,,217.055334084,,2708.3900000000003,,,,,6116.853790787774,5495.729607735751,,,,,,,99590.7267948346,,256686.09660882922,,111704.24074394313,,,,,4.5592999999999995,245.7833,,,,,,,315.69863999999995,,0.06679575411800001,,1.603258,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,-67,MISSISSIPPI,OTHER COUNTIES,,,,,696.722,17013.255,,,,,8.57304,,212.73370999999997,,72.20361739040001,,485.877,,,,,807.7199999999999,17067.68,,,,8.98128,,213.1873,,75.438457978,,952.7,,,,,857.5446712538015,102454.29713547835,,,,,38500.09994749318,,14560.31303568132,,73677.91262770076,,23632.76121910869,,,,,4.08432,216.82920000000001,,,,,1.9717992000000002,,310.25556,,0.057165312674,,1.2847840000000001,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,-66,MICHIGAN,OTHER COUNTIES,,,,,2514.092,,,,,137.7948,,,,,129.88749229599998,,541.678,,,,,3756.66,,,,326.7,,,,,130.751762682,,601.562,,,,,2908.572933168098,,,,,7183.05945816351,,,,,141869.17218738125,,28122.229198832643,,,,,3.8379399999999997,,,,,0.7216440000000001,,,,,0.061239730208000005,,1.371888,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,-65,MARYLAND,OTHER COUNTIES,,,,,73.66,,,,,,,,,,8.2229153868,,387.6128,,,,,83.82,,,,,,,,,8.519236661999999,,675.056,,,,,77.0127428997631,,,,,,,,,,9089.990698009773,,27026.485141359444,,,,,3.4696399999999996,,,,,,,,,,0.061980533396,,1.8427940000000003,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,-64,LOUISIANA,OTHER COUNTIES,,,,,621.538,3744.44,,,,,,,1896.4597899999999,,43.3493332178,,,,,,,670.56,3983.9100000000003,,,,,,2077.4422,,46.053264854,,,,,,,722.2083889711117,20890.089439979463,,,,,,,127536.54879260177,,39337.342978752466,,,,,,,3.8557200000000003,200.93710000000002,,,,,,,304.81248,,0.050868485576,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,-63,KENTUCKY,OTHER COUNTIES,,,,,1196.34,,,,,,,,,,35.80548742,,776.0422,,,,,1315.72,,,,,,,,,36.175889014000006,,2090.496,,,,,1416.3732488357948,,,,,,,,,,40630.08117682272,,46514.47536046081,,,,,3.92684,,,,,,,,,,0.06358560697,,1.5842040000000002,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,-62,KANSAS,OTHER COUNTIES,,,,,14014.704,17159.114,,,,211.266,,,,5485.13,152.914124723,,2538.2650000000003,,,,,15135.859999999999,18373.88,,,1913.7359999999999,,,,6311.9,155.81560387599998,,2885.32,,,,,13897.493990808007,75929.50561492384,,,,11484.055382402299,,,,364201.96149721154,143670.841002376,,97451.16075338378,,,,,3.2893,159.3564,,,,0.7521359999999999,,,,1.68656,0.052597026348,,1.015306,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,-61,IOWA,OTHER COUNTIES,,,,,16001.238,,,,,547.2588,,,,,1671.622393722,,,,,,,16492.219999999998,,,,1189.188,,,,,1685.8211214919997,,,,,,,19893.072159191004,,,,,47481.65380004795,,,,,2084928.1658477024,,,,,,,4.96316,,,,,1.200804,,,,,0.069882434068,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,-60,INDIANA,OTHER COUNTIES,,,,,504.19,,,,,,,,,,95.8846259668,,1363.722,,,,,518.16,,,,,,,,,96.30441444,,1733.914,,,,,617.6577561859788,,,,,,,,,,122850.95212819196,,92681.45132673574,,,,,4.064,,,,,,,,,,0.071734442038,,1.7965200000000001,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,-59,ILLINOIS,OTHER COUNTIES,,,,,162.30599999999998,,,44820.0,,83.49,,,,,116.3925275546,,1356.1004,,,,,165.1,,,,345.576,,,,,116.923436506,,1513.432,,,,,195.06005335470303,,,128680.0,,4963.977223687364,,,,,156271.63649093447,,92361.97607724229,,,,,3.9878,,,5.95,,0.821832,,,,,0.07519152358199999,,1.8019640000000001,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,-58,GEORGIA,OTHER COUNTIES,,,,,1878.33,22494.941,,,,,51.501744,,,,70.7590511738,,,,,,,2230.12,22640.8,,,,51.75576,,,,75.068056384,,,,,,,2218.1614721366614,117539.12736912543,,,,,215945.91722374785,,,,58935.25406149748,,,,,,,3.9166799999999995,188.0928,,,,,1.8411624,,,,0.046670600843999994,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
