year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1982,-39,WASHINGTON,OTHER (COMBINED) COUNTIES,26.124000000000002,,22.86,,,,28.314,,,,,,,,,,54.440000000000005,,5.08,,,48.996,28.301000000000002,,,22.86,,,50.82,,,,,,,54.440000000000005,1876.8742652619658,,,13.382738049060002,,,,1905.0357746465163,,,,,,,,,,1578.5439366547685,,,3.006437,,,6.984999999999999,,,,2.989668,,,,,,,,,,7.7849200000000005,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,-24,NORTH DAKOTA,OTHER (COMBINED) COUNTIES,,13.6077,,,,,,,,,,,,,,,,,,,,,,13.6077,,,,,,,,,,,,,,96.91257997708887,,,,,,,,,,,,,,,,,,,,144.196261,,,,,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,-23,WISCONSIN,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,,,,,16.8764,,,,,,,,,,,,,,,,,,,17.4208,,,,,,,,,,,,,,,,,,278.6946536438764,,,,,,,,,,,,,,,,,,,,19.018614000000003,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,-22,OKLAHOMA,OTHER (COMBINED) COUNTIES,95.78800000000001,,97.78999999999999,45.717,,,47.19,1.99584,,92.71,33.019999999999996,4.506552727,,,,,,,97.78999999999999,,20.32,,106.673,,,165.1,54.425000000000004,,104.544,,695.9599999999999,55.879999999999995,5.309089514,,,,3433.678325195035,,,95.4132676117489,63.54479537132196,,,1771.888112977674,2851.310128282851,,3024.597672045934,1372.18171801225,2230.6146474726543,,,,,,,,5.4425,,,29.956760000000003,172.50548,,,2.706528,3.7422,,3.4417,6.52018,0.168409258072,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,-21,FLORIDA,OTHER (COMBINED) COUNTIES,,,784.86,1327.97,,,,,,,,30.249463509999998,,,,,,,825.5,,,,,,,1016.0,1447.705,,,,,,32.965741866,,,,,,,894.5700673357572,3525.0031032346055,,,,,,,,18870.23638204251,,,,,,,,,,,10.335259999999998,236.03034000000002,,,,,,,,0.14198727769999997,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,-20,ALASKA,OTHER (COMBINED) COUNTIES,,,,,,26000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28400.0,,,,,,,,,,,,,,,,,,,,6.46,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,-19,KENTUCKY,OTHER (COMBINED) COUNTIES,93.611,,393.7,,,11800.0,,,,,91.44,1.481606376,,,,0.0163296,304.86400000000003,,40.64,,,,143.68200000000002,,,45.72,,,,,,175.26,1.85200797,,,702.2760000000001,3714.5562604836587,,,133.82738049060004,,,37800.0,,,,,5362.141842712077,1038.9537661211264,,,,33.73728583708999,5002.351302709421,,,5.094180000000001,,,4.26974,,,22.8,,,,,4.444999999999999,0.11729383809999999,,,,2.714796,10.83356,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,-18,IOWA,OTHER (COMBINED) COUNTIES,,,,,,,,,,,29.209999999999997,,,,,,29.942,,,,,,,,,,,,,,,66.03999999999999,,,,32.664,,,,,,,,,,,,1486.1082444154815,,,,,,549.768750352178,,,,,,,,,,,,,,10.66038,,,,,,8.0299,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,-17,LOUISIANA,OTHER (COMBINED) COUNTIES,,,29.209999999999997,370.09000000000003,,,,,63.502599999999994,,81.28,5.55602391,,6500.0,,,228.648,,34.29,,,,,,,46.989999999999995,424.515,,,63.502599999999994,,132.07999999999998,6.1733599,,,266.75600000000003,,,,23.37266926878085,1178.4671141590618,,,,,1909.432155335955,,4050.7209387815506,2808.7201551306043,,160432.39087489893,,,3565.331994858184,,13.65,,,,10.4521,280.07105,,,,,644.642108,,8.57758,0.08877291536200001,,26.0,,,16.016248,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,-15,MINNESOTA,OTHER (COMBINED) COUNTIES,195.93,,,,40.64,,33.396,,,132.07999999999998,,3.4570815440000002,,,7.076160000000001,,484.516,,,,,,202.461,,,,,40.64,50.82,,144.78,,3.950950336,,7.711200000000001,517.1800000000001,9247.198381168871,,,,,457.2,,1817.2461076121147,,,5968.047601671123,,1753.4049123776492,,,4412.215840192457,,8313.211128468949,,,12.219501,,,,,1.22936,,1.3300319999999999,,,6.52272,,0.16248283256799997,,,7.11439848,,34.99131,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,-12,SOUTH DAKOTA,OTHER (COMBINED) COUNTIES,71.84100000000001,,,,76.2,,,,,121.92,76.2,5.185622316,,,5.53392,,397.41200000000003,,,,104.14,234.092,71.84100000000001,,,,,81.28,,,139.7,152.4,5.309089514,,5.53392,402.856,2736.9268578124024,,,,,965.2,,,,,5669.276368212927,2478.5348744169614,2585.1133078289445,,,3204.6357632042086,,5549.398425584609,,,5.155136000000001,,,,,4.79552,,,,,10.54862,11.9888,0.18087944507,,,11.4960384,,26.174752,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,-11,TENNESSEE,OTHER (COMBINED) COUNTIES,,,15.24,,,,,,,,116.83999999999999,0.493868792,,,,,97.992,,,,,,,,,20.32,,,,,,180.34,0.740803188,,,168.764,,,,18.848926829661973,,,,,,,,5876.077061819987,299.9604049168607,,,,,1494.1734848680483,,,,,,2.1082,,,,,,,,4.9022,0.03457081544,,,,,7.893800000000001,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,-10,MICHIGAN,OTHER (COMBINED) COUNTIES,,703.0645,,,,,,,,,,0.2222409564,,,,,,,,,,,,762.0311999999999,,,,,,,,,0.2222409564,,,,,6299.3176985107775,,,,,,,,,,,133.61872582660158,,,,,,,,,287.57606,,,,,,,,,,,0.099761495984,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
