year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1988,-43,NEW JERSEY,OTHER (COMBINED) COUNTIES,,,,,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,-28,ILLINOIS,OTHER (COMBINED) COUNTIES,,,6604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.2019376183148,,,,,,,,,,,,,,,,,,,,1.8796,,,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,-26,ARIZONA,OTHER (COMBINED) COUNTIES,37.009,,10.16,,,9300.0,,,,,101.6,,,,,,187.818,,,,,,37.009,,,22.86,,,,,,127.0,,,,212.316,3364.2248168884253,,,27.605422451654587,,,40800.0,,,,,10112.95434033564,,,,,,6532.512339521103,,,5.973688,,,5.1815999999999995,,,25.1,,,,,9.8806,,,,,,10.335434,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,-25,ALABAMA,OTHER (COMBINED) COUNTIES,,,35.559999999999995,,,,72.6,0.127008,,,124.46,2.345876762,,,,,81.66,,,,,,,,,66.03999999999999,,,132.132,,,320.03999999999996,2.4693439600000002,,,163.32,,,,35.36231801658232,,,,3732.215345089338,265.16902181219825,,,5208.171485272854,1256.7648726774974,,,,,1850.878496197646,,,,,,2.2504399999999998,,,,4.260167999999999,1.925532,,,5.3594,0.03383001225199999,,,,,7.392952000000001,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,-23,WISCONSIN,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,,,,0.0390096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.79269614378505,,,,,,,,,,,,,,,,,,,,1.9377792,,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,-22,OKLAHOMA,OTHER (COMBINED) COUNTIES,100.14200000000001,,490.21999999999997,130.62,,,27.588,1.51956,,50.291999999999994,71.11999999999999,5.0868485576,,,,,21.776,,,,,,121.912,,,218.44,163.275,,55.176,,365.76,119.38,6.728962291,,,43.552,4707.737251852929,,,359.8971398139265,212.6355348861361,,,1253.9063412355483,2987.7233750736477,,2220.833333333333,2768.421250666882,1899.6484421625248,,,,,258.5786134393771,,,9.088975000000001,,,17.825719999999997,96.2234,,,3.857964,5.971644,,5.51688,4.82092,0.190633353712,,,,,1.2956720000000002,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,-21,FLORIDA,OTHER (COMBINED) COUNTIES,,,254.0,1502.13,,,,0.31752,,,,8.519236661999999,,,,0.0567,3810.8,,,,,,,,,495.29999999999995,1698.06,,,,,,9.877375840000001,,,4083.0,,,,342.21598080563535,4540.056015136419,,,,655.1503590635864,,,,3818.631728520088,,,,145.17349021095987,68591.37956497159,,,,,,5.842,270.88411,,,,2.8712880000000003,,,,0.11976318206,,,,3.370248,10.218388,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,-20,ALASKA,OTHER (COMBINED) COUNTIES,,,,,,31600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49200.0,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,-19,KENTUCKY,OTHER (COMBINED) COUNTIES,5.4425,,295.656,,,8600.0,,,,,43.18,1.85200797,,,,0.0213192,337.528,,,,,,6.531000000000001,,,45.72,,,,,,66.03999999999999,2.222409564,,,762.1600000000001,435.4983581732589,,,120.73379802822815,,,20600.0,,,,,1979.6108121207014,978.82648737382,,,,41.80269514681786,7479.726628751663,,,1.7416,,,1.8541999999999998,,,11.57,,,,,2.3622,0.10000843038,,,,6.332256,13.985636,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,-18,IOWA,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,,,,,68.05,,,,,,,,,,,,,,,,,,,198.70600000000002,,,,,,,,,,,,,,,,,,1091.4739367283175,,,,,,,,,,,,,,,,,,,,10.719236,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,-17,LOUISIANA,OTHER (COMBINED) COUNTIES,,,55.879999999999995,544.25,,,,,47.626949999999994,,88.89999999999999,4.568286326,,18000.0,,,266.75600000000003,,,,,,,,,67.31,631.33,,,52.16285,,109.22,4.9386879200000005,,,348.416,,,,78.70967558529613,2080.3800980751694,,,,,1775.2717034868801,,4980.630012615303,2465.1926348673987,,445798.7991151375,,,4273.351822103389,,27.62,,,,4.70662,334.27835,,,,,339.82962799999996,,8.2423,0.15384012870799998,,51.8,,,17.77466,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,-15,MINNESOTA,OTHER (COMBINED) COUNTIES,137.151,,698.5,,73.66,,7.26,,,149.85999999999999,,2.222409564,,,1.8144,,734.94,,,,,,178.514,,,,,91.44,29.04,,325.12,,2.345876762,,1.95048,808.4340000000001,3969.5675347492547,,,137.62786028066637,,777.24,,154.89431274086186,,,6438.078947368421,,940.1567989837432,,,1099.73398245059,,8477.295700599365,,,6.883674,,,1.07442,,2.58318,,0.45738,,,6.438899999999999,,0.051485821566,,,2.69202528,,30.551728000000004,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,-14,NEW MEXICO,OTHER (COMBINED) COUNTIES,32.655,,431.79999999999995,,,,,,,,,,700.0,,,,,,,,,,67.48700000000001,,,,,,,,,,,700.0,,,1600.4564662867265,,,193.92238912319337,,,,,,,,,,8186.35111542192,,,,,15.84,,4.499859,,,2.04724,,,,,,,,,,12.9,,,,,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,-13,WEST VIRGINIA,OTHER (COMBINED) COUNTIES,,,170.688,,,,1.5972,,,,,,,,,0.006804,16.332,,,,,,,,,194.31,,,3.7752,,,,,,,23.409200000000002,,,,122.17110514761181,,,,64.90809295807544,,,,,,,,,8.178788180899147,332.06937725898945,,,,,,5.1815999999999995,,,,1.64802,,,,,,,,,1.605744,11.75904,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
