year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_TOBACCO,YIELD_WHEAT,标记
1964,-24,NORTH DAKOTA,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,,,302.142,,,,,,,,,,,,,329.362,,,,,,,,,,,,,,,3567.7835334590322,,,,,,,,,,,,,,,,5.678092,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,881,IOWA,SIOUX,,,4533.9,,,,,,,,17.018,65.684549336,,,,,,,5118.099999999999,,,,,,57.15,,,,,,6394.682507703725,,,,,,,,2423.54179150107,44013.47408895193,,,,,,,1.6637,,,,,,,,1.8110199999999999,0.03518815143,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,882,IOWA,STORY,,,3162.2999999999997,,,,,,,,0.254,86.303571402,,,,,,,3263.9,,,,,,7.112,,,,,,6000.826955475608,,,,,,,,35.49862427392234,61287.89168982687,,,,,,,2.2377399999999996,,,,,,,,1.778,0.037287093796,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,883,IOWA,TAMA,,,3398.52,,,,,,,,0.508,51.238887170000005,,,,,,,3489.96,,,,,,3.81,,,,,,6501.3517197655065,,,,,,,,60.85478446958117,39165.02410685762,,,,,,,2.2555199999999997,,,,,,,,1.524,0.040126839350000006,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,884,IOWA,TAYLOR,,,1391.9199999999998,,,,,,,,14.985999999999999,42.102314518,,,,,,,1430.02,,,,,,16.509999999999998,,,,,,1817.2057562525042,,,,,,,,1839.8429837970039,23458.368775641928,,,,,,,1.53924,,,,,,,,1.5621,0.029261725925999998,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,885,IOWA,UNION,,,1214.12,,,,,,,,2.794,25.310775590000002,,,,,,,1247.1399999999999,,,,,,9.652,,,,,,1550.2592152978916,,,,,,,,384.90651177010085,14400.186773166333,,,,,,,1.50622,,,,,,,,1.7526,0.029879061916000003,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,886,IOWA,VAN BUREN,,,1064.26,,,,,,,,2.794,38.521765775999995,,,,,,,1104.8999999999999,,,,,,4.826,,,,,,1681.5443993739304,,,,,,,,448.80403546316114,22471.259198449075,,,,,,,1.86436,,,,,,,,2.0446999999999997,0.030619865104000003,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,887,IOWA,WAPELLO,,,1267.46,,,,,,,,0.508,40.373773746,,,,,,,1300.48,,,,,,3.048,,,,,,2054.066109189691,,,,,,,,65.41889330479975,25926.14271862406,,,,,,,1.9126199999999998,,,,,,,,1.6382999999999999,0.033706545053999996,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,888,IOWA,WARREN,,,1816.1,,,,,,,,1.27,51.238887170000005,,,,,,,1879.6,,,,,,4.826,,,,,,3029.952644154913,,,,,,,,177.4931213696117,34345.60675938663,,,,,,,1.9685,,,,,,,,1.778,0.03518815143,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,889,IOWA,WASHINGTON,,,2776.22,,,,,,,,1.016,46.300199250000006,,,,,,,2847.3399999999997,,,,,,2.54,,,,,,4850.440530009318,,,,,,,,134.89477224090493,34723.03100948979,,,,,,,2.0599399999999997,,,,,,,,1.6890999999999998,0.039386036162,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,890,IOWA,WAYNE,,,1183.6399999999999,,,,,,,,6.604,39.50950336,,,,,,,1234.44,,,,,,12.192,,,,,,1689.2027017783662,,,,,,,,611.5905839192907,23603.531948758522,,,,,,,1.6840199999999999,,,,,,,,1.1785599999999998,0.031360668292,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,891,IOWA,WEBSTER,,,3525.52,,,,,,,,0.508,165.07564372599998,,,,,,,3594.1,,,,,,4.064,,,,,,6608.567953427605,,,,,,,,76.06848058697646,116827.32172423654,,,,,,,2.2098,,,,,,,,1.905,0.037163626598,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,892,IOWA,WINNEBAGO,,,2125.98,,,,,,,,,60.992795812,,,,,,,2240.2799999999997,,,,,,,,,,,,3741.08072456679,,,,,,,,,40732.786376516866,,,,,,,2.07518,,,,,,,,,0.035064684232,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,893,IOWA,WINNESHIEK,,,1963.4199999999998,,,,,,,,0.254,9.753908642,,,,,,,2489.2,,,,,,5.842,,,,,,2176.0519260603437,,,,,,,,35.49862427392234,4441.99309736784,,,,,,,1.3081,,,,,,,,1.778,0.023952636411999996,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,894,IOWA,WOODBURY,,,3690.62,,,,,,,,21.59,68.771229286,,,,,,,3891.2799999999997,,,,,,42.164,,,,,,5447.788117555295,,,,,,,,3116.779211250382,43345.72349261559,,,,,,,1.7399,,,,,,,,1.83642,0.033089209064,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,895,IOWA,WORTH,,,1912.62,,,,,,,,,57.659181466,,,,,,,2098.04,,,,,,,,,,,,2483.4780654384012,,,,,,,,,29700.38521965556,,,,,,,1.5316199999999998,,,,,,,,,0.027039316362,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,896,IOWA,WRIGHT,,,3439.16,,,,,,,,5.08,111.86128138800002,,,,,,,3512.8199999999997,,,,,,5.842,,,,,,6542.3783397892685,,,,,,,,750.542341791501,81813.96436851357,,,,,,,2.24282,,,,,,,,1.8796,0.038398298578,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,897,KANSAS,ALLEN,,,805.18,,,84400.0,,,,,273.05,22.717964432,,,1578.76,,,,914.4,,,,,,279.4,23.45876762,,1633.2,,,534.166592709383,,,126340.0,,,,,16811.134209721797,10684.00954138147,,,24124.132182197078,,,,0.7874,,,5.220000000000001,,,,,1.1938,0.024693439600000002,,,1.46988,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,898,KANSAS,ANDERSON,,,723.9,,,103800.0,,,,,241.29999999999998,35.682020222,,,1633.2,,,,838.1999999999999,,,,,,254.0,35.80548742,,1742.0800000000002,,,592.4243931431253,,,165620.0,,,,,17587.03271170896,16780.86281227851,,,26804.591313552315,,,,0.9652,,,5.48,,,,,1.3589,0.024693439600000002,,,1.5787600000000002,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,899,KANSAS,ATCHISON,,,789.9399999999999,,,49400.0,,,,,332.74,21.359825254,,,1361.0,,,,889.0,,,,,,355.59999999999997,21.606759649999997,,1415.44,,,748.544357873548,,,94960.0,,,,,33186.14246407826,10045.291579668448,,,20026.418797481612,,,,1.1176,,,6.04,,,,,1.6586199999999998,0.024693439600000002,,,1.41544,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
