year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CANOLA,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_HAY & HAYLAGE,AREA HARVESTED_LENTILS,AREA HARVESTED_MUSTARD,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_PEAS,AREA HARVESTED_RICE,AREA HARVESTED_SAFFLOWER,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CANOLA,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_LENTILS,AREA PLANTED_MUSTARD,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_PEAS,AREA PLANTED_RICE,AREA PLANTED_SAFFLOWER,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CANOLA,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_HAY & HAYLAGE,PRODUCTION_LENTILS,PRODUCTION_MUSTARD,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_PEAS,PRODUCTION_RICE,PRODUCTION_SAFFLOWER,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CANOLA,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_HAY & HAYLAGE,YIELD_LENTILS,YIELD_MUSTARD,YIELD_OATS,YIELD_PEANUTS,YIELD_PEAS,YIELD_RICE,YIELD_SAFFLOWER,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
2011,-46,WYOMING,OTHER (COMBINED) COUNTIES,237.293,226.795,,99.06,,,40800.0,,,,,,,,,,,1600.0,,,,144.26600000000002,439.754,240.40269999999998,,215.89999999999998,,,,,,,,,,,,1700.0,,204.15,16375.360304149737,5690.913261385662,,132.8714454350452,,,65200.0,,,,,,,,,,,33565.8734772979,,,,3232.7292243924717,16.88,,5.342358000000001,99.78979999999999,,8.48106,,,3.5,,,,,,,,,,,23.1,,,,1.458992,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,735,INDIANA,HARRISON,,,,662.9399999999999,,,19600.0,,,,,,,,,,32.595340272,,,,,,,,,680.72,,,,,,,,,,,32.71880747,,,,,,,825.3591137609338,,,34800.0,,,,,,,,,,20194.91621654304,,,,,,,,,,,2.68478,,,1.8,,,,,,,,,,0.034694282638,,,,,,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,736,INDIANA,HENDRICKS,,,,1917.6999999999998,,,4900.0,,,,,,,,,,83.093424254,,,,,,,,,1930.3999999999999,,,,,,,,,,,83.093424254,,,,,,,2944.7185204523525,,,16550.0,,,,,,,,,,72876.12140760604,,,,,,,,,,,3.3096200000000002,,,6.15,,,,,,,,,,0.049016477606,,,,,,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,737,INDIANA,HENRY,,,,1935.48,,,,,,,,,,,,,105.44098709200001,,,,,103.9804,,,,1993.8999999999999,,,,,,,,,,,105.56445429,,,108.88000000000001,,,,3417.5493397932796,,,,,,,,,,,,,116345.6104297196,,,,,7449.332560556565,,,,,,3.80746,,,,,,,,,,,,,0.061733599,,,,,1.8890680000000002,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,738,INDIANA,HOWARD,,,,1612.8999999999999,,,500.0,,,,,,,,,,82.599555462,,,,,64.51140000000001,,,,1625.6,,,,,,,,,,,82.72302266,,,65.328,,,,3115.2967274297757,,,1000.0,,,,,,,,,,96314.2158019745,,,,,4188.492647256333,,,,,,4.16306,,,2.0,,,,,,,,,,0.065190680544,,,,,1.712138,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,739,INDIANA,HUNTINGTON,,,,1615.4399999999998,,,3000.0,,,,,,,,,,105.317519894,,,,,202.78900000000002,,,,1701.8,,,,,,,,,,,105.44098709200001,,,204.15,,,,2612.53990686474,,,11900.0,,,,,,,,,,103018.60094268917,,,,,12228.149674875871,,,,,,3.48742,,,3.95,,,,,,,,,,0.054695968714,,,,,1.589648,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,740,INDIANA,JACKSON,,,,1577.34,,,10000.0,,,,,,,,,,81.117949086,,,,,176.93,,,,1625.6,,,,,,,,,,,81.241416284,,,187.818,,,,2250.7345520652584,,,24700.0,,,,,,,,,,73284.92537960084,,,,,10119.848006793824,,,,,,3.0759399999999997,,,5.8,,,,,,,,,,0.050498083982,,,,,1.507988,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,741,INDIANA,JASPER,,,,4064.0,,,,,,,,,,,,,110.62660940800001,,,,,65.8724,,,,4292.599999999999,,,,,,,,,,,110.75007660600001,,,68.05,,,,7560.804209271209,,,,,,,,,,,,,114001.80099028275,,,,,4975.591936673631,,,,,,4.01066,,,,,,,,,,,,,0.057659181466000006,,,,,1.989782,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,742,INDIANA,JAY,,,,1648.46,,,3200.0,,,,,,,,,,120.25705085199999,,,,,302.142,,,,1676.3999999999999,,,,,,,,,,,120.62745244599999,,,310.308,,,,2977.6371217988726,,,13500.0,,,,,,,,,,127247.04968291424,,,,,16894.524033564136,,,,,,3.8938200000000003,,,4.2,,,,,,,,,,0.059140787842000005,,,,,1.4726020000000002,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,743,INDIANA,JEFFERSON,,,,441.96,,,15100.0,,,,,,,,,,48.646076012,,,,,60.156200000000005,,,,449.58,,,,,,,,,,,48.76954321,,,78.938,,,,595.8266843720157,,,33800.0,,,,,,,,,,43633.01061091147,,,,,3317.061291115753,,,,,,2.90576,,,4.95,,,,,,,,,,0.050127682388,,,,,1.453548,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,744,INDIANA,JENNINGS,,,,1122.68,,,5400.0,,,,,,,,,,53.70823113,,,,,15.2432,,,,1137.9199999999998,,,,,,,,,,,53.831698328,,,29.942,,,,1538.1964629192169,,,10400.0,,,,,,,,,,46630.906405539994,,,,,649.3569137692705,,,,,,2.95402,,,1.95,,,,,,,,,,0.04852260881399999,,,,,1.124186,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,745,INDIANA,JOHNSON,,,,1341.12,,,2200.0,,,,,,,,,,55.93064069400001,,,,,78.12140000000001,,,,1371.6,,,,,,,,,,,56.054107892000005,,,78.938,,,,1738.700671120749,,,7600.0,,,,,,,,,,44968.43691942781,,,,,4525.82091414946,,,,,,2.794,,,3.45,,,,,,,,,,0.04494206007199999,,,,,1.527042,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,746,INDIANA,KNOX,,,,,,,1500.0,,,,,,,,,,,,,,,517.1800000000001,,,,,,,,,,,,,,,,,,582.508,,,,,,,8000.0,,,,,,,,,,,,,,,30415.765398196992,,,,,,,,,5.35,,,,,,,,,,,,,,,1.548818,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,747,INDIANA,KOSCIUSKO,,,,2794.0,,,8200.0,,,,,,,,,,100.13189757800001,,,,,,,,,2870.2,,,,,,,,,,,100.37883197400001,,,,,,,5002.131104609865,,,30300.0,,,,,,,,,,99203.09720407106,,,,,,,,,,,3.8608,,,3.7,,,,,,,,,,0.055436771902,,,,,,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,748,INDIANA,LAGRANGE,,,,1285.24,,,12000.0,,,,,,,,,,37.534028192,,,,,93.909,,,,1397.0,,,,,,,,,,,37.65749539,,,95.27000000000001,,,,1927.2344788326373,,,57600.0,,,,,,,,,,37037.63986272873,,,,,6240.572937522858,,,,,,3.2334199999999997,,,4.8,,,,,,,,,,0.055189837506000004,,,,,1.750246,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,749,INDIANA,LAKE,,,,1493.52,,,1900.0,,,,,,,,,,57.41224707,,,,,100.98620000000001,,,,1529.08,,,,,,,,,,,57.659181466,,,103.436,,,,2712.7920109655056,,,5500.0,,,,,,,,,,58458.967995256164,,,,,7112.004293663437,,,,,,3.9166799999999995,,,2.9,,,,,,,,,,0.056918378278,,,,,1.8564040000000002,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,751,INDIANA,LA PORTE,,,,2900.68,,,,,,,,,,,,,89.01984975799999,,,,,274.922,,,,3048.0,,,,,,,,,,,89.143316956,,,285.81,,,,4973.701403446961,,,,,,,,,,,,,92362.44407269143,,,,,22685.325948562822,,,,,,3.6957,,,,,,,,,,,,,0.05802958306000001,,,,,2.174878,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,752,INDIANA,LAWRENCE,,,,482.59999999999997,,,22000.0,,,,,,,,,,26.421980372,,,,,,,,,508.0,,,,,,,,,,,26.54544757,,,,,,,729.296649831543,,,47800.0,,,,,,,,,,22102.668085852092,,,,,,,,,,,3.25882,,,6.25,,,,,,,,,,0.046794068042,,,,,,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,753,INDIANA,MADISON,,,,2306.3199999999997,,,3500.0,,,,,,,,,,120.25705085199999,,,,,37.2914,,,,2336.7999999999997,,,,,,,,,,,120.25705085199999,,,40.83,,,,4249.492173823518,,,10810.0,,,,,,,,,,142618.07902991862,,,,,2338.809317125684,,,,,,3.97256,,,5.9,,,,,,,,,,0.066301885326,,,,,1.6522540000000001,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,754,INDIANA,MARION,,,,,,,1000.0,,,,,,,,,,10.124310236000001,,,,,,,,,,,,,,,,,,,,10.124310236000001,,,,,,,,,,3200.0,,,,,,,,,,8230.58663616194,,,,,,,,,,,,,,3.2,,,,,,,,,,0.04543592886399999,,,,,,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,755,INDIANA,MARSHALL,,,,2235.2,,,9200.0,,,,,,,,,,78.648605126,,,,,111.602,,,,2387.6,,,,,,,,,,,78.772072324,,,114.324,,,,4158.217870089984,,,49000.0,,,,,,,,,,78953.67379126204,,,,,7252.557738202241,,,,,,4.01066,,,5.35,,,,,,,,,,0.05617757509,,,,,1.712138,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,756,INDIANA,MARTIN,,,,447.03999999999996,,,6200.0,,,,,,,,,,16.791538928,,,,,18.7818,,,,457.2,,,,,,,,,,,16.791538928,,,24.498,,,,737.6759301742936,,,11830.0,,,,,,,,,,14689.689393679755,,,,,1180.6489341259462,,,,,,3.55854,,,5.95,,,,,,,,,,0.048893010407999996,,,,,1.6576980000000001,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,757,INDIANA,MIAMI,,,,1811.02,,,4600.0,,,,,,,,,,102.72470873600001,,,,,162.5034,,,,1905.0,,,,,,,,,,,102.84817593400001,,,163.32,,,,2920.777719473065,,,24400.0,,,,,,,,,,106752.34388690833,,,,,11328.607629827531,,,,,,3.47726,,,5.3,,,,,,,,,,0.05815305025800001,,,,,1.83735,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,758,INDIANA,MONROE,,,,152.4,,,9000.0,,,,,,,,,,8.766171058000001,,,,,,,,,167.64,,,,,,,,,,,8.766171058000001,,,,,,,224.14574916857845,,,15000.0,,,,,,,,,,7167.6963089754645,,,,,,,,,,,3.16992,,,1.65,,,,,,,,,,0.04568286326,,,,,,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
2011,759,INDIANA,MONTGOMERY,,,,3208.02,,,,,,,,,,,,,131.986434662,,,,,87.104,,,,3225.7999999999997,,,,,,,,,,,132.10990185999998,,,87.104,,,,6299.423257675002,,,,,,,,,,,,,160605.45379768978,,,,,5847.0232928142095,,,,,,4.234179999999999,,,,,,,,,,,,,0.068030426098,,,,,1.7693,"种类：PRODUCTION_CORN,FAO总量：3684530.0,国家总量：312728256.94; 种类：PRODUCTION_LENTILS,FAO总量：214640.0,国家总量：150641.7749; 种类：PRODUCTION_MUSTARD,FAO总量：7100.0,国家总量：521.64; 种类：PRODUCTION_OATS,FAO总量：727580.0,国家总量：513493.992; 种类：PRODUCTION_PEAS,FAO总量：255146.0,国家总量：164925.32400000002; 种类：PRODUCTION_SAFFLOWER,FAO总量：76960.0,国家总量：4572.2880000000005; 种类：PRODUCTION_COTTON,FAO总量：9743176.0,国家总量：3364910.528; 种类：PRODUCTION_SOYBEANS,FAO总量：84291400.0,国家总量：3818660.17203092; "
