year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1987,-42,CONNECTICUT,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,,,,0.44452800000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.3034447542716,,,,,,,,,,,,,,,,,,,,0.77112,,"种类：PRODUCTION_BEANS,FAO总量：1180750.0,国家总量：1479283.9952; 种类：PRODUCTION_CORN,FAO总量：3311000.0,国家总量：183025569.94; 种类：PRODUCTION_RYE,FAO总量：495980.0,国家总量：356946.19999999995; 种类：PRODUCTION_COTTON,FAO总量：8447700.0,国家总量：3212504.2005000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52737008.0,国家总量：2679415.742430724; 种类：PRODUCTION_SUNFLOWER,FAO总量：1183000.0,国家总量：2359509.2640000004; 种类：PRODUCTION_WHEAT,FAO总量：57361808.0,国家总量：114739818.164; "
1987,-26,ARIZONA,OTHER (COMBINED) COUNTIES,26.124000000000002,,12.7,,,2500.0,,,,,15.24,,,,,,106.158,,,,,,34.832,,,38.1,,,,,,25.4,,,,106.158,2153.828363702695,,,18.471713439320546,,,11100.0,,,,,1418.0321323049977,,,,,,2865.8612607164387,,,9.833509,,,3.9116,,,7.4,,,,,4.2672,,,,,,17.0125,"种类：PRODUCTION_BEANS,FAO总量：1180750.0,国家总量：1479283.9952; 种类：PRODUCTION_CORN,FAO总量：3311000.0,国家总量：183025569.94; 种类：PRODUCTION_RYE,FAO总量：495980.0,国家总量：356946.19999999995; 种类：PRODUCTION_COTTON,FAO总量：8447700.0,国家总量：3212504.2005000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52737008.0,国家总量：2679415.742430724; 种类：PRODUCTION_SUNFLOWER,FAO总量：1183000.0,国家总量：2359509.2640000004; 种类：PRODUCTION_WHEAT,FAO总量：57361808.0,国家总量：114739818.164; "
1987,-25,ALABAMA,OTHER (COMBINED) COUNTIES,,,,,,,,0.063504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.36445530278314,,,,,,,,,,,,,,,,,,,,3.08448,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1180750.0,国家总量：1479283.9952; 种类：PRODUCTION_CORN,FAO总量：3311000.0,国家总量：183025569.94; 种类：PRODUCTION_RYE,FAO总量：495980.0,国家总量：356946.19999999995; 种类：PRODUCTION_COTTON,FAO总量：8447700.0,国家总量：3212504.2005000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52737008.0,国家总量：2679415.742430724; 种类：PRODUCTION_SUNFLOWER,FAO总量：1183000.0,国家总量：2359509.2640000004; 种类：PRODUCTION_WHEAT,FAO总量：57361808.0,国家总量：114739818.164; "
1987,-23,WISCONSIN,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,,,,0.0049896,53.079,,,,,,,,,,,,,,,,,,,63.967000000000006,,,,,,,,,,,,,,,,,9.929162515706897,1020.605862078504,,,,,,,,,,,,,,,,,,,1.7994312000000001,3.9033479999999994,"种类：PRODUCTION_BEANS,FAO总量：1180750.0,国家总量：1479283.9952; 种类：PRODUCTION_CORN,FAO总量：3311000.0,国家总量：183025569.94; 种类：PRODUCTION_RYE,FAO总量：495980.0,国家总量：356946.19999999995; 种类：PRODUCTION_COTTON,FAO总量：8447700.0,国家总量：3212504.2005000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52737008.0,国家总量：2679415.742430724; 种类：PRODUCTION_SUNFLOWER,FAO总量：1183000.0,国家总量：2359509.2640000004; 种类：PRODUCTION_WHEAT,FAO总量：57361808.0,国家总量：114739818.164; "
1987,-22,OKLAHOMA,OTHER (COMBINED) COUNTIES,70.7525,,711.1999999999999,185.04500000000002,,,9.438,2.095632,,37.846,74.92999999999999,5.185622316,,,,,21.776,,,,,,87.08,,,218.44,250.35500000000002,,40.656,,508.0,88.89999999999999,5.926425504,,,81.66,2151.652779496935,,,339.7968181188443,443.6647349840562,,,453.6936956445243,3867.223342453223,,959.9840603429874,3023.4470820931556,2682.847875426504,,,,,272.16156322093434,,,7.948227000000001,,,19.3167,159.44348,,,2.436456,5.048568,,4.2036999999999995,3.8912799999999996,0.26570141009599996,,,,,1.361,"种类：PRODUCTION_BEANS,FAO总量：1180750.0,国家总量：1479283.9952; 种类：PRODUCTION_CORN,FAO总量：3311000.0,国家总量：183025569.94; 种类：PRODUCTION_RYE,FAO总量：495980.0,国家总量：356946.19999999995; 种类：PRODUCTION_COTTON,FAO总量：8447700.0,国家总量：3212504.2005000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52737008.0,国家总量：2679415.742430724; 种类：PRODUCTION_SUNFLOWER,FAO总量：1183000.0,国家总量：2359509.2640000004; 种类：PRODUCTION_WHEAT,FAO总量：57361808.0,国家总量：114739818.164; "
1987,-21,FLORIDA,OTHER (COMBINED) COUNTIES,,,381.0,1066.73,,,,0.24948,,,,4.074417534,,,,0.0485352,2722.0,,,,,,,,,546.1,1088.5,,,,,,4.815220721999999,,,3266.4,,,,466.3877895748844,3005.4707853758646,,,,569.4492089123905,,,,1773.9845553091918,,,,114.39127322242972,39463.42666703548,,,,,,6.604,252.16191,,,,1.782648,,,,0.10371244632000001,,,,3.098088,7.92102,"种类：PRODUCTION_BEANS,FAO总量：1180750.0,国家总量：1479283.9952; 种类：PRODUCTION_CORN,FAO总量：3311000.0,国家总量：183025569.94; 种类：PRODUCTION_RYE,FAO总量：495980.0,国家总量：356946.19999999995; 种类：PRODUCTION_COTTON,FAO总量：8447700.0,国家总量：3212504.2005000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52737008.0,国家总量：2679415.742430724; 种类：PRODUCTION_SUNFLOWER,FAO总量：1183000.0,国家总量：2359509.2640000004; 种类：PRODUCTION_WHEAT,FAO总量：57361808.0,国家总量：114739818.164; "
1987,-20,ALASKA,OTHER (COMBINED) COUNTIES,,,,,,32600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40200.0,,,,,,,,,,,,,,,,,,,,7.28,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1180750.0,国家总量：1479283.9952; 种类：PRODUCTION_CORN,FAO总量：3311000.0,国家总量：183025569.94; 种类：PRODUCTION_RYE,FAO总量：495980.0,国家总量：356946.19999999995; 种类：PRODUCTION_COTTON,FAO总量：8447700.0,国家总量：3212504.2005000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52737008.0,国家总量：2679415.742430724; 种类：PRODUCTION_SUNFLOWER,FAO总量：1183000.0,国家总量：2359509.2640000004; 种类：PRODUCTION_WHEAT,FAO总量：57361808.0,国家总量：114739818.164; "
1987,-19,KENTUCKY,OTHER (COMBINED) COUNTIES,4.354,,295.402,,,7200.0,,,,,40.64,2.839745554,,,,0.024948,190.54000000000002,,,,,,8.708,,,53.339999999999996,,,,,,50.8,3.70401594,,,604.284,300.2306203949211,,,131.93949743697763,,,21000.0,,,,,2836.0642646099955,1646.4034742766817,,,,44.65835306603656,3832.0348101507557,,,1.5021300000000002,,,2.3876,,,13.95,,,,,3.556,0.14075260572,,,,5.5566,11.48684,"种类：PRODUCTION_BEANS,FAO总量：1180750.0,国家总量：1479283.9952; 种类：PRODUCTION_CORN,FAO总量：3311000.0,国家总量：183025569.94; 种类：PRODUCTION_RYE,FAO总量：495980.0,国家总量：356946.19999999995; 种类：PRODUCTION_COTTON,FAO总量：8447700.0,国家总量：3212504.2005000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52737008.0,国家总量：2679415.742430724; 种类：PRODUCTION_SUNFLOWER,FAO总量：1183000.0,国家总量：2359509.2640000004; 种类：PRODUCTION_WHEAT,FAO总量：57361808.0,国家总量：114739818.164; "
1987,-18,IOWA,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,,,,,40.83,,,,,,,,,,,,,,,,,,,127.93400000000001,,,,,,,,,,,,,,,,,,832.8143834560592,,,,,,,,,,,,,,,,,,,,11.59572,"种类：PRODUCTION_BEANS,FAO总量：1180750.0,国家总量：1479283.9952; 种类：PRODUCTION_CORN,FAO总量：3311000.0,国家总量：183025569.94; 种类：PRODUCTION_RYE,FAO总量：495980.0,国家总量：356946.19999999995; 种类：PRODUCTION_COTTON,FAO总量：8447700.0,国家总量：3212504.2005000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52737008.0,国家总量：2679415.742430724; 种类：PRODUCTION_SUNFLOWER,FAO总量：1183000.0,国家总量：2359509.2640000004; 种类：PRODUCTION_WHEAT,FAO总量：57361808.0,国家总量：114739818.164; "
1987,-17,LOUISIANA,OTHER (COMBINED) COUNTIES,,,213.35999999999999,468.055,,,,,40.8231,,60.96,18.5200797,,6900.0,,,114.324,,,,,,,,,259.08,576.905,,,40.8231,,76.2,19.75475168,,,146.988,,,,276.156710871434,1416.8647988200505,,,,,1319.8186063218388,,3823.6223567509755,6755.722005150073,,136190.10918432882,,,1605.7532230035129,,15.1,,,,12.76858,261.08761,,,,,315.83471699999996,,9.85012,0.101366569558,,20.9,,,7.610712000000001,"种类：PRODUCTION_BEANS,FAO总量：1180750.0,国家总量：1479283.9952; 种类：PRODUCTION_CORN,FAO总量：3311000.0,国家总量：183025569.94; 种类：PRODUCTION_RYE,FAO总量：495980.0,国家总量：356946.19999999995; 种类：PRODUCTION_COTTON,FAO总量：8447700.0,国家总量：3212504.2005000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52737008.0,国家总量：2679415.742430724; 种类：PRODUCTION_SUNFLOWER,FAO总量：1183000.0,国家总量：2359509.2640000004; 种类：PRODUCTION_WHEAT,FAO总量：57361808.0,国家总量：114739818.164; "
1987,-15,MINNESOTA,OTHER (COMBINED) COUNTIES,139.328,208.6514,88.89999999999999,,109.22,,,,,109.22,,3.4570815440000002,,,6.804,,729.496,,78.74,,,,152.39000000000001,208.6514,,93.97999999999999,,111.75999999999999,,,292.09999999999997,,3.4570815440000002,,6.89472,753.994,6903.128684877425,2539.7884419614384,,65.15644193272769,,1463.04,,,,,4528.160108161959,,1722.9521228961876,,,4623.5278964346535,,11583.196130682967,,,10.547565,500.3460571999999,,8.9154,,2.8600399999999997,,,,,7.90702,,0.06235093499,,,7.929789840000001,,44.01474,"种类：PRODUCTION_BEANS,FAO总量：1180750.0,国家总量：1479283.9952; 种类：PRODUCTION_CORN,FAO总量：3311000.0,国家总量：183025569.94; 种类：PRODUCTION_RYE,FAO总量：495980.0,国家总量：356946.19999999995; 种类：PRODUCTION_COTTON,FAO总量：8447700.0,国家总量：3212504.2005000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52737008.0,国家总量：2679415.742430724; 种类：PRODUCTION_SUNFLOWER,FAO总量：1183000.0,国家总量：2359509.2640000004; 种类：PRODUCTION_WHEAT,FAO总量：57361808.0,国家总量：114739818.164; "
1987,-14,NEW MEXICO,OTHER (COMBINED) COUNTIES,50.5064,,406.4,,,,,,,,,,200.0,,,,,,,,,,87.08,,,,,,,,,,,600.0,,,2808.8967680571213,,,147.03851493986502,,,,,,,,,,1819.5068626260174,,,,,15.42,,4.798108,,,2.0218399999999996,,,,,,,,,,10.0,,,,,"种类：PRODUCTION_BEANS,FAO总量：1180750.0,国家总量：1479283.9952; 种类：PRODUCTION_CORN,FAO总量：3311000.0,国家总量：183025569.94; 种类：PRODUCTION_RYE,FAO总量：495980.0,国家总量：356946.19999999995; 种类：PRODUCTION_COTTON,FAO总量：8447700.0,国家总量：3212504.2005000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52737008.0,国家总量：2679415.742430724; 种类：PRODUCTION_SUNFLOWER,FAO总量：1183000.0,国家总量：2359509.2640000004; 种类：PRODUCTION_WHEAT,FAO总量：57361808.0,国家总量：114739818.164; "
1987,-13,WEST VIRGINIA,OTHER (COMBINED) COUNTIES,,,166.878,,,,3.1944,,,,,,,,,,11.9768,,,,,,,,,185.42,,,5.082,,,,,,,22.864800000000002,,,,150.62257874152422,,,,154.16776065590633,,,,,,,,,,261.275100692097,,,,,,7.11962,,,,2.26512,,,,,,,,,,11.37796,"种类：PRODUCTION_BEANS,FAO总量：1180750.0,国家总量：1479283.9952; 种类：PRODUCTION_CORN,FAO总量：3311000.0,国家总量：183025569.94; 种类：PRODUCTION_RYE,FAO总量：495980.0,国家总量：356946.19999999995; 种类：PRODUCTION_COTTON,FAO总量：8447700.0,国家总量：3212504.2005000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52737008.0,国家总量：2679415.742430724; 种类：PRODUCTION_SUNFLOWER,FAO总量：1183000.0,国家总量：2359509.2640000004; 种类：PRODUCTION_WHEAT,FAO总量：57361808.0,国家总量：114739818.164; "
