year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1989,-42,CONNECTICUT,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,,,,0.285768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.6973217237765,,,,,,,,,,,,,,,,,,,0.77112,,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,-26,ARIZONA,OTHER (COMBINED) COUNTIES,28.301000000000002,,20.32,87.08,,8800.0,,,,,76.2,,,,,,206.872,,,,,37.009,,33.019999999999996,87.08,,,,,152.4,,,,225.92600000000002,2361.8276830409027,,35.84280578367383,226.34491759599578,,33000.0,,,,,6070.443866257621,,,,,,7134.676571759095,,,5.512164,,8.178799999999999,114.9456,,20.8,,,,,7.604759999999999,,,,,,10.493310000000001,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,-25,ALABAMA,OTHER (COMBINED) COUNTIES,,,27.939999999999998,,,,75.504,0.104328,,,162.56,2.839745554,,,,,92.548,,,,,,,43.18,,,159.72,,,360.68,2.963212752,,,125.212,,,36.73887592826568,,,,4218.261567090611,206.47879504602994,,,8346.86031610423,1160.2434650982666,,,,,1224.720372798624,,,,,3.74142,,,,5.100876,1.8166680000000002,,,7.7851,0.025187308392,,,,,4.937708000000001,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,-23,WISCONSIN,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,,,,0.009072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.360815166287965,,,,,,,,,,,,,,,,,,,1.1340000000000001,,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,-22,OKLAHOMA,OTHER (COMBINED) COUNTIES,123.0005,,478.78999999999996,326.55,,,18.876,1.512756,,57.15,121.92,6.6363618925,,,,,,,,,,143.68200000000002,,203.2,380.975,,40.656,,198.12,154.94,7.161097484,,,,4183.3110253123,,275.5415694619926,339.51737639399374,,,703.0435945151017,2663.5764560937864,,1930.9639137805764,5235.757834647198,2782.1157131186105,,,,,,,,3.692192000000001,,18.75282,153.6962,,,3.044844,5.18238,,3.5305999999999997,5.50418,0.19717711520599998,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,-21,FLORIDA,OTHER (COMBINED) COUNTIES,,,355.59999999999997,1208.2350000000001,,,,0.4536,,,,10.618179028,,,,0.108864,3538.6000000000004,,,,,,,596.9,1230.005,,,,,,12.470186998,,,4355.2,,,420.25689781357573,3168.8288463439408,,,,964.9442355151133,,,,4344.741486325424,,,,246.75690541177462,51302.175616120134,,,,,6.984999999999999,244.80365,,,,2.943864,,,,0.10124310236,,,,3.12984,6.707008,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,-20,ALASKA,OTHER (COMBINED) COUNTIES,,,,,,25200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32800.0,,,,,,,,,,,,,,,,,,,7.64,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,-19,KENTUCKY,OTHER (COMBINED) COUNTIES,4.354,,269.24,,,8200.0,,,,,33.019999999999996,2.345876762,,,,0.0167832,277.644,,,,,5.4425,,45.72,,,,,,60.96,2.716278356,,,822.044,265.8145547333857,,131.3638831971646,,,24060.0,,,,,2466.1178206671584,1463.8816485176005,,,,28.674697479710826,5448.6448585396565,,,1.32797,,2.54,,,14.38,,,,,3.81,0.11482449414,,,,4.7242440000000006,11.671936,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,-18,IOWA,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,,,,,65.328,,,,,,,,,,,,,,,,,81.66,,,,,,,,,,,,,,,,,1211.112368656417,,,,,,,,,,,,,,,,,,,10.278272000000001,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,-17,LOUISIANA,OTHER (COMBINED) COUNTIES,,,215.89999999999998,544.25,,,,,40.8231,,144.78,3.70401594,,10600.0,,,111.602,,,,,,,241.29999999999998,587.79,,,49.89489999999999,,165.1,4.136151132999999,,,168.764,,,305.5599193058194,1499.5350790734722,,,,,1820.1736300286825,,7385.706703946772,2098.3126496458017,,265342.8063700167,,,1197.5043645142102,,27.39,,,15.50924,241.32045,,,,,220.490099,,8.16102,0.160383890202,,55.0,,,10.942440000000001,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,-15,MINNESOTA,OTHER (COMBINED) COUNTIES,215.52300000000002,730.2799,256.53999999999996,,76.2,34900.0,5.808,,,297.18,,11.605916612,,,8.79984,,1254.842,,48.26,13.068,,246.001,843.6773999999999,109.22,,86.36,14.52,,579.12,,11.852851008,,8.89056,1325.614,10647.833844115214,7687.436120154822,87.90448118446007,,797.56,78400.0,269.50004456412233,,,17554.98062484863,,6660.291210287497,,,6665.1335723733955,,21352.319299536903,,,15.772365,635.6338106,8.493759999999998,,1.49352,13.4,0.935088,,,10.54354,,0.09148919371799999,,,11.216121840000001,,44.112732,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,-14,NEW MEXICO,OTHER (COMBINED) COUNTIES,21.77,,508.0,,,,,,,,,,800.0,,,,,,,,,75.1065,,,,,,,,,,1100.0,,,1040.3807367638665,,179.21402891836917,,,,,,,,,,12772.704353185052,,,,,,,3.411359,,1.9558,,,,,,,,,,17.5,,,,,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,-13,WEST VIRGINIA,OTHER (COMBINED) COUNTIES,,,187.19799999999998,,,,1.8876,,,,,,,,,,9.254800000000001,,,,,,,189.992,,,3.1944,,,,,,,17.9652,,,166.66904689408332,,,,89.34512346962751,,,,,,,,,,187.79045716245568,,,,,8.2423,,,,1.36488,,,,,,,,,,6.668900000000001,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,-12,SOUTH DAKOTA,OTHER (COMBINED) COUNTIES,37.009,,22.86,,76.2,,,,,114.3,101.6,4.32135193,,,3.71952,,451.85200000000003,,,,283.088,56.602000000000004,,25.4,,78.74,,,124.46,297.18,4.691753524,,3.8102400000000003,517.1800000000001,976.1059059062034,,10.528824198954188,,685.8,,,,,4844.200775006055,3993.8461936753265,1308.359652132088,,,1717.6665814266237,,4585.897395923736,,,3.084809,,1.45034,,1.8694399999999998,,,,,10.09904,5.32892,0.084945432224,,,5.94070848,,19.582068,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
