year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1990,-45,NEVADA,OTHER (COMBINED) COUNTIES,34.832,,,,,,,,,,,,,,,,136.1,50.071000000000005,,,146.988,50.071000000000005,,,,,,,,,,,,146.988,2352.798696776437,,,,,,,,,,,,,,,,3984.460640954051,,,7.872032000000001,,,,,,,,,,,,,,,,26.798090000000002,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,-30,MISSOURI,OTHER (COMBINED) COUNTIES,,,2353.31,,,,113.256,,,,114.3,5126.4815281579995,,,,0.0145152,65.328,,,,,,,113.03,,,180.048,,,134.62,5188.462061554001,,,155.154,,,621.4595685690779,,,,5706.392747374864,,,,8721.411612865777,3049600.4258573637,,,,30.401525004313566,1015.1665430846047,,,,,10.68578,,,,9.552707999999999,,,,13.59154,0.70561503657,,,,2.707992,7.191524,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,-29,NEBRASKA,OTHER (COMBINED) COUNTIES,,1864.2549,,,,,,,,,,,500.0,,,,,,,,,,1945.9010999999998,,,,,,,,,750.0,,,,25479.600200658577,,,,,,,,,,,8527.260446892187,,,,,17.54,,,169.551942,,,,,,,,,,,18.7,,,,,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,-28,ILLINOIS,OTHER (COMBINED) COUNTIES,,,3302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.3649376106295,,,,,,,,,,,,,,,,,,,2.9972,,,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,-26,ARIZONA,OTHER (COMBINED) COUNTIES,10.885,,7.62,65.31,,6400.0,,,,,,,,,,,73.494,,,,,26.124000000000002,,38.1,65.31,,,,,,,,,78.938,1017.3675846246258,,16.738737742633674,113.4127568867653,,21500.0,,,,,,,,,,,2680.8017290572,,,4.223380000000001,,9.398,69.664,,22.5,,,,,,,,,,,11.73182,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,-25,ALABAMA,OTHER (COMBINED) COUNTIES,,,17.779999999999998,,,,52.272,0.104328,,,50.8,2.345876762,,,,,54.440000000000005,,,,,,,30.48,,,97.284,,,119.38,3.08667995,,,97.992,,,19.000729329476062,,,,2715.244438505307,147.1926953080471,,,1999.3950012083465,930.3989371876739,,,,,979.7854035132913,,,,,1.524,,,,4.829352,1.342656,,,6.11632,0.024693439600000002,,,,,1.95984,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,-23,WISCONSIN,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,,,,0.0099792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.63172683373477,,,,,,,,,,,,,,,,,,,3.100356,,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,-22,OKLAHOMA,OTHER (COMBINED) COUNTIES,103.4075,,529.59,413.63,,,44.286,1.67832,,40.64,86.36,3.70401594,,,,,32.664,,,,,132.797,,210.82,457.17,,72.6,,190.5,121.92,5.062155118000001,,,43.552,3594.5535645195564,,271.4389904210866,910.1373740162915,,,1671.4811194024603,2969.152650667012,,1276.9433299899697,4401.199882406728,1787.3453267026364,,,,,544.3252241740507,,,6.739992000000001,,16.21028,270.8188,,,4.380684,5.288976,,3.3324799999999994,6.583679999999999,0.27162783560000003,,,,,1.812852,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,-21,FLORIDA,OTHER (COMBINED) COUNTIES,,,228.6,631.33,,,,0.4536,,,,4.9386879200000005,,,,0.117936,2994.2000000000003,,,,,,,469.9,663.985,,,,,,6.79069589,,,3538.6000000000004,,,280.0345584510877,1984.7232455183928,,,,1154.0827266496565,,,,1909.7662394904885,,,,323.55584160046726,49397.51409379511,,,,,6.97484,275.19457,,,,3.4768440000000003,,,,0.09383507048,,,,3.7422,7.109864,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,-20,ALASKA,OTHER (COMBINED) COUNTIES,,,,,,30000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32200.0,,,,,,,,,,,,,,,,,,,6.62,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,-19,KENTUCKY,OTHER (COMBINED) COUNTIES,11.973500000000001,,360.68,,,7200.0,,,,,30.48,2.592811158,,,,0.017690400000000002,239.536,,,,,13.062000000000001,,68.58,,,,,,40.64,2.963212752,,,1388.22,694.947022473781,,168.4731333880211,,,22040.0,,,,,2500.509191384616,1640.4402313572143,,,,34.35508655195972,4447.1370815019945,,,1.2626600000000001,,2.4892,,,15.11,,,,,2.1234399999999996,0.11852851008000001,,,,5.622372,9.341904,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,-18,IOWA,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,,,,,73.494,,,,,,,,,,,,,,,,,78.938,,,,,,,,,,,,,,,,,1559.4917672586553,,,,,,,,,,,,,,,,,,,11.318076000000001,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,-17,LOUISIANA,OTHER (COMBINED) COUNTIES,,,261.62,740.1800000000001,,,,,18.1436,,81.28,41.176310533,,8000.0,,,1116.02,,,,,,,281.94,740.1800000000001,,,27.2154,,101.6,42.719650508,,,1388.22,,,478.6374197758494,2313.620240490012,,,,,546.0505173854361,,3416.6876602927446,15743.329384517745,,167749.8016997167,,,17227.893345108707,,25.48,,,18.092419999999997,270.12216,,,,,149.6847,,6.44652,0.171742872418,,44.2,,,9.053372000000001,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,-15,MINNESOTA,OTHER (COMBINED) COUNTIES,250.35500000000002,90.71799999999999,322.58,,45.72,30900.0,45.012,,,299.71999999999997,,6.79069589,,,26.399520000000003,,879.206,,40.64,58.08,,265.594,104.3257,101.6,,48.26,71.148,,515.62,,7.284564682000001,,26.898480000000003,922.758,13269.348946356737,693.4533670956523,119.25219645833072,,640.0799999999999,61000.0,2002.8577256071403,,,15051.078234704113,,3537.9643795689176,,,22818.190706438658,,15081.89114880251,,,17.683771,155.7310547,12.60094,,0.69342,11.3,1.181928,,,11.29792,,0.17347141318999998,,,6.55579008,,43.260746,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
