year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_TOBACCO,YIELD_WHEAT,标记
1966,-26,ARIZONA,OTHER (COMBINED) COUNTIES,4.354,,,,,124200.0,,,,,,,,,,,61.826800000000006,,,,,,,,,,,,,268.6482465802446,,,,,688200.0,,,,,,,,,,,1.251775,,,,,14.2,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：905366.0,国家总量：527162.298; 种类：PRODUCTION_CORN,FAO总量：2331725.0,国家总量：105174364.19999999; 种类：PRODUCTION_PEANUTS,FAO总量：1095756.0,国家总量：808748.8416; 种类：PRODUCTION_OATS,FAO总量：11660712.0,国家总量：8613351.120000001; 种类：PRODUCTION_RICE,FAO总量：3856422.0,国家总量：2910850.3224; 种类：PRODUCTION_RYE,FAO总量：705919.0,国家总量：277545.8; 种类：PRODUCTION_COTTON,FAO总量：5672745.0,国家总量：1290135.917; 种类：PRODUCTION_SORGHUM,FAO总量：18161520.0,国家总量：9561652.2; 种类：PRODUCTION_SOYBEANS,FAO总量：25270000.0,国家总量：1078913.417969476; 种类：PRODUCTION_SUGARBEETS,FAO总量：18577008.0,国家总量：7672700.0; 种类：PRODUCTION_TOBACCO,FAO总量：855017.0,国家总量：534995.70768; 种类：PRODUCTION_WHEAT,FAO总量：35513856.0,国家总量：62806203.1; "
1966,566,IDAHO,BONNER,10.885,,,,,,,,,,,,,,48.996,38.108000000000004,10.885,,,,,,,,,,,,54.440000000000005,392.46004717809654,,,,,,,,,,,,,,981.9832721016055,,0.7314720000000001,,,,,,,,,,,,,,4.934986,"种类：PRODUCTION_BEANS,FAO总量：905366.0,国家总量：527162.298; 种类：PRODUCTION_CORN,FAO总量：2331725.0,国家总量：105174364.19999999; 种类：PRODUCTION_PEANUTS,FAO总量：1095756.0,国家总量：808748.8416; 种类：PRODUCTION_OATS,FAO总量：11660712.0,国家总量：8613351.120000001; 种类：PRODUCTION_RICE,FAO总量：3856422.0,国家总量：2910850.3224; 种类：PRODUCTION_RYE,FAO总量：705919.0,国家总量：277545.8; 种类：PRODUCTION_COTTON,FAO总量：5672745.0,国家总量：1290135.917; 种类：PRODUCTION_SORGHUM,FAO总量：18161520.0,国家总量：9561652.2; 种类：PRODUCTION_SOYBEANS,FAO总量：25270000.0,国家总量：1078913.417969476; 种类：PRODUCTION_SUGARBEETS,FAO总量：18577008.0,国家总量：7672700.0; 种类：PRODUCTION_TOBACCO,FAO总量：855017.0,国家总量：534995.70768; 种类：PRODUCTION_WHEAT,FAO总量：35513856.0,国家总量：62806203.1; "
1966,567,IDAHO,BONNEVILLE,518.126,,,,,,,,,,,,,,3451.496,3271.844,529.0110000000001,,,,,,,,,,,,3919.6800000000003,21218.539336420537,,,,,,,,,,,,,,59100.617056673116,,0.8316140000000001,,,,,,,,,,,,,,3.916958,"种类：PRODUCTION_BEANS,FAO总量：905366.0,国家总量：527162.298; 种类：PRODUCTION_CORN,FAO总量：2331725.0,国家总量：105174364.19999999; 种类：PRODUCTION_PEANUTS,FAO总量：1095756.0,国家总量：808748.8416; 种类：PRODUCTION_OATS,FAO总量：11660712.0,国家总量：8613351.120000001; 种类：PRODUCTION_RICE,FAO总量：3856422.0,国家总量：2910850.3224; 种类：PRODUCTION_RYE,FAO总量：705919.0,国家总量：277545.8; 种类：PRODUCTION_COTTON,FAO总量：5672745.0,国家总量：1290135.917; 种类：PRODUCTION_SORGHUM,FAO总量：18161520.0,国家总量：9561652.2; 种类：PRODUCTION_SOYBEANS,FAO总量：25270000.0,国家总量：1078913.417969476; 种类：PRODUCTION_SUGARBEETS,FAO总量：18577008.0,国家总量：7672700.0; 种类：PRODUCTION_TOBACCO,FAO总量：855017.0,国家总量：534995.70768; 种类：PRODUCTION_WHEAT,FAO总量：35513856.0,国家总量：62806203.1; "
1966,568,IDAHO,BOUNDARY,100.14200000000001,,,,,,,,,,,,,,577.0640000000001,519.902,100.14200000000001,,,,,,,,,,,,593.3960000000001,6447.557917925871,,,,,,,,,,,,,,15323.864352732891,,1.3062,,,,,,,,,,,,,,6.230658,"种类：PRODUCTION_BEANS,FAO总量：905366.0,国家总量：527162.298; 种类：PRODUCTION_CORN,FAO总量：2331725.0,国家总量：105174364.19999999; 种类：PRODUCTION_PEANUTS,FAO总量：1095756.0,国家总量：808748.8416; 种类：PRODUCTION_OATS,FAO总量：11660712.0,国家总量：8613351.120000001; 种类：PRODUCTION_RICE,FAO总量：3856422.0,国家总量：2910850.3224; 种类：PRODUCTION_RYE,FAO总量：705919.0,国家总量：277545.8; 种类：PRODUCTION_COTTON,FAO总量：5672745.0,国家总量：1290135.917; 种类：PRODUCTION_SORGHUM,FAO总量：18161520.0,国家总量：9561652.2; 种类：PRODUCTION_SOYBEANS,FAO总量：25270000.0,国家总量：1078913.417969476; 种类：PRODUCTION_SUGARBEETS,FAO总量：18577008.0,国家总量：7672700.0; 种类：PRODUCTION_TOBACCO,FAO总量：855017.0,国家总量：534995.70768; 种类：PRODUCTION_WHEAT,FAO总量：35513856.0,国家总量：62806203.1; "
1966,569,IDAHO,BUTTE,126.266,,,,,,,,,,,,,,402.856,342.97200000000004,126.266,,,,,,,,,,,,446.408,5858.867847158725,,,,,,,,,,,,,,6218.2012841543665,,0.9404640000000001,,,,,,,,,,,,,,3.3807240000000003,"种类：PRODUCTION_BEANS,FAO总量：905366.0,国家总量：527162.298; 种类：PRODUCTION_CORN,FAO总量：2331725.0,国家总量：105174364.19999999; 种类：PRODUCTION_PEANUTS,FAO总量：1095756.0,国家总量：808748.8416; 种类：PRODUCTION_OATS,FAO总量：11660712.0,国家总量：8613351.120000001; 种类：PRODUCTION_RICE,FAO总量：3856422.0,国家总量：2910850.3224; 种类：PRODUCTION_RYE,FAO总量：705919.0,国家总量：277545.8; 种类：PRODUCTION_COTTON,FAO总量：5672745.0,国家总量：1290135.917; 种类：PRODUCTION_SORGHUM,FAO总量：18161520.0,国家总量：9561652.2; 种类：PRODUCTION_SOYBEANS,FAO总量：25270000.0,国家总量：1078913.417969476; 种类：PRODUCTION_SUGARBEETS,FAO总量：18577008.0,国家总量：7672700.0; 种类：PRODUCTION_TOBACCO,FAO总量：855017.0,国家总量：534995.70768; 种类：PRODUCTION_WHEAT,FAO总量：35513856.0,国家总量：62806203.1; "
1966,570,IDAHO,CAMAS,141.505,,,,,,,,,,,,,,1056.136,1497.1000000000001,158.92100000000002,,,,,,,,,,,,1660.42,3097.63108665569,,,,,,,,,,,,,,8880.945893458094,,0.444108,,,,,,,,,,,,,,1.654976,"种类：PRODUCTION_BEANS,FAO总量：905366.0,国家总量：527162.298; 种类：PRODUCTION_CORN,FAO总量：2331725.0,国家总量：105174364.19999999; 种类：PRODUCTION_PEANUTS,FAO总量：1095756.0,国家总量：808748.8416; 种类：PRODUCTION_OATS,FAO总量：11660712.0,国家总量：8613351.120000001; 种类：PRODUCTION_RICE,FAO总量：3856422.0,国家总量：2910850.3224; 种类：PRODUCTION_RYE,FAO总量：705919.0,国家总量：277545.8; 种类：PRODUCTION_COTTON,FAO总量：5672745.0,国家总量：1290135.917; 种类：PRODUCTION_SORGHUM,FAO总量：18161520.0,国家总量：9561652.2; 种类：PRODUCTION_SOYBEANS,FAO总量：25270000.0,国家总量：1078913.417969476; 种类：PRODUCTION_SUGARBEETS,FAO总量：18577008.0,国家总量：7672700.0; 种类：PRODUCTION_TOBACCO,FAO总量：855017.0,国家总量：534995.70768; 种类：PRODUCTION_WHEAT,FAO总量：35513856.0,国家总量：62806203.1; "
1966,571,IDAHO,CANYON,374.444,,,,,,,,,,,,,,969.032,775.77,383.15200000000004,,,,,,,,,,,,985.364,26874.16894486203,,,,,,,,,,,,,,38635.962533376965,,1.4564130000000002,,,,,,,,,,,,,,9.578718,"种类：PRODUCTION_BEANS,FAO总量：905366.0,国家总量：527162.298; 种类：PRODUCTION_CORN,FAO总量：2331725.0,国家总量：105174364.19999999; 种类：PRODUCTION_PEANUTS,FAO总量：1095756.0,国家总量：808748.8416; 种类：PRODUCTION_OATS,FAO总量：11660712.0,国家总量：8613351.120000001; 种类：PRODUCTION_RICE,FAO总量：3856422.0,国家总量：2910850.3224; 种类：PRODUCTION_RYE,FAO总量：705919.0,国家总量：277545.8; 种类：PRODUCTION_COTTON,FAO总量：5672745.0,国家总量：1290135.917; 种类：PRODUCTION_SORGHUM,FAO总量：18161520.0,国家总量：9561652.2; 种类：PRODUCTION_SOYBEANS,FAO总量：25270000.0,国家总量：1078913.417969476; 种类：PRODUCTION_SUGARBEETS,FAO总量：18577008.0,国家总量：7672700.0; 种类：PRODUCTION_TOBACCO,FAO总量：855017.0,国家总量：534995.70768; 种类：PRODUCTION_WHEAT,FAO总量：35513856.0,国家总量：62806203.1; "
1966,572,IDAHO,CARIBOU,1284.43,,,,,,,,,,,,,,2144.936,2161.268,1312.731,,,,,,,,,,,,2613.12,57273.47009919876,,,,,,,,,,,,,,25697.794217881514,,0.9056320000000001,,,,,,,,,,,,,,2.779162,"种类：PRODUCTION_BEANS,FAO总量：905366.0,国家总量：527162.298; 种类：PRODUCTION_CORN,FAO总量：2331725.0,国家总量：105174364.19999999; 种类：PRODUCTION_PEANUTS,FAO总量：1095756.0,国家总量：808748.8416; 种类：PRODUCTION_OATS,FAO总量：11660712.0,国家总量：8613351.120000001; 种类：PRODUCTION_RICE,FAO总量：3856422.0,国家总量：2910850.3224; 种类：PRODUCTION_RYE,FAO总量：705919.0,国家总量：277545.8; 种类：PRODUCTION_COTTON,FAO总量：5672745.0,国家总量：1290135.917; 种类：PRODUCTION_SORGHUM,FAO总量：18161520.0,国家总量：9561652.2; 种类：PRODUCTION_SOYBEANS,FAO总量：25270000.0,国家总量：1078913.417969476; 种类：PRODUCTION_SUGARBEETS,FAO总量：18577008.0,国家总量：7672700.0; 种类：PRODUCTION_TOBACCO,FAO总量：855017.0,国家总量：534995.70768; 种类：PRODUCTION_WHEAT,FAO总量：35513856.0,国家总量：62806203.1; "
1966,573,IDAHO,CASSIA,494.17900000000003,,,,,,,,,,,,,,2852.656,2602.232,539.8960000000001,,,,,,,,,,,,2999.6440000000002,26243.429583325807,,,,,,,,,,,,,,53581.193837619256,,1.077615,,,,,,,,,,,,,,4.70906,"种类：PRODUCTION_BEANS,FAO总量：905366.0,国家总量：527162.298; 种类：PRODUCTION_CORN,FAO总量：2331725.0,国家总量：105174364.19999999; 种类：PRODUCTION_PEANUTS,FAO总量：1095756.0,国家总量：808748.8416; 种类：PRODUCTION_OATS,FAO总量：11660712.0,国家总量：8613351.120000001; 种类：PRODUCTION_RICE,FAO总量：3856422.0,国家总量：2910850.3224; 种类：PRODUCTION_RYE,FAO总量：705919.0,国家总量：277545.8; 种类：PRODUCTION_COTTON,FAO总量：5672745.0,国家总量：1290135.917; 种类：PRODUCTION_SORGHUM,FAO总量：18161520.0,国家总量：9561652.2; 种类：PRODUCTION_SOYBEANS,FAO总量：25270000.0,国家总量：1078913.417969476; 种类：PRODUCTION_SUGARBEETS,FAO总量：18577008.0,国家总量：7672700.0; 种类：PRODUCTION_TOBACCO,FAO总量：855017.0,国家总量：534995.70768; 种类：PRODUCTION_WHEAT,FAO总量：35513856.0,国家总量：62806203.1; "
1966,574,IDAHO,CLARK,50.071000000000005,,,,,,,,,,,,,,234.092,253.14600000000002,50.071000000000005,,,,,,,,,,,,288.53200000000004,1565.1680452935989,,,,,,,,,,,,,,2447.2623865855057,,0.633507,,,,,,,,,,,,,,2.4498,"种类：PRODUCTION_BEANS,FAO总量：905366.0,国家总量：527162.298; 种类：PRODUCTION_CORN,FAO总量：2331725.0,国家总量：105174364.19999999; 种类：PRODUCTION_PEANUTS,FAO总量：1095756.0,国家总量：808748.8416; 种类：PRODUCTION_OATS,FAO总量：11660712.0,国家总量：8613351.120000001; 种类：PRODUCTION_RICE,FAO总量：3856422.0,国家总量：2910850.3224; 种类：PRODUCTION_RYE,FAO总量：705919.0,国家总量：277545.8; 种类：PRODUCTION_COTTON,FAO总量：5672745.0,国家总量：1290135.917; 种类：PRODUCTION_SORGHUM,FAO总量：18161520.0,国家总量：9561652.2; 种类：PRODUCTION_SOYBEANS,FAO总量：25270000.0,国家总量：1078913.417969476; 种类：PRODUCTION_SUGARBEETS,FAO总量：18577008.0,国家总量：7672700.0; 种类：PRODUCTION_TOBACCO,FAO总量：855017.0,国家总量：534995.70768; 种类：PRODUCTION_WHEAT,FAO总量：35513856.0,国家总量：62806203.1; "
1966,575,IDAHO,CLEARWATER,119.735,,,,,,,,,,,,,,326.64,326.64,128.443,,,,,,,,,,,,348.416,5330.915640835811,,,,,,,,,,,,,,8619.288908728826,,0.903455,,,,,,,,,,,,,,5.9176280000000006,"种类：PRODUCTION_BEANS,FAO总量：905366.0,国家总量：527162.298; 种类：PRODUCTION_CORN,FAO总量：2331725.0,国家总量：105174364.19999999; 种类：PRODUCTION_PEANUTS,FAO总量：1095756.0,国家总量：808748.8416; 种类：PRODUCTION_OATS,FAO总量：11660712.0,国家总量：8613351.120000001; 种类：PRODUCTION_RICE,FAO总量：3856422.0,国家总量：2910850.3224; 种类：PRODUCTION_RYE,FAO总量：705919.0,国家总量：277545.8; 种类：PRODUCTION_COTTON,FAO总量：5672745.0,国家总量：1290135.917; 种类：PRODUCTION_SORGHUM,FAO总量：18161520.0,国家总量：9561652.2; 种类：PRODUCTION_SOYBEANS,FAO总量：25270000.0,国家总量：1078913.417969476; 种类：PRODUCTION_SUGARBEETS,FAO总量：18577008.0,国家总量：7672700.0; 种类：PRODUCTION_TOBACCO,FAO总量：855017.0,国家总量：534995.70768; 种类：PRODUCTION_WHEAT,FAO总量：35513856.0,国家总量：62806203.1; "
1966,576,IDAHO,CUSTER,65.31,,,,,,,,,,,,,,119.768,92.548,78.372,,,,,,,,,,,,146.988,2756.5646170842488,,,,,,,,,,,,,,2398.0093071070555,,0.855561,,,,,,,,,,,,,,3.500492,"种类：PRODUCTION_BEANS,FAO总量：905366.0,国家总量：527162.298; 种类：PRODUCTION_CORN,FAO总量：2331725.0,国家总量：105174364.19999999; 种类：PRODUCTION_PEANUTS,FAO总量：1095756.0,国家总量：808748.8416; 种类：PRODUCTION_OATS,FAO总量：11660712.0,国家总量：8613351.120000001; 种类：PRODUCTION_RICE,FAO总量：3856422.0,国家总量：2910850.3224; 种类：PRODUCTION_RYE,FAO总量：705919.0,国家总量：277545.8; 种类：PRODUCTION_COTTON,FAO总量：5672745.0,国家总量：1290135.917; 种类：PRODUCTION_SORGHUM,FAO总量：18161520.0,国家总量：9561652.2; 种类：PRODUCTION_SOYBEANS,FAO总量：25270000.0,国家总量：1078913.417969476; 种类：PRODUCTION_SUGARBEETS,FAO总量：18577008.0,国家总量：7672700.0; 种类：PRODUCTION_TOBACCO,FAO总量：855017.0,国家总量：534995.70768; 种类：PRODUCTION_WHEAT,FAO总量：35513856.0,国家总量：62806203.1; "
1966,577,IDAHO,ELMORE,100.14200000000001,,,,,,,,,,,,,,342.97200000000004,291.254,100.14200000000001,,,,,,,,,,,,353.86,5363.620644767318,,,,,,,,,,,,,,7997.468780313389,,1.086323,,,,,,,,,,,,,,5.509328,"种类：PRODUCTION_BEANS,FAO总量：905366.0,国家总量：527162.298; 种类：PRODUCTION_CORN,FAO总量：2331725.0,国家总量：105174364.19999999; 种类：PRODUCTION_PEANUTS,FAO总量：1095756.0,国家总量：808748.8416; 种类：PRODUCTION_OATS,FAO总量：11660712.0,国家总量：8613351.120000001; 种类：PRODUCTION_RICE,FAO总量：3856422.0,国家总量：2910850.3224; 种类：PRODUCTION_RYE,FAO总量：705919.0,国家总量：277545.8; 种类：PRODUCTION_COTTON,FAO总量：5672745.0,国家总量：1290135.917; 种类：PRODUCTION_SORGHUM,FAO总量：18161520.0,国家总量：9561652.2; 种类：PRODUCTION_SOYBEANS,FAO总量：25270000.0,国家总量：1078913.417969476; 种类：PRODUCTION_SUGARBEETS,FAO总量：18577008.0,国家总量：7672700.0; 种类：PRODUCTION_TOBACCO,FAO总量：855017.0,国家总量：534995.70768; 种类：PRODUCTION_WHEAT,FAO总量：35513856.0,国家总量：62806203.1; "
1966,578,IDAHO,FRANKLIN,435.40000000000003,,,,,,,,,,,,,,1453.548,1390.942,441.93100000000004,,,,,,,,,,,,1546.096,18968.902280274662,,,,,,,,,,,,,,24848.178596878242,,0.883862,,,,,,,,,,,,,,4.270818,"种类：PRODUCTION_BEANS,FAO总量：905366.0,国家总量：527162.298; 种类：PRODUCTION_CORN,FAO总量：2331725.0,国家总量：105174364.19999999; 种类：PRODUCTION_PEANUTS,FAO总量：1095756.0,国家总量：808748.8416; 种类：PRODUCTION_OATS,FAO总量：11660712.0,国家总量：8613351.120000001; 种类：PRODUCTION_RICE,FAO总量：3856422.0,国家总量：2910850.3224; 种类：PRODUCTION_RYE,FAO总量：705919.0,国家总量：277545.8; 种类：PRODUCTION_COTTON,FAO总量：5672745.0,国家总量：1290135.917; 种类：PRODUCTION_SORGHUM,FAO总量：18161520.0,国家总量：9561652.2; 种类：PRODUCTION_SOYBEANS,FAO总量：25270000.0,国家总量：1078913.417969476; 种类：PRODUCTION_SUGARBEETS,FAO总量：18577008.0,国家总量：7672700.0; 种类：PRODUCTION_TOBACCO,FAO总量：855017.0,国家总量：534995.70768; 种类：PRODUCTION_WHEAT,FAO总量：35513856.0,国家总量：62806203.1; "
1966,579,IDAHO,FREMONT,542.073,,,,,,,,,,,,,,1791.076,1701.25,552.9580000000001,,,,,,,,,,,,2183.044,21655.38474607711,,,,,,,,,,,,,,33408.97947372641,,0.8098440000000001,,,,,,,,,,,,,,4.273540000000001,"种类：PRODUCTION_BEANS,FAO总量：905366.0,国家总量：527162.298; 种类：PRODUCTION_CORN,FAO总量：2331725.0,国家总量：105174364.19999999; 种类：PRODUCTION_PEANUTS,FAO总量：1095756.0,国家总量：808748.8416; 种类：PRODUCTION_OATS,FAO总量：11660712.0,国家总量：8613351.120000001; 种类：PRODUCTION_RICE,FAO总量：3856422.0,国家总量：2910850.3224; 种类：PRODUCTION_RYE,FAO总量：705919.0,国家总量：277545.8; 种类：PRODUCTION_COTTON,FAO总量：5672745.0,国家总量：1290135.917; 种类：PRODUCTION_SORGHUM,FAO总量：18161520.0,国家总量：9561652.2; 种类：PRODUCTION_SOYBEANS,FAO总量：25270000.0,国家总量：1078913.417969476; 种类：PRODUCTION_SUGARBEETS,FAO总量：18577008.0,国家总量：7672700.0; 种类：PRODUCTION_TOBACCO,FAO总量：855017.0,国家总量：534995.70768; 种类：PRODUCTION_WHEAT,FAO总量：35513856.0,国家总量：62806203.1; "
1966,580,IDAHO,GEM,52.248000000000005,,,,,,,,,,,,,,81.66,70.772,54.425000000000004,,,,,,,,,,,,81.66,2572.014952042168,,,,,,,,,,,,,,2105.569147703756,,0.999243,,,,,,,,,,,,,,6.184384,"种类：PRODUCTION_BEANS,FAO总量：905366.0,国家总量：527162.298; 种类：PRODUCTION_CORN,FAO总量：2331725.0,国家总量：105174364.19999999; 种类：PRODUCTION_PEANUTS,FAO总量：1095756.0,国家总量：808748.8416; 种类：PRODUCTION_OATS,FAO总量：11660712.0,国家总量：8613351.120000001; 种类：PRODUCTION_RICE,FAO总量：3856422.0,国家总量：2910850.3224; 种类：PRODUCTION_RYE,FAO总量：705919.0,国家总量：277545.8; 种类：PRODUCTION_COTTON,FAO总量：5672745.0,国家总量：1290135.917; 种类：PRODUCTION_SORGHUM,FAO总量：18161520.0,国家总量：9561652.2; 种类：PRODUCTION_SOYBEANS,FAO总量：25270000.0,国家总量：1078913.417969476; 种类：PRODUCTION_SUGARBEETS,FAO总量：18577008.0,国家总量：7672700.0; 种类：PRODUCTION_TOBACCO,FAO总量：855017.0,国家总量：534995.70768; 种类：PRODUCTION_WHEAT,FAO总量：35513856.0,国家总量：62806203.1; "
1966,581,IDAHO,GOODING,30.478,,,,,,,,,,,,,,342.97200000000004,296.69800000000004,37.009,,,,,,,,,,,,370.192,1962.300235890482,,,,,,,,,,,,,,10478.59265904033,,1.3062,,,,,,,,,,,,,,7.183357999999999,"种类：PRODUCTION_BEANS,FAO总量：905366.0,国家总量：527162.298; 种类：PRODUCTION_CORN,FAO总量：2331725.0,国家总量：105174364.19999999; 种类：PRODUCTION_PEANUTS,FAO总量：1095756.0,国家总量：808748.8416; 种类：PRODUCTION_OATS,FAO总量：11660712.0,国家总量：8613351.120000001; 种类：PRODUCTION_RICE,FAO总量：3856422.0,国家总量：2910850.3224; 种类：PRODUCTION_RYE,FAO总量：705919.0,国家总量：277545.8; 种类：PRODUCTION_COTTON,FAO总量：5672745.0,国家总量：1290135.917; 种类：PRODUCTION_SORGHUM,FAO总量：18161520.0,国家总量：9561652.2; 种类：PRODUCTION_SOYBEANS,FAO总量：25270000.0,国家总量：1078913.417969476; 种类：PRODUCTION_SUGARBEETS,FAO总量：18577008.0,国家总量：7672700.0; 种类：PRODUCTION_TOBACCO,FAO总量：855017.0,国家总量：534995.70768; 种类：PRODUCTION_WHEAT,FAO总量：35513856.0,国家总量：62806203.1; "
1966,582,IDAHO,IDAHO,441.93100000000004,,,,,,,,,,,,,,2803.6600000000003,2770.996,465.87800000000004,,,,,,,,,,,,2858.1,21340.01506530899,,,,,,,,,,,,,,77979.93808425665,,0.97965,,,,,,,,,,,,,,6.217048,"种类：PRODUCTION_BEANS,FAO总量：905366.0,国家总量：527162.298; 种类：PRODUCTION_CORN,FAO总量：2331725.0,国家总量：105174364.19999999; 种类：PRODUCTION_PEANUTS,FAO总量：1095756.0,国家总量：808748.8416; 种类：PRODUCTION_OATS,FAO总量：11660712.0,国家总量：8613351.120000001; 种类：PRODUCTION_RICE,FAO总量：3856422.0,国家总量：2910850.3224; 种类：PRODUCTION_RYE,FAO总量：705919.0,国家总量：277545.8; 种类：PRODUCTION_COTTON,FAO总量：5672745.0,国家总量：1290135.917; 种类：PRODUCTION_SORGHUM,FAO总量：18161520.0,国家总量：9561652.2; 种类：PRODUCTION_SOYBEANS,FAO总量：25270000.0,国家总量：1078913.417969476; 种类：PRODUCTION_SUGARBEETS,FAO总量：18577008.0,国家总量：7672700.0; 种类：PRODUCTION_TOBACCO,FAO总量：855017.0,国家总量：534995.70768; 种类：PRODUCTION_WHEAT,FAO总量：35513856.0,国家总量：62806203.1; "
1966,583,IDAHO,JEFFERSON,374.444,,,,,,,,,,,,,,1339.2240000000002,1001.696,385.329,,,,,,,,,,,,1393.664,20737.30856428549,,,,,,,,,,,,,,33036.50306017063,,1.123332,,,,,,,,,,,,,,5.522938000000001,"种类：PRODUCTION_BEANS,FAO总量：905366.0,国家总量：527162.298; 种类：PRODUCTION_CORN,FAO总量：2331725.0,国家总量：105174364.19999999; 种类：PRODUCTION_PEANUTS,FAO总量：1095756.0,国家总量：808748.8416; 种类：PRODUCTION_OATS,FAO总量：11660712.0,国家总量：8613351.120000001; 种类：PRODUCTION_RICE,FAO总量：3856422.0,国家总量：2910850.3224; 种类：PRODUCTION_RYE,FAO总量：705919.0,国家总量：277545.8; 种类：PRODUCTION_COTTON,FAO总量：5672745.0,国家总量：1290135.917; 种类：PRODUCTION_SORGHUM,FAO总量：18161520.0,国家总量：9561652.2; 种类：PRODUCTION_SOYBEANS,FAO总量：25270000.0,国家总量：1078913.417969476; 种类：PRODUCTION_SUGARBEETS,FAO总量：18577008.0,国家总量：7672700.0; 种类：PRODUCTION_TOBACCO,FAO总量：855017.0,国家总量：534995.70768; 种类：PRODUCTION_WHEAT,FAO总量：35513856.0,国家总量：62806203.1; "
1966,584,IDAHO,JEROME,119.735,,,,,,,,,,,,,,762.1600000000001,577.0640000000001,121.912,,,,,,,,,,,,783.936,7837.520585014961,,,,,,,,,,,,,,28791.50327262168,,1.32797,,,,,,,,,,,,,,9.230302000000002,"种类：PRODUCTION_BEANS,FAO总量：905366.0,国家总量：527162.298; 种类：PRODUCTION_CORN,FAO总量：2331725.0,国家总量：105174364.19999999; 种类：PRODUCTION_PEANUTS,FAO总量：1095756.0,国家总量：808748.8416; 种类：PRODUCTION_OATS,FAO总量：11660712.0,国家总量：8613351.120000001; 种类：PRODUCTION_RICE,FAO总量：3856422.0,国家总量：2910850.3224; 种类：PRODUCTION_RYE,FAO总量：705919.0,国家总量：277545.8; 种类：PRODUCTION_COTTON,FAO总量：5672745.0,国家总量：1290135.917; 种类：PRODUCTION_SORGHUM,FAO总量：18161520.0,国家总量：9561652.2; 种类：PRODUCTION_SOYBEANS,FAO总量：25270000.0,国家总量：1078913.417969476; 种类：PRODUCTION_SUGARBEETS,FAO总量：18577008.0,国家总量：7672700.0; 种类：PRODUCTION_TOBACCO,FAO总量：855017.0,国家总量：534995.70768; 种类：PRODUCTION_WHEAT,FAO总量：35513856.0,国家总量：62806203.1; "
1966,585,IDAHO,KOOTENAI,137.151,,,,,,,,,,,,,,1252.1200000000001,1252.1200000000001,141.505,,,,,,,,,,,,1290.228,5291.202421776123,,,,,,,,,,,,,,25630.071233598643,,0.7837200000000001,,,,,,,,,,,,,,4.749890000000001,"种类：PRODUCTION_BEANS,FAO总量：905366.0,国家总量：527162.298; 种类：PRODUCTION_CORN,FAO总量：2331725.0,国家总量：105174364.19999999; 种类：PRODUCTION_PEANUTS,FAO总量：1095756.0,国家总量：808748.8416; 种类：PRODUCTION_OATS,FAO总量：11660712.0,国家总量：8613351.120000001; 种类：PRODUCTION_RICE,FAO总量：3856422.0,国家总量：2910850.3224; 种类：PRODUCTION_RYE,FAO总量：705919.0,国家总量：277545.8; 种类：PRODUCTION_COTTON,FAO总量：5672745.0,国家总量：1290135.917; 种类：PRODUCTION_SORGHUM,FAO总量：18161520.0,国家总量：9561652.2; 种类：PRODUCTION_SOYBEANS,FAO总量：25270000.0,国家总量：1078913.417969476; 种类：PRODUCTION_SUGARBEETS,FAO总量：18577008.0,国家总量：7672700.0; 种类：PRODUCTION_TOBACCO,FAO总量：855017.0,国家总量：534995.70768; 种类：PRODUCTION_WHEAT,FAO总量：35513856.0,国家总量：62806203.1; "
