year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CANOLA,AREA HARVESTED_CHICKPEAS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_LENTILS,AREA HARVESTED_MUSTARD,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_PEAS,AREA HARVESTED_RICE,AREA HARVESTED_SAFFLOWER,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CANOLA,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_LENTILS,AREA PLANTED_MUSTARD,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_PEAS,AREA PLANTED_RICE,AREA PLANTED_SAFFLOWER,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CANOLA,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_LENTILS,PRODUCTION_MUSTARD,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_PEAS,PRODUCTION_RICE,PRODUCTION_SAFFLOWER,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CANOLA,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_LENTILS,YIELD_MUSTARD,YIELD_OATS,YIELD_PEANUTS,YIELD_PEAS,YIELD_RICE,YIELD_SAFFLOWER,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
2013,-46,WYOMING,OTHER (COMBINED) COUNTIES,252.532,176.90009999999998,,,276.86,,,124500.0,,,,,,,,,,,,,,511.73600000000005,452.81600000000003,181.43599999999998,,,495.29999999999995,,,,,,,,,,,,,,789.38,20167.906228589847,5936.545027423577,,,358.04921529097925,,,213400.0,,,,,,,,,,,,,,12602.72097646389,,,6.280645000000001,124.28366,,,6.596379999999999,,,12.15,,,,,,,,,,,,,,0.645114,"种类：PRODUCTION_CHICKPEAS,FAO总量：161434.0,国家总量：417.66009284300003; 种类：PRODUCTION_CORN,FAO总量：3610470.0,国家总量：350637353.0799999; 种类：PRODUCTION_LENTILS,FAO总量：227660.0,国家总量：92228.45469999999; 种类：PRODUCTION_MUSTARD,FAO总量：16660.0,国家总量：4027.968; 种类：PRODUCTION_OATS,FAO总量：938280.0,国家总量：683603.052; 种类：PRODUCTION_PEAS,FAO总量：708510.0,国家总量：539450.0511; 种类：PRODUCTION_CANOLA,FAO总量：1003550.0,国家总量：708096.8160000001; 种类：PRODUCTION_SAFFLOWER,FAO总量：95360.0,国家总量：8976.290400000002; 种类：PRODUCTION_COTTON,FAO总量：7625804.0,国家总量：2774819.4390000002; 种类：PRODUCTION_SOYBEANS,FAO总量：91389350.0,国家总量：4132892.8336447803; "
2013,961,KANSAS,MORTON,,,,,467.35999999999996,,,0.0,,,,,,,,1092.2,,,,,,1505.266,,,,,474.97999999999996,,,,,,,,,,1219.2,,,,2240.206,,,,,890.2845353181104,,,0.0,,,,,,,,33020.68851260555,,,,,,22345.04910208991,,,,,,,4.699,,,,,,,,,,,0.74422,,,,,,0.38924600000000004,"种类：PRODUCTION_CHICKPEAS,FAO总量：161434.0,国家总量：417.66009284300003; 种类：PRODUCTION_CORN,FAO总量：3610470.0,国家总量：350637353.0799999; 种类：PRODUCTION_LENTILS,FAO总量：227660.0,国家总量：92228.45469999999; 种类：PRODUCTION_MUSTARD,FAO总量：16660.0,国家总量：4027.968; 种类：PRODUCTION_OATS,FAO总量：938280.0,国家总量：683603.052; 种类：PRODUCTION_PEAS,FAO总量：708510.0,国家总量：539450.0511; 种类：PRODUCTION_CANOLA,FAO总量：1003550.0,国家总量：708096.8160000001; 种类：PRODUCTION_SAFFLOWER,FAO总量：95360.0,国家总量：8976.290400000002; 种类：PRODUCTION_COTTON,FAO总量：7625804.0,国家总量：2774819.4390000002; 种类：PRODUCTION_SOYBEANS,FAO总量：91389350.0,国家总量：4132892.8336447803; "
2013,962,KANSAS,NEMAHA,,,,,2887.98,,,38400.0,,,,,,,,,133.96190983,,,,,,,,,,2946.4,,,,,,,,,,,135.19658181,,,,,,,,4418.730089365299,,,100300.0,,,,,,,,,157886.94767310726,,,,,,,,,,,,3.77444,,,2.6,,,,,,,,,0.065808016534,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：161434.0,国家总量：417.66009284300003; 种类：PRODUCTION_CORN,FAO总量：3610470.0,国家总量：350637353.0799999; 种类：PRODUCTION_LENTILS,FAO总量：227660.0,国家总量：92228.45469999999; 种类：PRODUCTION_MUSTARD,FAO总量：16660.0,国家总量：4027.968; 种类：PRODUCTION_OATS,FAO总量：938280.0,国家总量：683603.052; 种类：PRODUCTION_PEAS,FAO总量：708510.0,国家总量：539450.0511; 种类：PRODUCTION_CANOLA,FAO总量：1003550.0,国家总量：708096.8160000001; 种类：PRODUCTION_SAFFLOWER,FAO总量：95360.0,国家总量：8976.290400000002; 种类：PRODUCTION_COTTON,FAO总量：7625804.0,国家总量：2774819.4390000002; 种类：PRODUCTION_SOYBEANS,FAO总量：91389350.0,国家总量：4132892.8336447803; "
2013,963,KANSAS,NEOSHO,,,,,708.66,,,43200.0,,,,,,,,,74.0803188,,,,,1020.75,,,,,726.4399999999999,,,,,,,,,,,74.821121988,,,1064.3020000000001,,,,,558.1278491095323,,,61000.0,,,,,,,,,35956.615958063674,,,,,49731.18659476537,,,,,,,1.9430999999999998,,,4.25,,,,,,,,,0.02716278356,,,,,1.273896,"种类：PRODUCTION_CHICKPEAS,FAO总量：161434.0,国家总量：417.66009284300003; 种类：PRODUCTION_CORN,FAO总量：3610470.0,国家总量：350637353.0799999; 种类：PRODUCTION_LENTILS,FAO总量：227660.0,国家总量：92228.45469999999; 种类：PRODUCTION_MUSTARD,FAO总量：16660.0,国家总量：4027.968; 种类：PRODUCTION_OATS,FAO总量：938280.0,国家总量：683603.052; 种类：PRODUCTION_PEAS,FAO总量：708510.0,国家总量：539450.0511; 种类：PRODUCTION_CANOLA,FAO总量：1003550.0,国家总量：708096.8160000001; 种类：PRODUCTION_SAFFLOWER,FAO总量：95360.0,国家总量：8976.290400000002; 种类：PRODUCTION_COTTON,FAO总量：7625804.0,国家总量：2774819.4390000002; 种类：PRODUCTION_SOYBEANS,FAO总量：91389350.0,国家总量：4132892.8336447803; "
2013,964,KANSAS,NESS,,,,,86.36,,,16600.0,,,,,,,,1498.6,,,,,,3388.8900000000003,,,,,99.06,,,,,,,,,,1600.2,,,,3492.326,,,,,80.29299422522324,,,41400.0,,,,,,,,90937.92788788986,,,,,,97508.24342014646,,,,,,,2.2936199999999998,,,2.5,,,,,,,,1.49352,,,,,,0.753994,"种类：PRODUCTION_CHICKPEAS,FAO总量：161434.0,国家总量：417.66009284300003; 种类：PRODUCTION_CORN,FAO总量：3610470.0,国家总量：350637353.0799999; 种类：PRODUCTION_LENTILS,FAO总量：227660.0,国家总量：92228.45469999999; 种类：PRODUCTION_MUSTARD,FAO总量：16660.0,国家总量：4027.968; 种类：PRODUCTION_OATS,FAO总量：938280.0,国家总量：683603.052; 种类：PRODUCTION_PEAS,FAO总量：708510.0,国家总量：539450.0511; 种类：PRODUCTION_CANOLA,FAO总量：1003550.0,国家总量：708096.8160000001; 种类：PRODUCTION_SAFFLOWER,FAO总量：95360.0,国家总量：8976.290400000002; 种类：PRODUCTION_COTTON,FAO总量：7625804.0,国家总量：2774819.4390000002; 种类：PRODUCTION_SOYBEANS,FAO总量：91389350.0,国家总量：4132892.8336447803; "
2013,965,KANSAS,NORTON,,,,,,,,5900.0,,,,,,,,,,,,,,2044.222,,,,,,,,,,,,,,,,,,,2338.1980000000003,,,,,,,,15300.0,,,,,,,,,,,,,,39988.858469139355,,,,,,,,,,2.6,,,,,,,,,,,,,,0.5117360000000001,"种类：PRODUCTION_CHICKPEAS,FAO总量：161434.0,国家总量：417.66009284300003; 种类：PRODUCTION_CORN,FAO总量：3610470.0,国家总量：350637353.0799999; 种类：PRODUCTION_LENTILS,FAO总量：227660.0,国家总量：92228.45469999999; 种类：PRODUCTION_MUSTARD,FAO总量：16660.0,国家总量：4027.968; 种类：PRODUCTION_OATS,FAO总量：938280.0,国家总量：683603.052; 种类：PRODUCTION_PEAS,FAO总量：708510.0,国家总量：539450.0511; 种类：PRODUCTION_CANOLA,FAO总量：1003550.0,国家总量：708096.8160000001; 种类：PRODUCTION_SAFFLOWER,FAO总量：95360.0,国家总量：8976.290400000002; 种类：PRODUCTION_COTTON,FAO总量：7625804.0,国家总量：2774819.4390000002; 种类：PRODUCTION_SOYBEANS,FAO总量：91389350.0,国家总量：4132892.8336447803; "
2013,966,KANSAS,OSAGE,,,,,866.14,,,48700.0,,,,,,,,48.26,83.834227442,,,,,549.844,,,,,891.54,,,,,,,,,,53.339999999999996,84.698497828,,,560.732,,,,,967.7005818675116,,,90800.0,,,,,,,,4533.792946572031,74943.74396726256,,,,,32625.47093232899,,,,,,,2.7559,,,5.15,,,,,,,,2.3139399999999997,0.049880747992,,,,,1.5515400000000001,"种类：PRODUCTION_CHICKPEAS,FAO总量：161434.0,国家总量：417.66009284300003; 种类：PRODUCTION_CORN,FAO总量：3610470.0,国家总量：350637353.0799999; 种类：PRODUCTION_LENTILS,FAO总量：227660.0,国家总量：92228.45469999999; 种类：PRODUCTION_MUSTARD,FAO总量：16660.0,国家总量：4027.968; 种类：PRODUCTION_OATS,FAO总量：938280.0,国家总量：683603.052; 种类：PRODUCTION_PEAS,FAO总量：708510.0,国家总量：539450.0511; 种类：PRODUCTION_CANOLA,FAO总量：1003550.0,国家总量：708096.8160000001; 种类：PRODUCTION_SAFFLOWER,FAO总量：95360.0,国家总量：8976.290400000002; 种类：PRODUCTION_COTTON,FAO总量：7625804.0,国家总量：2774819.4390000002; 种类：PRODUCTION_SOYBEANS,FAO总量：91389350.0,国家总量：4132892.8336447803; "
2013,967,KANSAS,OSBORNE,,,,,236.22,,,23100.0,,,7.26,,,,,1422.3999999999999,33.706545054,,,,,3342.616,,,,,264.15999999999997,,,,,36.3,,,,,1447.8,34.076946647999996,,,3478.7160000000003,,,,,248.9867443075327,,,45900.0,,,362.715797120227,,,,,100110.34136361364,17473.22263717597,,,,,110677.37882251883,,,,,,,2.60096,,,4.6,,,0.528528,,,,,1.73228,0.028891324331999996,,,,,0.865596,"种类：PRODUCTION_CHICKPEAS,FAO总量：161434.0,国家总量：417.66009284300003; 种类：PRODUCTION_CORN,FAO总量：3610470.0,国家总量：350637353.0799999; 种类：PRODUCTION_LENTILS,FAO总量：227660.0,国家总量：92228.45469999999; 种类：PRODUCTION_MUSTARD,FAO总量：16660.0,国家总量：4027.968; 种类：PRODUCTION_OATS,FAO总量：938280.0,国家总量：683603.052; 种类：PRODUCTION_PEAS,FAO总量：708510.0,国家总量：539450.0511; 种类：PRODUCTION_CANOLA,FAO总量：1003550.0,国家总量：708096.8160000001; 种类：PRODUCTION_SAFFLOWER,FAO总量：95360.0,国家总量：8976.290400000002; 种类：PRODUCTION_COTTON,FAO总量：7625804.0,国家总量：2774819.4390000002; 种类：PRODUCTION_SOYBEANS,FAO总量：91389350.0,国家总量：4132892.8336447803; "
2013,968,KANSAS,OTTAWA,,,,,154.94,,,11800.0,,,,,,,,,63.83254136600001,,,,,3094.914,,,,,157.48,,,,,,,,,,,64.449877356,,,3105.802,,,,,206.35561056580178,,,43500.0,,,,,,,,,51900.931614486755,,,,,160493.5275811705,,,,,,,3.2842200000000004,,,3.7,,,,,,,,,0.04543592886399999,,,,,1.355556,"种类：PRODUCTION_CHICKPEAS,FAO总量：161434.0,国家总量：417.66009284300003; 种类：PRODUCTION_CORN,FAO总量：3610470.0,国家总量：350637353.0799999; 种类：PRODUCTION_LENTILS,FAO总量：227660.0,国家总量：92228.45469999999; 种类：PRODUCTION_MUSTARD,FAO总量：16660.0,国家总量：4027.968; 种类：PRODUCTION_OATS,FAO总量：938280.0,国家总量：683603.052; 种类：PRODUCTION_PEAS,FAO总量：708510.0,国家总量：539450.0511; 种类：PRODUCTION_CANOLA,FAO总量：1003550.0,国家总量：708096.8160000001; 种类：PRODUCTION_SAFFLOWER,FAO总量：95360.0,国家总量：8976.290400000002; 种类：PRODUCTION_COTTON,FAO总量：7625804.0,国家总量：2774819.4390000002; 种类：PRODUCTION_SOYBEANS,FAO总量：91389350.0,国家总量：4132892.8336447803; "
2013,969,KANSAS,PAWNEE,,,,,868.68,,,26600.0,,,,,,,,1320.8,21.112890858,,,,,3963.232,,,,,924.56,,,,,,,,,,1346.2,21.359825254,,,4063.9460000000004,,,,,1415.9813379001912,,,66100.0,,,,,,,,102075.85853698303,21541.2072823935,,,,,140102.60824846485,,,,,,,4.0208200000000005,,,4.699999999999999,,,,,,,,1.90246,0.056918378278,,,,,0.9254800000000001,"种类：PRODUCTION_CHICKPEAS,FAO总量：161434.0,国家总量：417.66009284300003; 种类：PRODUCTION_CORN,FAO总量：3610470.0,国家总量：350637353.0799999; 种类：PRODUCTION_LENTILS,FAO总量：227660.0,国家总量：92228.45469999999; 种类：PRODUCTION_MUSTARD,FAO总量：16660.0,国家总量：4027.968; 种类：PRODUCTION_OATS,FAO总量：938280.0,国家总量：683603.052; 种类：PRODUCTION_PEAS,FAO总量：708510.0,国家总量：539450.0511; 种类：PRODUCTION_CANOLA,FAO总量：1003550.0,国家总量：708096.8160000001; 种类：PRODUCTION_SAFFLOWER,FAO总量：95360.0,国家总量：8976.290400000002; 种类：PRODUCTION_COTTON,FAO总量：7625804.0,国家总量：2774819.4390000002; 种类：PRODUCTION_SOYBEANS,FAO总量：91389350.0,国家总量：4132892.8336447803; "
2013,970,KANSAS,PHILLIPS,,,,,426.71999999999997,,,11800.0,,,,,,,,1473.2,23.45876762,,,,,2310.978,,,,,622.3,,,,,,,,,,1651.0,30.249463509999998,,,2547.792,,,,,327.71049434594374,,,25000.0,,,,,,,,57393.10146238583,7262.308158576265,,,,,51600.354200263384,,,,,,,1.8948399999999999,,,2.1,,,,,,,,0.9601199999999999,0.01728540772,,,,,0.58523,"种类：PRODUCTION_CHICKPEAS,FAO总量：161434.0,国家总量：417.66009284300003; 种类：PRODUCTION_CORN,FAO总量：3610470.0,国家总量：350637353.0799999; 种类：PRODUCTION_LENTILS,FAO总量：227660.0,国家总量：92228.45469999999; 种类：PRODUCTION_MUSTARD,FAO总量：16660.0,国家总量：4027.968; 种类：PRODUCTION_OATS,FAO总量：938280.0,国家总量：683603.052; 种类：PRODUCTION_PEAS,FAO总量：708510.0,国家总量：539450.0511; 种类：PRODUCTION_CANOLA,FAO总量：1003550.0,国家总量：708096.8160000001; 种类：PRODUCTION_SAFFLOWER,FAO总量：95360.0,国家总量：8976.290400000002; 种类：PRODUCTION_COTTON,FAO总量：7625804.0,国家总量：2774819.4390000002; 种类：PRODUCTION_SOYBEANS,FAO总量：91389350.0,国家总量：4132892.8336447803; "
2013,971,KANSAS,POTTAWATOMIE,,,,,962.66,,,60200.0,,,,,,,,,53.337829536,,,,,187.818,,,,,988.06,,,,,,,,,,,53.831698328,,,190.54000000000002,,,,,1493.397384449592,,,135300.0,,,,,,,,,53948.574892280805,,,,,10875.156977442997,,,,,,,3.8277799999999997,,,5.5,,,,,,,,,0.056424509486,,,,,1.5161540000000002,"种类：PRODUCTION_CHICKPEAS,FAO总量：161434.0,国家总量：417.66009284300003; 种类：PRODUCTION_CORN,FAO总量：3610470.0,国家总量：350637353.0799999; 种类：PRODUCTION_LENTILS,FAO总量：227660.0,国家总量：92228.45469999999; 种类：PRODUCTION_MUSTARD,FAO总量：16660.0,国家总量：4027.968; 种类：PRODUCTION_OATS,FAO总量：938280.0,国家总量：683603.052; 种类：PRODUCTION_PEAS,FAO总量：708510.0,国家总量：539450.0511; 种类：PRODUCTION_CANOLA,FAO总量：1003550.0,国家总量：708096.8160000001; 种类：PRODUCTION_SAFFLOWER,FAO总量：95360.0,国家总量：8976.290400000002; 种类：PRODUCTION_COTTON,FAO总量：7625804.0,国家总量：2774819.4390000002; 种类：PRODUCTION_SOYBEANS,FAO总量：91389350.0,国家总量：4132892.8336447803; "
2013,972,KANSAS,PRATT,,,,,,,,0.0,,,,,,,,571.5,25.063841194000002,,,,,4763.5,,,,,,,,,,,,,,,609.6,25.310775590000002,,,4826.106,,,,,,,,0.0,,,,,,,,39572.4124238368,20066.90412238178,,,,,194478.39313567983,,,,,,,,,,,,,,,,,,1.7043399999999997,0.044695125676,,,,,1.0670240000000002,"种类：PRODUCTION_CHICKPEAS,FAO总量：161434.0,国家总量：417.66009284300003; 种类：PRODUCTION_CORN,FAO总量：3610470.0,国家总量：350637353.0799999; 种类：PRODUCTION_LENTILS,FAO总量：227660.0,国家总量：92228.45469999999; 种类：PRODUCTION_MUSTARD,FAO总量：16660.0,国家总量：4027.968; 种类：PRODUCTION_OATS,FAO总量：938280.0,国家总量：683603.052; 种类：PRODUCTION_PEAS,FAO总量：708510.0,国家总量：539450.0511; 种类：PRODUCTION_CANOLA,FAO总量：1003550.0,国家总量：708096.8160000001; 种类：PRODUCTION_SAFFLOWER,FAO总量：95360.0,国家总量：8976.290400000002; 种类：PRODUCTION_COTTON,FAO总量：7625804.0,国家总量：2774819.4390000002; 种类：PRODUCTION_SOYBEANS,FAO总量：91389350.0,国家总量：4132892.8336447803; "
2013,973,KANSAS,RAWLINS,,,,,1592.58,,,9000.0,,,,,,,,1447.8,,,,,,2131.326,,,,,1978.6599999999999,,,,,,,,,,1676.3999999999999,,,,3380.724,,,,,919.83863416974,,,26700.0,,,,,,,,39310.34346738755,,,,,,46247.73787542816,,,,,,,1.4249399999999999,,,2.95,,,,,,,,0.66802,,,,,,0.568898,"种类：PRODUCTION_CHICKPEAS,FAO总量：161434.0,国家总量：417.66009284300003; 种类：PRODUCTION_CORN,FAO总量：3610470.0,国家总量：350637353.0799999; 种类：PRODUCTION_LENTILS,FAO总量：227660.0,国家总量：92228.45469999999; 种类：PRODUCTION_MUSTARD,FAO总量：16660.0,国家总量：4027.968; 种类：PRODUCTION_OATS,FAO总量：938280.0,国家总量：683603.052; 种类：PRODUCTION_PEAS,FAO总量：708510.0,国家总量：539450.0511; 种类：PRODUCTION_CANOLA,FAO总量：1003550.0,国家总量：708096.8160000001; 种类：PRODUCTION_SAFFLOWER,FAO总量：95360.0,国家总量：8976.290400000002; 种类：PRODUCTION_COTTON,FAO总量：7625804.0,国家总量：2774819.4390000002; 种类：PRODUCTION_SOYBEANS,FAO总量：91389350.0,国家总量：4132892.8336447803; "
2013,974,KANSAS,RENO,,,,,,,,43600.0,,,,,,,,,95.193209658,,,,,6568.186000000001,,,,,,,,,,,,,,,,96.180947242,,,6687.954000000001,,,,,,,,115100.0,,,,,,,,,73114.5159724332,,,,,331720.6085333068,,,,,,,,,,5.45,,,,,,,,,0.042843117706,,,,,1.32017,"种类：PRODUCTION_CHICKPEAS,FAO总量：161434.0,国家总量：417.66009284300003; 种类：PRODUCTION_CORN,FAO总量：3610470.0,国家总量：350637353.0799999; 种类：PRODUCTION_LENTILS,FAO总量：227660.0,国家总量：92228.45469999999; 种类：PRODUCTION_MUSTARD,FAO总量：16660.0,国家总量：4027.968; 种类：PRODUCTION_OATS,FAO总量：938280.0,国家总量：683603.052; 种类：PRODUCTION_PEAS,FAO总量：708510.0,国家总量：539450.0511; 种类：PRODUCTION_CANOLA,FAO总量：1003550.0,国家总量：708096.8160000001; 种类：PRODUCTION_SAFFLOWER,FAO总量：95360.0,国家总量：8976.290400000002; 种类：PRODUCTION_COTTON,FAO总量：7625804.0,国家总量：2774819.4390000002; 种类：PRODUCTION_SOYBEANS,FAO总量：91389350.0,国家总量：4132892.8336447803; "
2013,975,KANSAS,REPUBLIC,,,,,2258.06,,,0.0,,,,,,,,,108.774601438,,,,,2158.5460000000003,,,,,2291.08,,,,,,,,,,,109.762339022,,,2163.9900000000002,,,,,3361.3210481516912,,,0.0,,,,,,,,,108224.77270900866,,,,,110479.13377345086,,,,,,,3.67284,,,,,,,,,,,,0.0555602391,,,,,1.3392240000000002,"种类：PRODUCTION_CHICKPEAS,FAO总量：161434.0,国家总量：417.66009284300003; 种类：PRODUCTION_CORN,FAO总量：3610470.0,国家总量：350637353.0799999; 种类：PRODUCTION_LENTILS,FAO总量：227660.0,国家总量：92228.45469999999; 种类：PRODUCTION_MUSTARD,FAO总量：16660.0,国家总量：4027.968; 种类：PRODUCTION_OATS,FAO总量：938280.0,国家总量：683603.052; 种类：PRODUCTION_PEAS,FAO总量：708510.0,国家总量：539450.0511; 种类：PRODUCTION_CANOLA,FAO总量：1003550.0,国家总量：708096.8160000001; 种类：PRODUCTION_SAFFLOWER,FAO总量：95360.0,国家总量：8976.290400000002; 种类：PRODUCTION_COTTON,FAO总量：7625804.0,国家总量：2774819.4390000002; 种类：PRODUCTION_SOYBEANS,FAO总量：91389350.0,国家总量：4132892.8336447803; "
2013,976,KANSAS,RICE,,,,,739.14,,,0.0,,,,,,,,914.4,62.350934990000006,,,,,4613.79,,,,,746.76,,,,,,,,,,965.1999999999999,62.96827098000001,,,4673.674,,,,,965.0851748894911,,,0.0,,,,,,,,89627.58310564361,52965.70611893966,,,,,254206.79434773006,,,,,,,3.2207199999999996,,,,,,,,,,,2.413,0.047411404032,,,,,1.44266,"种类：PRODUCTION_CHICKPEAS,FAO总量：161434.0,国家总量：417.66009284300003; 种类：PRODUCTION_CORN,FAO总量：3610470.0,国家总量：350637353.0799999; 种类：PRODUCTION_LENTILS,FAO总量：227660.0,国家总量：92228.45469999999; 种类：PRODUCTION_MUSTARD,FAO总量：16660.0,国家总量：4027.968; 种类：PRODUCTION_OATS,FAO总量：938280.0,国家总量：683603.052; 种类：PRODUCTION_PEAS,FAO总量：708510.0,国家总量：539450.0511; 种类：PRODUCTION_CANOLA,FAO总量：1003550.0,国家总量：708096.8160000001; 种类：PRODUCTION_SAFFLOWER,FAO总量：95360.0,国家总量：8976.290400000002; 种类：PRODUCTION_COTTON,FAO总量：7625804.0,国家总量：2774819.4390000002; 种类：PRODUCTION_SOYBEANS,FAO总量：91389350.0,国家总量：4132892.8336447803; "
2013,977,KANSAS,RILEY,,,,,388.62,,,29400.0,,,,,,,,190.5,44.324724081999996,,,,,528.068,,,,,414.02,,,,,,,,,,205.73999999999998,44.818592874,,,544.4,,,,,508.43511652714653,,,52300.0,,,,,,,,20179.309646592275,41143.9789284753,,,,,26848.0437880624,,,,,,,3.2283399999999998,,,4.5,,,,,,,,2.60858,0.051856223160000006,,,,,1.331058,"种类：PRODUCTION_CHICKPEAS,FAO总量：161434.0,国家总量：417.66009284300003; 种类：PRODUCTION_CORN,FAO总量：3610470.0,国家总量：350637353.0799999; 种类：PRODUCTION_LENTILS,FAO总量：227660.0,国家总量：92228.45469999999; 种类：PRODUCTION_MUSTARD,FAO总量：16660.0,国家总量：4027.968; 种类：PRODUCTION_OATS,FAO总量：938280.0,国家总量：683603.052; 种类：PRODUCTION_PEAS,FAO总量：708510.0,国家总量：539450.0511; 种类：PRODUCTION_CANOLA,FAO总量：1003550.0,国家总量：708096.8160000001; 种类：PRODUCTION_SAFFLOWER,FAO总量：95360.0,国家总量：8976.290400000002; 种类：PRODUCTION_COTTON,FAO总量：7625804.0,国家总量：2774819.4390000002; 种类：PRODUCTION_SOYBEANS,FAO总量：91389350.0,国家总量：4132892.8336447803; "
2013,978,KANSAS,ROOKS,,,,,142.23999999999998,,,0.0,,,,,,,,1574.8,22.22409564,,,,,2572.29,,,,,180.34,,,,,,,,,,1778.0,25.434242788000002,,,2604.954,,,,,76.89296515379685,,,0.0,,,,,,,,86482.75562825262,6743.5718615351025,,,,,100793.44709041569,,,,,,,1.3335,,,,,,,,,,,1.35128,0.016915006126,,,,,1.026194,"种类：PRODUCTION_CHICKPEAS,FAO总量：161434.0,国家总量：417.66009284300003; 种类：PRODUCTION_CORN,FAO总量：3610470.0,国家总量：350637353.0799999; 种类：PRODUCTION_LENTILS,FAO总量：227660.0,国家总量：92228.45469999999; 种类：PRODUCTION_MUSTARD,FAO总量：16660.0,国家总量：4027.968; 种类：PRODUCTION_OATS,FAO总量：938280.0,国家总量：683603.052; 种类：PRODUCTION_PEAS,FAO总量：708510.0,国家总量：539450.0511; 种类：PRODUCTION_CANOLA,FAO总量：1003550.0,国家总量：708096.8160000001; 种类：PRODUCTION_SAFFLOWER,FAO总量：95360.0,国家总量：8976.290400000002; 种类：PRODUCTION_COTTON,FAO总量：7625804.0,国家总量：2774819.4390000002; 种类：PRODUCTION_SOYBEANS,FAO总量：91389350.0,国家总量：4132892.8336447803; "
2013,979,KANSAS,RUSH,,,,,129.54,,,0.0,,,,,,,,,5.802958306,,,,,2969.702,,,,,142.23999999999998,,,,,,,,,,,6.543761494000001,,,3010.532,,,,,149.07819774715716,,,0.0,,,,,,,,,3958.7770037351806,,,,,97394.96053496476,,,,,,,2.83972,,,,,,,,,,,,0.038151364182,,,,,0.85743,"种类：PRODUCTION_CHICKPEAS,FAO总量：161434.0,国家总量：417.66009284300003; 种类：PRODUCTION_CORN,FAO总量：3610470.0,国家总量：350637353.0799999; 种类：PRODUCTION_LENTILS,FAO总量：227660.0,国家总量：92228.45469999999; 种类：PRODUCTION_MUSTARD,FAO总量：16660.0,国家总量：4027.968; 种类：PRODUCTION_OATS,FAO总量：938280.0,国家总量：683603.052; 种类：PRODUCTION_PEAS,FAO总量：708510.0,国家总量：539450.0511; 种类：PRODUCTION_CANOLA,FAO总量：1003550.0,国家总量：708096.8160000001; 种类：PRODUCTION_SAFFLOWER,FAO总量：95360.0,国家总量：8976.290400000002; 种类：PRODUCTION_COTTON,FAO总量：7625804.0,国家总量：2774819.4390000002; 种类：PRODUCTION_SOYBEANS,FAO总量：91389350.0,国家总量：4132892.8336447803; "
