year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1984,-40,COLORADO,OTHER (COMBINED) COUNTIES,,,3987.7999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344.9438023037908,,,,,,,,,,,,,,,,,,,,2.0446999999999997,,,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,-26,ARIZONA,OTHER (COMBINED) COUNTIES,21.77,,15.24,,,5700.0,,,,,22.86,,,,,,397.41200000000003,,,,22.86,,26.124000000000002,,,33.019999999999996,,,,,,22.86,,,,397.41200000000003,1321.4401921379797,,,30.527965865841686,,,28800.0,,,,,1656.4621531866078,,,,,,15923.828092332062,,,5.124658,,,3.3197799999999997,,,8.5,,,,,11.049,,,,,,25.156724,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,-25,ALABAMA,OTHER (COMBINED) COUNTIES,,,60.96,,,,84.216,0.367416,,,35.559999999999995,,,,,,65.328,,66.03999999999999,,,,,,,106.67999999999999,,,312.18,,,88.89999999999999,,,,119.768,,,,42.83260516891053,,,,4149.097106235046,1153.0211570178383,,,1253.7442902559187,,,,,,1034.191535649664,,,,,,4.33832,,,,9.501888,3.703644,,,2.65684,,,,,,8.49264,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,-24,NORTH DAKOTA,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,1.2346719800000001,,,,,,,,,,,,,,,,,,,,,1.2346719800000001,,,,,,,,,,,,,,,,232.3051739567386,,,,,,,,,,,,,,,,,,,,0.02222409564,,,,,,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,-23,WISCONSIN,OTHER (COMBINED) COUNTIES,7.6195,,2.54,,,,,,,,,,,,,0.011340000000000001,47.9072,,,,,,7.6195,,,5.08,,,,,,,,,,52.534600000000005,417.9843770848305,,,3.4655471454845794,,,,,,,,,,,,,23.32055368717372,861.3726869292595,,,5.964980000000001,,,2.2605999999999997,,,,,,,,,,,,,3.6791496,25.303712,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,-22,OKLAHOMA,OTHER (COMBINED) COUNTIES,82.726,,120.64999999999999,60.956,,,30.492,1.4605920000000001,,32.257999999999996,92.71,7.346298280999999,,,,,,,,,102.86999999999999,,111.027,,,177.79999999999998,97.965,,69.696,,228.6,138.43,8.02536787,,,,3766.213397691442,,,128.10842818701423,33.49882907589436,,,1409.8164463087394,2474.676799544826,,864.7600489072291,3938.5300431271785,2614.723791313069,,,,,,,,6.951161000000001,,,13.75918,78.91625,,,4.083024,5.379696,,3.2562799999999994,11.074399999999999,0.174829552368,,,,,,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,-21,FLORIDA,OTHER (COMBINED) COUNTIES,,,678.18,1306.2,,,,0.045360000000000004,,,,6.9141630880000005,,,,0.009072,,,701.04,,,,,,,838.1999999999999,1393.28,,,,,,9.26003985,,,,,,,707.5167599264586,4276.298801343481,,,,104.65392190134163,,,,3329.7074933799195,,,,12.803441240016944,,,,,,,9.44372,282.74876,,,,1.0387440000000001,,,,0.11358982216000002,,,,0.63504,,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,-20,ALASKA,OTHER (COMBINED) COUNTIES,,,,,,31000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46600.0,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,-19,KENTUCKY,OTHER (COMBINED) COUNTIES,45.717000000000006,,335.28,,,11400.0,,,,,17.779999999999998,2.4693439600000002,,,,0.0213192,266.75600000000003,,33.019999999999996,,,,111.027,,,43.18,,,,,,35.559999999999995,3.08667995,,,631.504,1717.6545495829755,,,107.4709002419937,,,31000.0,,,,,1149.898803588257,1393.8310437404316,,,,42.617168698913545,4732.787053933594,,,4.96356,,,3.8252399999999995,,,19.2,,,,,3.0987999999999998,0.10247777434000001,,,,2.7284040000000003,10.99688,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,-18,IOWA,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,,,,,59.884,,,,,,,,,,,,,,,,,,,68.05,,,,,,,,,,,,,,,,,,1001.5328555765167,,,,,,,,,,,,,,,,,,,,7.409284,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,-17,LOUISIANA,OTHER (COMBINED) COUNTIES,,,32.385,1099.385,,,,,54.4308,,107.94999999999999,3.70401594,,4800.0,,,382.9854,,33.655,,,,,,,45.72,1099.385,,,54.4308,,153.67,3.827483138,,,509.014,,,,31.92976021682422,3563.582334452901,,,,,1861.736303563314,,6737.292549658067,1755.1946476731362,,109668.75422946786,,,6259.580347353229,,12.8,,,,19.00428,439.90639000000004,,,,,340.78216699999996,,9.04494,0.05432556712,,24.0,,,18.683808,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,-15,MINNESOTA,OTHER (COMBINED) COUNTIES,,145.1488,68.58,,106.67999999999999,,31.944,,,157.48,,1.111204782,,,12.247200000000001,,590.674,,,47.916,,,,149.6847,,,,106.67999999999999,66.792,,223.51999999999998,,1.2346719800000001,,13.56264,628.782,,1752.7118306482225,,9.189540745329895,,1513.84,,1498.934377111675,,,7254.5506648326445,,487.840865309151,,,6641.132458938438,,11020.943746350826,,,,422.38300799999996,,0.4445,,2.91592,,1.134012,,,9.64946,,0.025928111580000003,,,9.45071064,,44.537364000000004,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,-14,NEW MEXICO,OTHER (COMBINED) COUNTIES,,,508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.90591346433686,,,,,,,,,,,,,,,,,,,,2.3749,,,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,-13,WEST VIRGINIA,OTHER (COMBINED) COUNTIES,3.2655000000000003,,127.762,,,,1.452,,,,,,,,,,14.1544,,82.55,,,,4.1363,,,135.89,,,3.7752,,,,,,,26.1312,141.505127658927,,,120.60882840925771,,,,65.01226099558436,,,,,,,,,,269.43411060346506,,,2.775675,,,9.652,,,,1.29228,,,,,,,,,,9.1187,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,-12,SOUTH DAKOTA,OTHER (COMBINED) COUNTIES,74.018,,20.32,,53.339999999999996,,,,,149.85999999999999,60.96,8.395769464,,,5.2164,,718.6080000000001,,12.7,,63.5,408.3,76.19500000000001,,,22.86,,55.879999999999995,,,162.56,182.88,8.395769464,,6.30504,729.496,3461.433122733753,,,15.18610546897737,,665.48,,,,,5392.9581231850825,2021.1877648974205,4439.609991173226,,,2463.0146720952353,,10976.038061250249,,,3.8053960000000004,,,3.9293799999999997,,4.80314,,,,,9.98474,10.25144,0.178780502704,,,7.754609520000001,,33.747356,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,-11,TENNESSEE,OTHER (COMBINED) COUNTIES,,,10.16,,,,,,,,60.96,0.740803188,,,,,136.1,,,,,,,,,17.779999999999998,,,,,,101.6,1.111204782,,,239.536,,,,13.628556190107899,,,,,,,,3662.453017596078,464.6103479134772,,,,,2443.9578921405214,,,,,,2.2352,,,,,,,,5.7912,0.0740803188,,,,,12.412320000000001,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
