year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_FLAXSEED","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1976,-36,UTAH,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,561.6861917358789,,,,,,,,,,,,,,,,,,,12.0,,,,,"种类：PRODUCTION_CORN,FAO总量：2702630.0,国家总量：162173804.43; 种类：PRODUCTION_RYE,FAO总量：378246.0,国家总量：231140.0; 种类：PRODUCTION_COTTON,FAO总量：6043038.0,国家总量：2303149.9659; 种类：PRODUCTION_SOYBEANS,FAO总量：35071008.0,国家总量：1588349.695096504; 种类：PRODUCTION_SUGARCANE,FAO总量：25509904.0,国家总量：17746000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：463000.0,国家总量：660940.56; 种类：PRODUCTION_WHEAT,FAO总量：58481200.0,国家总量：116977877.5948; "
1976,-21,FLORIDA,OTHER (COMBINED) COUNTIES,,,462.28,128.443,,,,,,,,70.00590126600001,,,,,108.88000000000001,,,,,,,,,607.06,137.151,,,,,,72.598712424,,,163.32,,,438.10676033482014,341.0090211539012,,,,,,,,40102.03294200465,,,,,1556.7779920952787,,,,,4.22656,115.70755,,,,,,,,0.122726394812,,,,,7.556272000000001,"种类：PRODUCTION_CORN,FAO总量：2702630.0,国家总量：162173804.43; 种类：PRODUCTION_RYE,FAO总量：378246.0,国家总量：231140.0; 种类：PRODUCTION_COTTON,FAO总量：6043038.0,国家总量：2303149.9659; 种类：PRODUCTION_SOYBEANS,FAO总量：35071008.0,国家总量：1588349.695096504; 种类：PRODUCTION_SUGARCANE,FAO总量：25509904.0,国家总量：17746000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：463000.0,国家总量：660940.56; 种类：PRODUCTION_WHEAT,FAO总量：58481200.0,国家总量：116977877.5948; "
1976,-20,ALASKA,OTHER (COMBINED) COUNTIES,,,,,,27200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37000.0,,,,,,,,,,,,,,,,,,,7.78,,,,,,,,,,,,"种类：PRODUCTION_CORN,FAO总量：2702630.0,国家总量：162173804.43; 种类：PRODUCTION_RYE,FAO总量：378246.0,国家总量：231140.0; 种类：PRODUCTION_COTTON,FAO总量：6043038.0,国家总量：2303149.9659; 种类：PRODUCTION_SOYBEANS,FAO总量：35071008.0,国家总量：1588349.695096504; 种类：PRODUCTION_SUGARCANE,FAO总量：25509904.0,国家总量：17746000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：463000.0,国家总量：660940.56; 种类：PRODUCTION_WHEAT,FAO总量：58481200.0,国家总量：116977877.5948; "
1976,-19,KENTUCKY,OTHER (COMBINED) COUNTIES,60.956,,381.0,,,2800.0,,,,,88.89999999999999,2.345876762,,,,0.002268,48.996,,,,,,,102.319,,,,,,,,264.15999999999997,3.2101471480000003,,,195.984,2185.994305886285,,104.97630585800519,,,6000.0,,,,,5213.892132244507,1319.4686569633072,,,,1.824651304125763,748.4509577381147,,,4.506390000000001,,0.4191,,,4.2,,,,,8.636,0.09630441444,,,,0.36288000000000004,4.562072,"种类：PRODUCTION_CORN,FAO总量：2702630.0,国家总量：162173804.43; 种类：PRODUCTION_RYE,FAO总量：378246.0,国家总量：231140.0; 种类：PRODUCTION_COTTON,FAO总量：6043038.0,国家总量：2303149.9659; 种类：PRODUCTION_SOYBEANS,FAO总量：35071008.0,国家总量：1588349.695096504; 种类：PRODUCTION_SUGARCANE,FAO总量：25509904.0,国家总量：17746000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：463000.0,国家总量：660940.56; 种类：PRODUCTION_WHEAT,FAO总量：58481200.0,国家总量：116977877.5948; "
1976,-18,IOWA,OTHER (COMBINED) COUNTIES,,,,,,,,,,,12.953999999999999,,,,,,21.776,,,,,,,,,,,,,,,36.321999999999996,,,,23.409200000000002,,,,,,,,,,,768.6824482067557,,,,,,424.57581602598503,,,,,,,,,,,,,7.22884,,,,,,6.1408320000000005,"种类：PRODUCTION_CORN,FAO总量：2702630.0,国家总量：162173804.43; 种类：PRODUCTION_RYE,FAO总量：378246.0,国家总量：231140.0; 种类：PRODUCTION_COTTON,FAO总量：6043038.0,国家总量：2303149.9659; 种类：PRODUCTION_SOYBEANS,FAO总量：35071008.0,国家总量：1588349.695096504; 种类：PRODUCTION_SUGARCANE,FAO总量：25509904.0,国家总量：17746000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：463000.0,国家总量：660940.56; 种类：PRODUCTION_WHEAT,FAO总量：58481200.0,国家总量：116977877.5948; "
1976,-17,LOUISIANA,OTHER (COMBINED) COUNTIES,,,,188.3105,,,,,368.31507999999997,,40.64,,,,,,38.108000000000004,,,,,,,,,,190.4875,,,369.22225999999995,,99.06,,,,138.822,,,,508.3719075828678,,,,,15936.40508197773,,1249.108978335978,,,,,,601.4824060368121,,,,,,348.7554,,,,,824.2274608,,3.8354,,,,,,11.5685,"种类：PRODUCTION_CORN,FAO总量：2702630.0,国家总量：162173804.43; 种类：PRODUCTION_RYE,FAO总量：378246.0,国家总量：231140.0; 种类：PRODUCTION_COTTON,FAO总量：6043038.0,国家总量：2303149.9659; 种类：PRODUCTION_SOYBEANS,FAO总量：35071008.0,国家总量：1588349.695096504; 种类：PRODUCTION_SUGARCANE,FAO总量：25509904.0,国家总量：17746000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：463000.0,国家总量：660940.56; 种类：PRODUCTION_WHEAT,FAO总量：58481200.0,国家总量：116977877.5948; "
1976,-15,MINNESOTA,OTHER (COMBINED) COUNTIES,,,,,,,,,,558.8,,,1200.0,,,,,,,,,,,,,,,,,,619.76,,,2000.0,,,,,,,,,,,,20458.536395604395,,,13574.082966950406,,,,,,,,,,,,,,,,10.18286,,,12.1,,,,,"种类：PRODUCTION_CORN,FAO总量：2702630.0,国家总量：162173804.43; 种类：PRODUCTION_RYE,FAO总量：378246.0,国家总量：231140.0; 种类：PRODUCTION_COTTON,FAO总量：6043038.0,国家总量：2303149.9659; 种类：PRODUCTION_SOYBEANS,FAO总量：35071008.0,国家总量：1588349.695096504; 种类：PRODUCTION_SUGARCANE,FAO总量：25509904.0,国家总量：17746000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：463000.0,国家总量：660940.56; 种类：PRODUCTION_WHEAT,FAO总量：58481200.0,国家总量：116977877.5948; "
1976,-13,WEST VIRGINIA,OTHER (COMBINED) COUNTIES,7.184100000000001,,8.128,,,,5.9532,,,,,,,,,0.0081648,15.2432,,,,,,,8.9257,,3.048,,,,,,,,,,21.2316,284.5711710949576,,4.4911234078767555,,,,216.19753515696303,,,,,,,,,12.909407976689776,222.35797544437807,,,2.579745,,2.27076,,,,1.04544,,,,,,,,,0.712152,5.444,"种类：PRODUCTION_CORN,FAO总量：2702630.0,国家总量：162173804.43; 种类：PRODUCTION_RYE,FAO总量：378246.0,国家总量：231140.0; 种类：PRODUCTION_COTTON,FAO总量：6043038.0,国家总量：2303149.9659; 种类：PRODUCTION_SOYBEANS,FAO总量：35071008.0,国家总量：1588349.695096504; 种类：PRODUCTION_SUGARCANE,FAO总量：25509904.0,国家总量：17746000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：463000.0,国家总量：660940.56; 种类：PRODUCTION_WHEAT,FAO总量：58481200.0,国家总量：116977877.5948; "
1976,-12,SOUTH DAKOTA,OTHER (COMBINED) COUNTIES,,,,,15.24,,,,,68.58,,0.987737584,,,,,,,,15.24,,,,,,,,15.24,,,109.22,,1.3581391779999998,,,,,,,,106.68,,,,,1458.9488571428572,,160.8443197537916,,,,,,,,,,,,0.6705599999999999,,,,,3.13436,,0.059387722238000006,,,,,,"种类：PRODUCTION_CORN,FAO总量：2702630.0,国家总量：162173804.43; 种类：PRODUCTION_RYE,FAO总量：378246.0,国家总量：231140.0; 种类：PRODUCTION_COTTON,FAO总量：6043038.0,国家总量：2303149.9659; 种类：PRODUCTION_SOYBEANS,FAO总量：35071008.0,国家总量：1588349.695096504; 种类：PRODUCTION_SUGARCANE,FAO总量：25509904.0,国家总量：17746000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：463000.0,国家总量：660940.56; 种类：PRODUCTION_WHEAT,FAO总量：58481200.0,国家总量：116977877.5948; "
1976,-11,TENNESSEE,OTHER (COMBINED) COUNTIES,84.0322,,,,,,,,,,179.07,,,,,,,,,,,,,167.8467,,,,,,,,341.63,,,,,3011.1853835067054,,,,,,,,,,8723.53436287272,,,,,,,,,4.68055,,,,,,,,,,7.5438,,,,,,,"种类：PRODUCTION_CORN,FAO总量：2702630.0,国家总量：162173804.43; 种类：PRODUCTION_RYE,FAO总量：378246.0,国家总量：231140.0; 种类：PRODUCTION_COTTON,FAO总量：6043038.0,国家总量：2303149.9659; 种类：PRODUCTION_SOYBEANS,FAO总量：35071008.0,国家总量：1588349.695096504; 种类：PRODUCTION_SUGARCANE,FAO总量：25509904.0,国家总量：17746000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：463000.0,国家总量：660940.56; 种类：PRODUCTION_WHEAT,FAO总量：58481200.0,国家总量：116977877.5948; "
1976,-10,MICHIGAN,OTHER (COMBINED) COUNTIES,,317.513,,,,,,,,,,,810.0,,,,,,,,,,,,324.77043999999995,,,,,,,,,830.0,,,,2990.836282536414,,,,,,,,,,,12787.722298520175,,,,,,,,161.47804,,,,,,,,,,,50.7,,,,,"种类：PRODUCTION_CORN,FAO总量：2702630.0,国家总量：162173804.43; 种类：PRODUCTION_RYE,FAO总量：378246.0,国家总量：231140.0; 种类：PRODUCTION_COTTON,FAO总量：6043038.0,国家总量：2303149.9659; 种类：PRODUCTION_SOYBEANS,FAO总量：35071008.0,国家总量：1588349.695096504; 种类：PRODUCTION_SUGARCANE,FAO总量：25509904.0,国家总量：17746000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：463000.0,国家总量：660940.56; 种类：PRODUCTION_WHEAT,FAO总量：58481200.0,国家总量：116977877.5948; "
1976,-9,SOUTH CAROLINA,OTHER (COMBINED) COUNTIES,1.0885,,,,,,,0.435456,,17.779999999999998,4.064,,,,,,,,,,,,,1.0885,,,,,,,86.36,15.24,,,,,32.65927747838075,,,,,,,617.4490421979206,,569.4472747252748,139.0708376689854,,,,,,,,,0.6531,,,,,,,3.608388,,3.6017200000000003,2.61366,,,,,,,"种类：PRODUCTION_CORN,FAO总量：2702630.0,国家总量：162173804.43; 种类：PRODUCTION_RYE,FAO总量：378246.0,国家总量：231140.0; 种类：PRODUCTION_COTTON,FAO总量：6043038.0,国家总量：2303149.9659; 种类：PRODUCTION_SOYBEANS,FAO总量：35071008.0,国家总量：1588349.695096504; 种类：PRODUCTION_SUGARCANE,FAO总量：25509904.0,国家总量：17746000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：463000.0,国家总量：660940.56; 种类：PRODUCTION_WHEAT,FAO总量：58481200.0,国家总量：116977877.5948; "
1976,-8,ARKANSAS,OTHER (COMBINED) COUNTIES,,,,50.071,,,98.736,,18.1436,,,1.790274371,,,,,,,,,,,,,,,88.16850000000001,,140.118,18.1436,,,1.9384350086,,,,,,,79.96861467595673,,,5449.362529983726,,865.3911130857609,,,941.2118880507888,,,,,,,,,,,195.93,,,10.876932,,237.00077499999998,,,0.071734442038,,,,,,"种类：PRODUCTION_CORN,FAO总量：2702630.0,国家总量：162173804.43; 种类：PRODUCTION_RYE,FAO总量：378246.0,国家总量：231140.0; 种类：PRODUCTION_COTTON,FAO总量：6043038.0,国家总量：2303149.9659; 种类：PRODUCTION_SOYBEANS,FAO总量：35071008.0,国家总量：1588349.695096504; 种类：PRODUCTION_SUGARCANE,FAO总量：25509904.0,国家总量：17746000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：463000.0,国家总量：660940.56; 种类：PRODUCTION_WHEAT,FAO总量：58481200.0,国家总量：116977877.5948; "
1976,-7,VIRGINIA,OTHER (COMBINED) COUNTIES,2.177,,124.46,,,,156.816,,,,,1.2346719800000001,,,,,,,,,,,,4.354,,,,,376.068,,,,1.2346719800000001,,,,102.33240276559303,,27.006001265083597,,,,7395.1403463963925,,,,,498.890008727862,,,,,,,,1.02319,,1.3055599999999998,,,,6.683556,,,,,0.09136572652,,,,,,"种类：PRODUCTION_CORN,FAO总量：2702630.0,国家总量：162173804.43; 种类：PRODUCTION_RYE,FAO总量：378246.0,国家总量：231140.0; 种类：PRODUCTION_COTTON,FAO总量：6043038.0,国家总量：2303149.9659; 种类：PRODUCTION_SOYBEANS,FAO总量：35071008.0,国家总量：1588349.695096504; 种类：PRODUCTION_SUGARCANE,FAO总量：25509904.0,国家总量：17746000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：463000.0,国家总量：660940.56; 种类：PRODUCTION_WHEAT,FAO总量：58481200.0,国家总量：116977877.5948; "
1976,-5,GEORGIA,OTHER (COMBINED) COUNTIES,13.2797,,,,,,98.4456,,,58.419999999999995,82.29599999999999,0.6049892702,,,,0.020412,,,,,,,,17.1983,,,,,249.1632,,246.38,172.46599999999998,0.6049892702,,,,582.2060531812676,,,,,,4349.864791257391,,,2161.405714285714,3261.0847153034633,291.70071548568984,,,,34.71399106099264,,,,8.468530000000001,,,,,,7.895975999999999,,,3.77444,8.9916,0.15989002141,,,,2.3573592000000003,,"种类：PRODUCTION_CORN,FAO总量：2702630.0,国家总量：162173804.43; 种类：PRODUCTION_RYE,FAO总量：378246.0,国家总量：231140.0; 种类：PRODUCTION_COTTON,FAO总量：6043038.0,国家总量：2303149.9659; 种类：PRODUCTION_SOYBEANS,FAO总量：35071008.0,国家总量：1588349.695096504; 种类：PRODUCTION_SUGARCANE,FAO总量：25509904.0,国家总量：17746000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：463000.0,国家总量：660940.56; 种类：PRODUCTION_WHEAT,FAO总量：58481200.0,国家总量：116977877.5948; "
