year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_FLAXSEED","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1972,-28,ILLINOIS,OTHER (COMBINED) COUNTIES,,,6477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1769.077246780526,,,,,,,,,,,,,,,,3.4798,,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：815691.0,国家总量：623742.49516; 种类：PRODUCTION_CORN,FAO总量：2525317.0,国家总量：143327536.56; 种类：PRODUCTION_RYE,FAO总量：717731.0,国家总量：473786.2; 种类：PRODUCTION_COTTON,FAO总量：7876157.0,国家总量：2983231.4862; 种类：PRODUCTION_SOYBEANS,FAO总量：34580864.0,国家总量：1567260.8803421143; 种类：PRODUCTION_SUGARBEETS,FAO总量：25824000.0,国家总量：10659400.0; 种类：PRODUCTION_WHEAT,FAO总量：42081632.0,国家总量：83539649.88; "
1972,-12,SOUTH DAKOTA,OTHER (COMBINED) COUNTIES,,,19583.399999999998,,20.32,,,,,,,2.592811158,,,,,,,,,,,,,,,20.32,,,,,2.716278356,,,,,,2691.4319661366267,,176.53,,,,,,,1235.4450396545762,,,,,,,1.7297399999999998,,1.78308,,,,,,,0.156926808658,,,,,"种类：PRODUCTION_BEANS,FAO总量：815691.0,国家总量：623742.49516; 种类：PRODUCTION_CORN,FAO总量：2525317.0,国家总量：143327536.56; 种类：PRODUCTION_RYE,FAO总量：717731.0,国家总量：473786.2; 种类：PRODUCTION_COTTON,FAO总量：7876157.0,国家总量：2983231.4862; 种类：PRODUCTION_SOYBEANS,FAO总量：34580864.0,国家总量：1567260.8803421143; 种类：PRODUCTION_SUGARBEETS,FAO总量：25824000.0,国家总量：10659400.0; 种类：PRODUCTION_WHEAT,FAO总量：42081632.0,国家总量：83539649.88; "
1972,-10,MICHIGAN,OTHER (COMBINED) COUNTIES,,185.97189999999998,,,,,,,,,,0.432135193,,,,5.444,,,,,,,,188.23985,,,,,,,,,,,10.888,,2977.745148801126,,,,,,,,,,283.3214644411817,,,,87.75422159401562,,192.77575,,,,,,,,,,0.10618179028000001,,,,3.48416,"种类：PRODUCTION_BEANS,FAO总量：815691.0,国家总量：623742.49516; 种类：PRODUCTION_CORN,FAO总量：2525317.0,国家总量：143327536.56; 种类：PRODUCTION_RYE,FAO总量：717731.0,国家总量：473786.2; 种类：PRODUCTION_COTTON,FAO总量：7876157.0,国家总量：2983231.4862; 种类：PRODUCTION_SOYBEANS,FAO总量：34580864.0,国家总量：1567260.8803421143; 种类：PRODUCTION_SUGARBEETS,FAO总量：25824000.0,国家总量：10659400.0; 种类：PRODUCTION_WHEAT,FAO总量：42081632.0,国家总量：83539649.88; "
1972,-9,SOUTH CAROLINA,OTHER (COMBINED) COUNTIES,,,,,,,,,,,5.842,,,,,16.332,,,,,,,,,,,,,,,16.256,,,,,,,,,,,,,,,181.72608230932335,,,,,164.53916548877928,,,,,,,,,,,2.42062,,,,,2.6131200000000003,"种类：PRODUCTION_BEANS,FAO总量：815691.0,国家总量：623742.49516; 种类：PRODUCTION_CORN,FAO总量：2525317.0,国家总量：143327536.56; 种类：PRODUCTION_RYE,FAO总量：717731.0,国家总量：473786.2; 种类：PRODUCTION_COTTON,FAO总量：7876157.0,国家总量：2983231.4862; 种类：PRODUCTION_SOYBEANS,FAO总量：34580864.0,国家总量：1567260.8803421143; 种类：PRODUCTION_SUGARBEETS,FAO总量：25824000.0,国家总量：10659400.0; 种类：PRODUCTION_WHEAT,FAO总量：42081632.0,国家总量：83539649.88; "
1972,-8,ARKANSAS,OTHER (COMBINED) COUNTIES,,,,,,,,,49.441309999999994,,,,,,,,,,,,,,,,,,,,50.34849,,,,,,,,,,,,,,,2319.7811631203112,,,,,,,,,,,,,,,,468.6129008,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：815691.0,国家总量：623742.49516; 种类：PRODUCTION_CORN,FAO总量：2525317.0,国家总量：143327536.56; 种类：PRODUCTION_RYE,FAO总量：717731.0,国家总量：473786.2; 种类：PRODUCTION_COTTON,FAO总量：7876157.0,国家总量：2983231.4862; 种类：PRODUCTION_SOYBEANS,FAO总量：34580864.0,国家总量：1567260.8803421143; 种类：PRODUCTION_SUGARBEETS,FAO总量：25824000.0,国家总量：10659400.0; 种类：PRODUCTION_WHEAT,FAO总量：42081632.0,国家总量：83539649.88; "
1972,-7,VIRGINIA,OTHER (COMBINED) COUNTIES,3.2655000000000003,,,,,,,,,,,1.049471183,,,,,,,,,,,5.4425,,,,,,,,,,,,,134.10402752774374,,,,,,,,,,,403.1882378586048,,,,,0.8925700000000001,,,,,,,,,,,0.09013105454,,,,,"种类：PRODUCTION_BEANS,FAO总量：815691.0,国家总量：623742.49516; 种类：PRODUCTION_CORN,FAO总量：2525317.0,国家总量：143327536.56; 种类：PRODUCTION_RYE,FAO总量：717731.0,国家总量：473786.2; 种类：PRODUCTION_COTTON,FAO总量：7876157.0,国家总量：2983231.4862; 种类：PRODUCTION_SOYBEANS,FAO总量：34580864.0,国家总量：1567260.8803421143; 种类：PRODUCTION_SUGARBEETS,FAO总量：25824000.0,国家总量：10659400.0; 种类：PRODUCTION_WHEAT,FAO总量：42081632.0,国家总量：83539649.88; "
1972,-6,MARYLAND,OTHER (COMBINED) COUNTIES,,,,,,1700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800.0,,,,,,,,,,,,,,,,2.24,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：815691.0,国家总量：623742.49516; 种类：PRODUCTION_CORN,FAO总量：2525317.0,国家总量：143327536.56; 种类：PRODUCTION_RYE,FAO总量：717731.0,国家总量：473786.2; 种类：PRODUCTION_COTTON,FAO总量：7876157.0,国家总量：2983231.4862; 种类：PRODUCTION_SOYBEANS,FAO总量：34580864.0,国家总量：1567260.8803421143; 种类：PRODUCTION_SUGARBEETS,FAO总量：25824000.0,国家总量：10659400.0; 种类：PRODUCTION_WHEAT,FAO总量：42081632.0,国家总量：83539649.88; "
1972,-5,GEORGIA,OTHER (COMBINED) COUNTIES,14.803600000000001,,5.334,34.832,,,,,,,,1.296405579,,,,,,,,,,,18.7222,,5.842,141.505,,,,,,,,,,436.76482461474905,,4.341019300220365,43.681689938983055,,,,,,,,493.08831792167206,,,,,5.681970000000001,,2.2453600000000002,412.3238,,,,,,,,0.04234924891400001,,,,,"种类：PRODUCTION_BEANS,FAO总量：815691.0,国家总量：623742.49516; 种类：PRODUCTION_CORN,FAO总量：2525317.0,国家总量：143327536.56; 种类：PRODUCTION_RYE,FAO总量：717731.0,国家总量：473786.2; 种类：PRODUCTION_COTTON,FAO总量：7876157.0,国家总量：2983231.4862; 种类：PRODUCTION_SOYBEANS,FAO总量：34580864.0,国家总量：1567260.8803421143; 种类：PRODUCTION_SUGARBEETS,FAO总量：25824000.0,国家总量：10659400.0; 种类：PRODUCTION_WHEAT,FAO总量：42081632.0,国家总量：83539649.88; "
1972,-4,MISSISSIPPI,OTHER (COMBINED) COUNTIES,,,,,,,,,,,63.5,,,,,,,,,,,,,,,,,,,,209.54999999999998,,,,8.166,,,,,,,,,,,2728.415208005257,,,,,,,,,,,,,,,,11.88212,,,,,,"种类：PRODUCTION_BEANS,FAO总量：815691.0,国家总量：623742.49516; 种类：PRODUCTION_CORN,FAO总量：2525317.0,国家总量：143327536.56; 种类：PRODUCTION_RYE,FAO总量：717731.0,国家总量：473786.2; 种类：PRODUCTION_COTTON,FAO总量：7876157.0,国家总量：2983231.4862; 种类：PRODUCTION_SOYBEANS,FAO总量：34580864.0,国家总量：1567260.8803421143; 种类：PRODUCTION_SUGARBEETS,FAO总量：25824000.0,国家总量：10659400.0; 种类：PRODUCTION_WHEAT,FAO总量：42081632.0,国家总量：83539649.88; "
1972,-3,NORTH CAROLINA,OTHER (COMBINED) COUNTIES,,,0.762,,,,,,,,1.143,,,,,5.444,,,,,,,,,,,,,,,4.572,,,,7.0772,,,0.9174319139640977,,,,,,,,49.46987796198246,,,,,82.26958274438964,,,1.7271999999999998,,,,,,,,4.5973999999999995,,,,,3.5386,"种类：PRODUCTION_BEANS,FAO总量：815691.0,国家总量：623742.49516; 种类：PRODUCTION_CORN,FAO总量：2525317.0,国家总量：143327536.56; 种类：PRODUCTION_RYE,FAO总量：717731.0,国家总量：473786.2; 种类：PRODUCTION_COTTON,FAO总量：7876157.0,国家总量：2983231.4862; 种类：PRODUCTION_SOYBEANS,FAO总量：34580864.0,国家总量：1567260.8803421143; 种类：PRODUCTION_SUGARBEETS,FAO总量：25824000.0,国家总量：10659400.0; 种类：PRODUCTION_WHEAT,FAO总量：42081632.0,国家总量：83539649.88; "
1972,10,ALABAMA,AUTAUGA,,,149.85999999999999,2634.17,,,,0.163296,,,33.019999999999996,3.827483138,,,,146.988,,,,,,,,,167.64,2721.25,,,,,61.467999999999996,,,,212.316,,,138.73360650188795,11610.13337851918,,,,297.29466880430215,,,1140.8359611640853,1539.1983404737277,,,,1535.6988778952737,,,2.5273,191.72839000000002,,,,0.81648,,,0.8839199999999999,0.022471030035999998,,,,1.126908,"种类：PRODUCTION_BEANS,FAO总量：815691.0,国家总量：623742.49516; 种类：PRODUCTION_CORN,FAO总量：2525317.0,国家总量：143327536.56; 种类：PRODUCTION_RYE,FAO总量：717731.0,国家总量：473786.2; 种类：PRODUCTION_COTTON,FAO总量：7876157.0,国家总量：2983231.4862; 种类：PRODUCTION_SOYBEANS,FAO总量：34580864.0,国家总量：1567260.8803421143; 种类：PRODUCTION_SUGARBEETS,FAO总量：25824000.0,国家总量：10659400.0; 种类：PRODUCTION_WHEAT,FAO总量：42081632.0,国家总量：83539649.88; "
1972,11,ALABAMA,BALDWIN,,,368.3,339.612,,,,0.004536,,,21.082,130.87522988,,,,1208.568,,,,,,,,,429.26,341.789,,,,,45.72,,,,1796.52,,,438.1296798882204,1304.7031073880462,,,,4.129092622281974,,,610.8015544285589,59034.38590808085,,,,7212.300087258159,,,3.18516,167.06298,,,,0.40824,,,0.74168,0.025187308392,,,,0.6478360000000001,"种类：PRODUCTION_BEANS,FAO总量：815691.0,国家总量：623742.49516; 种类：PRODUCTION_CORN,FAO总量：2525317.0,国家总量：143327536.56; 种类：PRODUCTION_RYE,FAO总量：717731.0,国家总量：473786.2; 种类：PRODUCTION_COTTON,FAO总量：7876157.0,国家总量：2983231.4862; 种类：PRODUCTION_SOYBEANS,FAO总量：34580864.0,国家总量：1567260.8803421143; 种类：PRODUCTION_SUGARBEETS,FAO总量：25824000.0,国家总量：10659400.0; 种类：PRODUCTION_WHEAT,FAO总量：42081632.0,国家总量：83539649.88; "
1972,12,ALABAMA,BARBOUR,,,454.65999999999997,524.657,,,,9.79776,,,16.764,2.098942366,,,,21.776,,,,,,,,,533.4,531.188,,,,,27.177999999999997,,,,32.664,,,396.06207017474463,1046.0615222230153,,,,16846.697898910457,,,424.02752538842117,561.1944391815715,,,,178.25076261284423,,,2.3241,87.05823,,,,0.77112,,,0.6476999999999999,0.014939530957999998,,,,0.887372,"种类：PRODUCTION_BEANS,FAO总量：815691.0,国家总量：623742.49516; 种类：PRODUCTION_CORN,FAO总量：2525317.0,国家总量：143327536.56; 种类：PRODUCTION_RYE,FAO总量：717731.0,国家总量：473786.2; 种类：PRODUCTION_COTTON,FAO总量：7876157.0,国家总量：2983231.4862; 种类：PRODUCTION_SOYBEANS,FAO总量：34580864.0,国家总量：1567260.8803421143; 种类：PRODUCTION_SUGARBEETS,FAO总量：25824000.0,国家总量：10659400.0; 种类：PRODUCTION_WHEAT,FAO总量：42081632.0,国家总量：83539649.88; "
1972,13,ALABAMA,BIBB,,,21.59,435.40000000000003,,,,0.018144,,,1.27,1.4075260572,,,,13.610000000000001,,,,,,,,,25.4,450.639,,,,,2.54,,,,18.509600000000002,,,13.739102321316,1155.2657470704728,,,,16.516370489127898,,,40.383573846516306,645.6460295438469,,,,196.07583887412864,,,1.6967199999999998,115.31569000000002,,,,0.40824,,,0.8128,0.025681177184,,,,1.5569840000000001,"种类：PRODUCTION_BEANS,FAO总量：815691.0,国家总量：623742.49516; 种类：PRODUCTION_CORN,FAO总量：2525317.0,国家总量：143327536.56; 种类：PRODUCTION_RYE,FAO总量：717731.0,国家总量：473786.2; 种类：PRODUCTION_COTTON,FAO总量：7876157.0,国家总量：2983231.4862; 种类：PRODUCTION_SOYBEANS,FAO总量：34580864.0,国家总量：1567260.8803421143; 种类：PRODUCTION_SUGARBEETS,FAO总量：25824000.0,国家总量：10659400.0; 种类：PRODUCTION_WHEAT,FAO总量：42081632.0,国家总量：83539649.88; "
1972,14,ALABAMA,BLOUNT,,,171.45,2372.93,,,,0.040824,,,6.858,4.8522608813999994,,,,11.432400000000001,,,,,,,,,203.2,2481.78,,,,,14.732,,,,16.332,,,149.0267450488022,5201.56965720785,,,,41.290926222819756,,,204.44184259798877,2124.9109833088633,,,,171.39496405081178,,,2.30886,95.15667,,,,0.4536,,,0.762,0.024446505203999998,,,,1.6223120000000002,"种类：PRODUCTION_BEANS,FAO总量：815691.0,国家总量：623742.49516; 种类：PRODUCTION_CORN,FAO总量：2525317.0,国家总量：143327536.56; 种类：PRODUCTION_RYE,FAO总量：717731.0,国家总量：473786.2; 种类：PRODUCTION_COTTON,FAO总量：7876157.0,国家总量：2983231.4862; 种类：PRODUCTION_SOYBEANS,FAO总量：34580864.0,国家总量：1567260.8803421143; 种类：PRODUCTION_SUGARBEETS,FAO总量：25824000.0,国家总量：10659400.0; 种类：PRODUCTION_WHEAT,FAO总量：42081632.0,国家总量：83539649.88; "
