year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_TOBACCO,YIELD_WHEAT,标记
1963,-23,WISCONSIN,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,,0.013608,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.67070876255456,,,,,,,,,,,,,,,,1.1036088,,"种类：PRODUCTION_BEANS,FAO总量：910557.0,国家总量：537231.9959999999; 种类：PRODUCTION_CORN,FAO总量：2128688.0,国家总量：101650342.8; 种类：PRODUCTION_OATS,FAO总量：14015000.0,国家总量：10702169.280000001; 种类：PRODUCTION_RICE,FAO总量：3187000.0,国家总量：2315495.3038; 种类：PRODUCTION_RYE,FAO总量：741000.0,国家总量：302031.4; 种类：PRODUCTION_COTTON,FAO总量：8946873.0,国家总量：2016069.8466999999; 种类：PRODUCTION_SORGHUM,FAO总量：14870000.0,国家总量：8090052.399999999; 种类：PRODUCTION_SOYBEANS,FAO总量：19028000.0,国家总量：815512.448706612; 种类：PRODUCTION_SUGARBEETS,FAO总量：21233008.0,国家总量：7697750.0; 种类：PRODUCTION_TOBACCO,FAO总量：1063100.0,国家总量：658411.3771200001; 种类：PRODUCTION_WHEAT,FAO总量：31211888.0,国家总量：56008078.871999994; "
1963,726,INDIANA,FLOYD,,,93.97999999999999,,,6000.0,11.616,,,,,1.2346719800000001,,,48.996,,,,,,,,,,,,,,,,129.4133232983057,,,11900.0,638.8916023574615,,,,,740.3673588899719,,,761.4847347958863,,,,1.67132,,,1.98,0.60984,,,,,0.031731069885999996,,,1.518876,"种类：PRODUCTION_BEANS,FAO总量：910557.0,国家总量：537231.9959999999; 种类：PRODUCTION_CORN,FAO总量：2128688.0,国家总量：101650342.8; 种类：PRODUCTION_OATS,FAO总量：14015000.0,国家总量：10702169.280000001; 种类：PRODUCTION_RICE,FAO总量：3187000.0,国家总量：2315495.3038; 种类：PRODUCTION_RYE,FAO总量：741000.0,国家总量：302031.4; 种类：PRODUCTION_COTTON,FAO总量：8946873.0,国家总量：2016069.8466999999; 种类：PRODUCTION_SORGHUM,FAO总量：14870000.0,国家总量：8090052.399999999; 种类：PRODUCTION_SOYBEANS,FAO总量：19028000.0,国家总量：815512.448706612; 种类：PRODUCTION_SUGARBEETS,FAO总量：21233008.0,国家总量：7697750.0; 种类：PRODUCTION_TOBACCO,FAO总量：1063100.0,国家总量：658411.3771200001; 种类：PRODUCTION_WHEAT,FAO总量：31211888.0,国家总量：56008078.871999994; "
1963,727,INDIANA,FOUNTAIN,,,1490.98,,,13700.0,94.38,,,,,48.893010407999995,,,963.5880000000001,,,,,,,,,,,,,,,,2874.4332063462557,,,20700.0,6276.729700541608,,,,,32734.60816757491,,,24100.536785731158,,,,2.33934,,,1.51,0.7376159999999999,,,,,0.035435085825999996,,,2.444356,"种类：PRODUCTION_BEANS,FAO总量：910557.0,国家总量：537231.9959999999; 种类：PRODUCTION_CORN,FAO总量：2128688.0,国家总量：101650342.8; 种类：PRODUCTION_OATS,FAO总量：14015000.0,国家总量：10702169.280000001; 种类：PRODUCTION_RICE,FAO总量：3187000.0,国家总量：2315495.3038; 种类：PRODUCTION_RYE,FAO总量：741000.0,国家总量：302031.4; 种类：PRODUCTION_COTTON,FAO总量：8946873.0,国家总量：2016069.8466999999; 种类：PRODUCTION_SORGHUM,FAO总量：14870000.0,国家总量：8090052.399999999; 种类：PRODUCTION_SOYBEANS,FAO总量：19028000.0,国家总量：815512.448706612; 种类：PRODUCTION_SUGARBEETS,FAO总量：21233008.0,国家总量：7697750.0; 种类：PRODUCTION_TOBACCO,FAO总量：1063100.0,国家总量：658411.3771200001; 种类：PRODUCTION_WHEAT,FAO总量：31211888.0,国家总量：56008078.871999994; "
1963,728,INDIANA,FRANKLIN,,,825.5,,,19200.0,69.696,,,,,8.889638256,,,587.952,,,,,,,,,,,,,,,,1311.6330206382738,,,32000.0,4050.1164078017646,,,,,5559.9572087846145,,,10785.17223983815,,,,1.9278600000000001,,,1.67,0.6446879999999999,,,,,0.033089209064,,,1.791076,"种类：PRODUCTION_BEANS,FAO总量：910557.0,国家总量：537231.9959999999; 种类：PRODUCTION_CORN,FAO总量：2128688.0,国家总量：101650342.8; 种类：PRODUCTION_OATS,FAO总量：14015000.0,国家总量：10702169.280000001; 种类：PRODUCTION_RICE,FAO总量：3187000.0,国家总量：2315495.3038; 种类：PRODUCTION_RYE,FAO总量：741000.0,国家总量：302031.4; 种类：PRODUCTION_COTTON,FAO总量：8946873.0,国家总量：2016069.8466999999; 种类：PRODUCTION_SORGHUM,FAO总量：14870000.0,国家总量：8090052.399999999; 种类：PRODUCTION_SOYBEANS,FAO总量：19028000.0,国家总量：815512.448706612; 种类：PRODUCTION_SUGARBEETS,FAO总量：21233008.0,国家总量：7697750.0; 种类：PRODUCTION_TOBACCO,FAO总量：1063100.0,国家总量：658411.3771200001; 种类：PRODUCTION_WHEAT,FAO总量：31211888.0,国家总量：56008078.871999994; "
1963,729,INDIANA,FULTON,,,1681.48,,,18500.0,58.08,,,,,40.250306548000005,,,898.26,,,,,,,,,,,,,,,,2778.5833055720886,,,43100.0,4282.094906276795,,,,,24227.585557450053,,,18472.83087717989,,,,2.00406,,,2.33,0.817476,,,,,0.031854537084000004,,,2.008836,"种类：PRODUCTION_BEANS,FAO总量：910557.0,国家总量：537231.9959999999; 种类：PRODUCTION_CORN,FAO总量：2128688.0,国家总量：101650342.8; 种类：PRODUCTION_OATS,FAO总量：14015000.0,国家总量：10702169.280000001; 种类：PRODUCTION_RICE,FAO总量：3187000.0,国家总量：2315495.3038; 种类：PRODUCTION_RYE,FAO总量：741000.0,国家总量：302031.4; 种类：PRODUCTION_COTTON,FAO总量：8946873.0,国家总量：2016069.8466999999; 种类：PRODUCTION_SORGHUM,FAO总量：14870000.0,国家总量：8090052.399999999; 种类：PRODUCTION_SOYBEANS,FAO总量：19028000.0,国家总量：815512.448706612; 种类：PRODUCTION_SUGARBEETS,FAO总量：21233008.0,国家总量：7697750.0; 种类：PRODUCTION_TOBACCO,FAO总量：1063100.0,国家总量：658411.3771200001; 种类：PRODUCTION_WHEAT,FAO总量：31211888.0,国家总量：56008078.871999994; "
1963,730,INDIANA,GIBSON,,,1856.74,,,11000.0,11.616,,,,,49.633813596,,,1355.556,,,,,,,,,,,,,,,,3736.922740781942,,,24400.0,604.6652665168831,,,,,29873.966971552563,,,27122.205295120413,,,,2.44094,,,2.22,0.577896,,,,,0.031854537084000004,,,1.954396,"种类：PRODUCTION_BEANS,FAO总量：910557.0,国家总量：537231.9959999999; 种类：PRODUCTION_CORN,FAO总量：2128688.0,国家总量：101650342.8; 种类：PRODUCTION_OATS,FAO总量：14015000.0,国家总量：10702169.280000001; 种类：PRODUCTION_RICE,FAO总量：3187000.0,国家总量：2315495.3038; 种类：PRODUCTION_RYE,FAO总量：741000.0,国家总量：302031.4; 种类：PRODUCTION_COTTON,FAO总量：8946873.0,国家总量：2016069.8466999999; 种类：PRODUCTION_SORGHUM,FAO总量：14870000.0,国家总量：8090052.399999999; 种类：PRODUCTION_SOYBEANS,FAO总量：19028000.0,国家总量：815512.448706612; 种类：PRODUCTION_SUGARBEETS,FAO总量：21233008.0,国家总量：7697750.0; 种类：PRODUCTION_TOBACCO,FAO总量：1063100.0,国家总量：658411.3771200001; 种类：PRODUCTION_WHEAT,FAO总量：31211888.0,国家总量：56008078.871999994; "
1963,731,INDIANA,GRANT,,,1468.12,,,14400.0,108.9,,,,,61.610131802000005,,,1034.3600000000001,,,,,,,,,,,,,,,,2737.0412564574253,,,28200.0,8961.59560092475,,,,,41250.273198231545,,,25295.8554531,,,,2.2605999999999997,,,1.96,0.911856,,,,,0.035435085825999996,,,2.389916,"种类：PRODUCTION_BEANS,FAO总量：910557.0,国家总量：537231.9959999999; 种类：PRODUCTION_CORN,FAO总量：2128688.0,国家总量：101650342.8; 种类：PRODUCTION_OATS,FAO总量：14015000.0,国家总量：10702169.280000001; 种类：PRODUCTION_RICE,FAO总量：3187000.0,国家总量：2315495.3038; 种类：PRODUCTION_RYE,FAO总量：741000.0,国家总量：302031.4; 种类：PRODUCTION_COTTON,FAO总量：8946873.0,国家总量：2016069.8466999999; 种类：PRODUCTION_SORGHUM,FAO总量：14870000.0,国家总量：8090052.399999999; 种类：PRODUCTION_SOYBEANS,FAO总量：19028000.0,国家总量：815512.448706612; 种类：PRODUCTION_SUGARBEETS,FAO总量：21233008.0,国家总量：7697750.0; 种类：PRODUCTION_TOBACCO,FAO总量：1063100.0,国家总量：658411.3771200001; 种类：PRODUCTION_WHEAT,FAO总量：31211888.0,国家总量：56008078.871999994; "
1963,732,INDIANA,GREENE,,,1008.38,,,21400.0,24.684,,,,,30.619865104,,,680.5,,,,,,,,,,,,,,,,1687.6922872716568,,,38700.0,1177.0056602954423,,,,,19142.961477913865,,,13994.936580133162,,,,2.0294600000000003,,,1.81,0.528528,,,,,0.033089209064,,,2.008836,"种类：PRODUCTION_BEANS,FAO总量：910557.0,国家总量：537231.9959999999; 种类：PRODUCTION_CORN,FAO总量：2128688.0,国家总量：101650342.8; 种类：PRODUCTION_OATS,FAO总量：14015000.0,国家总量：10702169.280000001; 种类：PRODUCTION_RICE,FAO总量：3187000.0,国家总量：2315495.3038; 种类：PRODUCTION_RYE,FAO总量：741000.0,国家总量：302031.4; 种类：PRODUCTION_COTTON,FAO总量：8946873.0,国家总量：2016069.8466999999; 种类：PRODUCTION_SORGHUM,FAO总量：14870000.0,国家总量：8090052.399999999; 种类：PRODUCTION_SOYBEANS,FAO总量：19028000.0,国家总量：815512.448706612; 种类：PRODUCTION_SUGARBEETS,FAO总量：21233008.0,国家总量：7697750.0; 种类：PRODUCTION_TOBACCO,FAO总量：1063100.0,国家总量：658411.3771200001; 种类：PRODUCTION_WHEAT,FAO总量：31211888.0,国家总量：56008078.871999994; "
1963,733,INDIANA,HAMILTON,,,1511.3,,,12100.0,92.928,,,,,52.967427942,,,963.5880000000001,,,,,,,,,,,,,,,,2689.4886419779004,,,26800.0,7902.480652969076,,,,,37934.464520868285,,,24100.536785731158,,,,2.159,,,2.21,0.9423480000000001,,,,,0.037904429786000005,,,2.444356,"种类：PRODUCTION_BEANS,FAO总量：910557.0,国家总量：537231.9959999999; 种类：PRODUCTION_CORN,FAO总量：2128688.0,国家总量：101650342.8; 种类：PRODUCTION_OATS,FAO总量：14015000.0,国家总量：10702169.280000001; 种类：PRODUCTION_RICE,FAO总量：3187000.0,国家总量：2315495.3038; 种类：PRODUCTION_RYE,FAO总量：741000.0,国家总量：302031.4; 种类：PRODUCTION_COTTON,FAO总量：8946873.0,国家总量：2016069.8466999999; 种类：PRODUCTION_SORGHUM,FAO总量：14870000.0,国家总量：8090052.399999999; 种类：PRODUCTION_SOYBEANS,FAO总量：19028000.0,国家总量：815512.448706612; 种类：PRODUCTION_SUGARBEETS,FAO总量：21233008.0,国家总量：7697750.0; 种类：PRODUCTION_TOBACCO,FAO总量：1063100.0,国家总量：658411.3771200001; 种类：PRODUCTION_WHEAT,FAO总量：31211888.0,国家总量：56008078.871999994; "
1963,734,INDIANA,HANCOCK,,,1257.3,,,12500.0,117.612,,,,,53.337829536,,,751.272,,,,,,,,,,,,,,,,2024.3903293917863,,,24800.0,9988.385676142098,,,,,33348.22002533197,,,16701.08950219663,,,,1.95326,,,1.98,0.9423480000000001,,,,,0.033089209064,,,2.172156,"种类：PRODUCTION_BEANS,FAO总量：910557.0,国家总量：537231.9959999999; 种类：PRODUCTION_CORN,FAO总量：2128688.0,国家总量：101650342.8; 种类：PRODUCTION_OATS,FAO总量：14015000.0,国家总量：10702169.280000001; 种类：PRODUCTION_RICE,FAO总量：3187000.0,国家总量：2315495.3038; 种类：PRODUCTION_RYE,FAO总量：741000.0,国家总量：302031.4; 种类：PRODUCTION_COTTON,FAO总量：8946873.0,国家总量：2016069.8466999999; 种类：PRODUCTION_SORGHUM,FAO总量：14870000.0,国家总量：8090052.399999999; 种类：PRODUCTION_SOYBEANS,FAO总量：19028000.0,国家总量：815512.448706612; 种类：PRODUCTION_SUGARBEETS,FAO总量：21233008.0,国家总量：7697750.0; 种类：PRODUCTION_TOBACCO,FAO总量：1063100.0,国家总量：658411.3771200001; 种类：PRODUCTION_WHEAT,FAO总量：31211888.0,国家总量：56008078.871999994; "
1963,735,INDIANA,HARRISON,,,436.88,,,24300.0,56.628,,,,,3.950950336,,,250.424,,,,,,,,,,,,,,,,721.9593247545841,,,45900.0,3281.9253144910076,,,,,2379.5464530860577,,,4034.958953300912,,,,2.00406,,,1.89,0.6432359999999999,,,,,0.031854537084000004,,,1.573316,"种类：PRODUCTION_BEANS,FAO总量：910557.0,国家总量：537231.9959999999; 种类：PRODUCTION_CORN,FAO总量：2128688.0,国家总量：101650342.8; 种类：PRODUCTION_OATS,FAO总量：14015000.0,国家总量：10702169.280000001; 种类：PRODUCTION_RICE,FAO总量：3187000.0,国家总量：2315495.3038; 种类：PRODUCTION_RYE,FAO总量：741000.0,国家总量：302031.4; 种类：PRODUCTION_COTTON,FAO总量：8946873.0,国家总量：2016069.8466999999; 种类：PRODUCTION_SORGHUM,FAO总量：14870000.0,国家总量：8090052.399999999; 种类：PRODUCTION_SOYBEANS,FAO总量：19028000.0,国家总量：815512.448706612; 种类：PRODUCTION_SUGARBEETS,FAO总量：21233008.0,国家总量：7697750.0; 种类：PRODUCTION_TOBACCO,FAO总量：1063100.0,国家总量：658411.3771200001; 种类：PRODUCTION_WHEAT,FAO总量：31211888.0,国家总量：56008078.871999994; "
1963,736,INDIANA,HENDRICKS,,,1541.78,,,17300.0,113.256,,,,,49.510346398,,,773.048,,,,,,,,,,,,,,,,3070.3350845655973,,,37400.0,8305.590830647,,,,,34304.647897516676,,,18906.66480975284,,,,2.4155399999999996,,,2.16,0.81312,,,,,0.036669757806,,,2.389916,"种类：PRODUCTION_BEANS,FAO总量：910557.0,国家总量：537231.9959999999; 种类：PRODUCTION_CORN,FAO总量：2128688.0,国家总量：101650342.8; 种类：PRODUCTION_OATS,FAO总量：14015000.0,国家总量：10702169.280000001; 种类：PRODUCTION_RICE,FAO总量：3187000.0,国家总量：2315495.3038; 种类：PRODUCTION_RYE,FAO总量：741000.0,国家总量：302031.4; 种类：PRODUCTION_COTTON,FAO总量：8946873.0,国家总量：2016069.8466999999; 种类：PRODUCTION_SORGHUM,FAO总量：14870000.0,国家总量：8090052.399999999; 种类：PRODUCTION_SOYBEANS,FAO总量：19028000.0,国家总量：815512.448706612; 种类：PRODUCTION_SUGARBEETS,FAO总量：21233008.0,国家总量：7697750.0; 种类：PRODUCTION_TOBACCO,FAO总量：1063100.0,国家总量：658411.3771200001; 种类：PRODUCTION_WHEAT,FAO总量：31211888.0,国家总量：56008078.871999994; "
1963,737,INDIANA,HENRY,,,1473.2,,,15900.0,136.488,,,,,44.324724081999996,,,816.6,,,,,,,,,,,,,,,,2559.277456020542,,,26200.0,12057.17753139483,,,,,28640.981642350587,,,18609.352044772775,,,,2.1082,,,1.65,0.9801,,,,,0.034200413846,,,2.226596,"种类：PRODUCTION_BEANS,FAO总量：910557.0,国家总量：537231.9959999999; 种类：PRODUCTION_CORN,FAO总量：2128688.0,国家总量：101650342.8; 种类：PRODUCTION_OATS,FAO总量：14015000.0,国家总量：10702169.280000001; 种类：PRODUCTION_RICE,FAO总量：3187000.0,国家总量：2315495.3038; 种类：PRODUCTION_RYE,FAO总量：741000.0,国家总量：302031.4; 种类：PRODUCTION_COTTON,FAO总量：8946873.0,国家总量：2016069.8466999999; 种类：PRODUCTION_SORGHUM,FAO总量：14870000.0,国家总量：8090052.399999999; 种类：PRODUCTION_SOYBEANS,FAO总量：19028000.0,国家总量：815512.448706612; 种类：PRODUCTION_SUGARBEETS,FAO总量：21233008.0,国家总量：7697750.0; 种类：PRODUCTION_TOBACCO,FAO总量：1063100.0,国家总量：658411.3771200001; 种类：PRODUCTION_WHEAT,FAO总量：31211888.0,国家总量：56008078.871999994; "
1963,738,INDIANA,HOWARD,,,1516.3799999999999,,,6600.0,82.764,,,,,43.707388092,,,1039.804,,,,,,,,,,,,,,,,2987.623322243828,,,12000.0,8364.536186816884,,,,,32322.652788892938,,,26585.222035921717,,,,2.3901399999999997,,,1.82,1.120944,,,,,0.039139101765999995,,,2.498796,"种类：PRODUCTION_BEANS,FAO总量：910557.0,国家总量：537231.9959999999; 种类：PRODUCTION_CORN,FAO总量：2128688.0,国家总量：101650342.8; 种类：PRODUCTION_OATS,FAO总量：14015000.0,国家总量：10702169.280000001; 种类：PRODUCTION_RICE,FAO总量：3187000.0,国家总量：2315495.3038; 种类：PRODUCTION_RYE,FAO总量：741000.0,国家总量：302031.4; 种类：PRODUCTION_COTTON,FAO总量：8946873.0,国家总量：2016069.8466999999; 种类：PRODUCTION_SORGHUM,FAO总量：14870000.0,国家总量：8090052.399999999; 种类：PRODUCTION_SOYBEANS,FAO总量：19028000.0,国家总量：815512.448706612; 种类：PRODUCTION_SUGARBEETS,FAO总量：21233008.0,国家总量：7697750.0; 种类：PRODUCTION_TOBACCO,FAO总量：1063100.0,国家总量：658411.3771200001; 种类：PRODUCTION_WHEAT,FAO总量：31211888.0,国家总量：56008078.871999994; "
1963,739,INDIANA,HUNTINGTON,,,1282.7,,,16000.0,162.624,,,,,50.374616784000004,,,1045.248,,,,,,,,,,,,,,,,2201.14350379387,,,31700.0,16246.100745661162,,,,,31492.980417841132,,,27304.2335185776,,,,2.08026,,,1.98,1.1078759999999999,,,,,0.033089209064,,,2.553236,"种类：PRODUCTION_BEANS,FAO总量：910557.0,国家总量：537231.9959999999; 种类：PRODUCTION_CORN,FAO总量：2128688.0,国家总量：101650342.8; 种类：PRODUCTION_OATS,FAO总量：14015000.0,国家总量：10702169.280000001; 种类：PRODUCTION_RICE,FAO总量：3187000.0,国家总量：2315495.3038; 种类：PRODUCTION_RYE,FAO总量：741000.0,国家总量：302031.4; 种类：PRODUCTION_COTTON,FAO总量：8946873.0,国家总量：2016069.8466999999; 种类：PRODUCTION_SORGHUM,FAO总量：14870000.0,国家总量：8090052.399999999; 种类：PRODUCTION_SOYBEANS,FAO总量：19028000.0,国家总量：815512.448706612; 种类：PRODUCTION_SUGARBEETS,FAO总量：21233008.0,国家总量：7697750.0; 种类：PRODUCTION_TOBACCO,FAO总量：1063100.0,国家总量：658411.3771200001; 种类：PRODUCTION_WHEAT,FAO总量：31211888.0,国家总量：56008078.871999994; "
1963,740,INDIANA,JACKSON,,,1028.7,,,12000.0,26.136,,,,,36.669757806,,,827.488,,,,,,,,,,,,,,,,1787.0527837456539,,,25000.0,1239.7539426698359,,,,,23694.63629132303,,,14716.981866513324,,,,2.1082,,,2.08,0.5256240000000001,,,,,0.034200413846,,,1.736636,"种类：PRODUCTION_BEANS,FAO总量：910557.0,国家总量：537231.9959999999; 种类：PRODUCTION_CORN,FAO总量：2128688.0,国家总量：101650342.8; 种类：PRODUCTION_OATS,FAO总量：14015000.0,国家总量：10702169.280000001; 种类：PRODUCTION_RICE,FAO总量：3187000.0,国家总量：2315495.3038; 种类：PRODUCTION_RYE,FAO总量：741000.0,国家总量：302031.4; 种类：PRODUCTION_COTTON,FAO总量：8946873.0,国家总量：2016069.8466999999; 种类：PRODUCTION_SORGHUM,FAO总量：14870000.0,国家总量：8090052.399999999; 种类：PRODUCTION_SOYBEANS,FAO总量：19028000.0,国家总量：815512.448706612; 种类：PRODUCTION_SUGARBEETS,FAO总量：21233008.0,国家总量：7697750.0; 种类：PRODUCTION_TOBACCO,FAO总量：1063100.0,国家总量：658411.3771200001; 种类：PRODUCTION_WHEAT,FAO总量：31211888.0,国家总量：56008078.871999994; "
1963,741,INDIANA,JASPER,,,2712.72,,,6100.0,53.724,,,,,87.908644976,,,930.9240000000001,,,,,,,,,,,,,,,,5402.221682756194,,,13100.0,4244.065644231709,,,,,56806.63015545275,,,18108.774430265523,,,,2.4155399999999996,,,2.15,0.875556,,,,,0.034200413846,,,1.899956,"种类：PRODUCTION_BEANS,FAO总量：910557.0,国家总量：537231.9959999999; 种类：PRODUCTION_CORN,FAO总量：2128688.0,国家总量：101650342.8; 种类：PRODUCTION_OATS,FAO总量：14015000.0,国家总量：10702169.280000001; 种类：PRODUCTION_RICE,FAO总量：3187000.0,国家总量：2315495.3038; 种类：PRODUCTION_RYE,FAO总量：741000.0,国家总量：302031.4; 种类：PRODUCTION_COTTON,FAO总量：8946873.0,国家总量：2016069.8466999999; 种类：PRODUCTION_SORGHUM,FAO总量：14870000.0,国家总量：8090052.399999999; 种类：PRODUCTION_SOYBEANS,FAO总量：19028000.0,国家总量：815512.448706612; 种类：PRODUCTION_SUGARBEETS,FAO总量：21233008.0,国家总量：7697750.0; 种类：PRODUCTION_TOBACCO,FAO总量：1063100.0,国家总量：658411.3771200001; 种类：PRODUCTION_WHEAT,FAO总量：31211888.0,国家总量：56008078.871999994; "
1963,742,INDIANA,JAY,,,924.56,,,20400.0,175.692,,,,,54.32556712,,,816.6,,,,,,,,,,,,,,,,1469.0247278473516,,,33300.0,14456.82396643982,,,,,27626.93763328728,,,17702.244731211144,,,,1.9278600000000001,,,1.63,0.911856,,,,,0.026915849164,,,2.117716,"种类：PRODUCTION_BEANS,FAO总量：910557.0,国家总量：537231.9959999999; 种类：PRODUCTION_CORN,FAO总量：2128688.0,国家总量：101650342.8; 种类：PRODUCTION_OATS,FAO总量：14015000.0,国家总量：10702169.280000001; 种类：PRODUCTION_RICE,FAO总量：3187000.0,国家总量：2315495.3038; 种类：PRODUCTION_RYE,FAO总量：741000.0,国家总量：302031.4; 种类：PRODUCTION_COTTON,FAO总量：8946873.0,国家总量：2016069.8466999999; 种类：PRODUCTION_SORGHUM,FAO总量：14870000.0,国家总量：8090052.399999999; 种类：PRODUCTION_SOYBEANS,FAO总量：19028000.0,国家总量：815512.448706612; 种类：PRODUCTION_SUGARBEETS,FAO总量：21233008.0,国家总量：7697750.0; 种类：PRODUCTION_TOBACCO,FAO总量：1063100.0,国家总量：658411.3771200001; 种类：PRODUCTION_WHEAT,FAO总量：31211888.0,国家总量：56008078.871999994; "
1963,743,INDIANA,JEFFERSON,,,292.09999999999997,,,14300.0,26.136,,,,,7.161097484,,,125.212,,,,,,,,,,,,,,,,439.3563709182101,,,21900.0,1374.7578229298947,,,,,3641.339850727333,,,2296.5894192848045,,,,1.8237199999999998,,,1.53,0.583704,,,,,0.026915849164,,,1.791076,"种类：PRODUCTION_BEANS,FAO总量：910557.0,国家总量：537231.9959999999; 种类：PRODUCTION_CORN,FAO总量：2128688.0,国家总量：101650342.8; 种类：PRODUCTION_OATS,FAO总量：14015000.0,国家总量：10702169.280000001; 种类：PRODUCTION_RICE,FAO总量：3187000.0,国家总量：2315495.3038; 种类：PRODUCTION_RYE,FAO总量：741000.0,国家总量：302031.4; 种类：PRODUCTION_COTTON,FAO总量：8946873.0,国家总量：2016069.8466999999; 种类：PRODUCTION_SORGHUM,FAO总量：14870000.0,国家总量：8090052.399999999; 种类：PRODUCTION_SOYBEANS,FAO总量：19028000.0,国家总量：815512.448706612; 种类：PRODUCTION_SUGARBEETS,FAO总量：21233008.0,国家总量：7697750.0; 种类：PRODUCTION_TOBACCO,FAO总量：1063100.0,国家总量：658411.3771200001; 种类：PRODUCTION_WHEAT,FAO总量：31211888.0,国家总量：56008078.871999994; "
1963,744,INDIANA,JENNINGS,,,457.2,,,10000.0,13.068,,,,,19.631284481999998,,,332.084,,,,,,,,,,,,,,,,794.2456816647352,,,16400.0,545.7199103469983,,,,,13142.240822007985,,,5906.815851185621,,,,2.1082,,,1.64,0.463188,,,,,0.035435085825999996,,,1.736636,"种类：PRODUCTION_BEANS,FAO总量：910557.0,国家总量：537231.9959999999; 种类：PRODUCTION_CORN,FAO总量：2128688.0,国家总量：101650342.8; 种类：PRODUCTION_OATS,FAO总量：14015000.0,国家总量：10702169.280000001; 种类：PRODUCTION_RICE,FAO总量：3187000.0,国家总量：2315495.3038; 种类：PRODUCTION_RYE,FAO总量：741000.0,国家总量：302031.4; 种类：PRODUCTION_COTTON,FAO总量：8946873.0,国家总量：2016069.8466999999; 种类：PRODUCTION_SORGHUM,FAO总量：14870000.0,国家总量：8090052.399999999; 种类：PRODUCTION_SOYBEANS,FAO总量：19028000.0,国家总量：815512.448706612; 种类：PRODUCTION_SUGARBEETS,FAO总量：21233008.0,国家总量：7697750.0; 种类：PRODUCTION_TOBACCO,FAO总量：1063100.0,国家总量：658411.3771200001; 种类：PRODUCTION_WHEAT,FAO总量：31211888.0,国家总量：56008078.871999994; "
1963,745,INDIANA,JOHNSON,,,1033.78,,,12100.0,53.724,,,,,33.089209063999995,,,751.272,,,,,,,,,,,,,,,,2014.9223591710308,,,25800.0,4236.459791822691,,,,,26013.685800686566,,,19207.011378457195,,,,2.36474,,,2.13,0.874104,,,,,0.041608445726000004,,,2.498796,"种类：PRODUCTION_BEANS,FAO总量：910557.0,国家总量：537231.9959999999; 种类：PRODUCTION_CORN,FAO总量：2128688.0,国家总量：101650342.8; 种类：PRODUCTION_OATS,FAO总量：14015000.0,国家总量：10702169.280000001; 种类：PRODUCTION_RICE,FAO总量：3187000.0,国家总量：2315495.3038; 种类：PRODUCTION_RYE,FAO总量：741000.0,国家总量：302031.4; 种类：PRODUCTION_COTTON,FAO总量：8946873.0,国家总量：2016069.8466999999; 种类：PRODUCTION_SORGHUM,FAO总量：14870000.0,国家总量：8090052.399999999; 种类：PRODUCTION_SOYBEANS,FAO总量：19028000.0,国家总量：815512.448706612; 种类：PRODUCTION_SUGARBEETS,FAO总量：21233008.0,国家总量：7697750.0; 种类：PRODUCTION_TOBACCO,FAO总量：1063100.0,国家总量：658411.3771200001; 种类：PRODUCTION_WHEAT,FAO总量：31211888.0,国家总量：56008078.871999994; "
