year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CANOLA,AREA HARVESTED_CHICKPEAS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_HAY & HAYLAGE,AREA HARVESTED_LENTILS,AREA HARVESTED_MUSTARD,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_PEAS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SAFFLOWER,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CANOLA,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_LENTILS,AREA PLANTED_MUSTARD,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_PEAS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SAFFLOWER,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CANOLA,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_HAY & HAYLAGE,PRODUCTION_LENTILS,PRODUCTION_MUSTARD,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_PEAS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SAFFLOWER,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CANOLA,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_HAY & HAYLAGE,YIELD_LENTILS,YIELD_MUSTARD,YIELD_OATS,YIELD_PEANUTS,YIELD_PEAS,YIELD_RICE,YIELD_RYE,YIELD_SAFFLOWER,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
2004,-46,WYOMING,OTHER (COMBINED) COUNTIES,176.33700000000002,108.8616,,,167.64,,,,,,,27.588,,,,,,,,,,,,1725.748,,348.32,122.46929999999999,,,172.72,,,,,229.416,,,,,,,,,,2191.21,9286.6969879449,2011.2510363804502,,,126.28362294496752,,,,,,,854.6532683704593,,,,,,,,,,,,23541.30637872274,,,5.50781,709.41476,,,4.9403,,,,,,,1.7424,,,,,,,,,,,,9.82642,"种类：PRODUCTION_CHICKPEAS,FAO总量：26898.0,国家总量：658.3804419200001; 种类：PRODUCTION_CORN,FAO总量：4198595.0,国家总量：302324744.59999996; 种类：PRODUCTION_LENTILS,FAO总量：189692.0,国家总量：45585.795; 种类：PRODUCTION_MUSTARD,FAO总量：25533.0,国家总量：3603.8520000000003; 种类：PRODUCTION_PEAS,FAO总量：517957.0,国家总量：60304.790499999996; 种类：PRODUCTION_RYE,FAO总量：209690.0,国家总量：89712.79999999999; 种类：PRODUCTION_SAFFLOWER,FAO总量：86802.0,国家总量：9302.428800000002; 种类：PRODUCTION_COTTON,FAO总量：12539350.0,国家总量：5054602.14; 种类：PRODUCTION_SOYBEANS,FAO总量：85015630.0,国家总量：4283804.073481824; 种类：PRODUCTION_SUNFLOWER,FAO总量：929690.0,国家总量：1656457.3872; 种类：PRODUCTION_WHEAT,FAO总量：58697040.0,国家总量：117359699.61199999; "
2004,173,ARKANSAS,POINSETT,,,,,144.78,11189.78,,,,,,,,,6123.464999999999,,,25.4,203.7208767,,,,,1333.78,,,,,,152.4,11255.09,,,,,,,6132.5368,,,27.939999999999998,204.33821269,,,1361.0,,,,,292.78046660425434,63079.65647638491,,,,,,,,,431251.82019743667,,,2284.605202178119,169218.3064402329,,,,,34688.43896193936,,,,,,,3.7083999999999997,237.5107,,,,,,,,,319.32736,,,2.286,0.051856223160000006,,,,,2.83088,"种类：PRODUCTION_CHICKPEAS,FAO总量：26898.0,国家总量：658.3804419200001; 种类：PRODUCTION_CORN,FAO总量：4198595.0,国家总量：302324744.59999996; 种类：PRODUCTION_LENTILS,FAO总量：189692.0,国家总量：45585.795; 种类：PRODUCTION_MUSTARD,FAO总量：25533.0,国家总量：3603.8520000000003; 种类：PRODUCTION_PEAS,FAO总量：517957.0,国家总量：60304.790499999996; 种类：PRODUCTION_RYE,FAO总量：209690.0,国家总量：89712.79999999999; 种类：PRODUCTION_SAFFLOWER,FAO总量：86802.0,国家总量：9302.428800000002; 种类：PRODUCTION_COTTON,FAO总量：12539350.0,国家总量：5054602.14; 种类：PRODUCTION_SOYBEANS,FAO总量：85015630.0,国家总量：4283804.073481824; 种类：PRODUCTION_SUNFLOWER,FAO总量：929690.0,国家总量：1656457.3872; 种类：PRODUCTION_WHEAT,FAO总量：58697040.0,国家总量：117359699.61199999; "
2004,175,ARKANSAS,POPE,,,,,,,,,,,,,,,,,,,12.3467198,,,,,174.208,,,,,,,,,,,,,,,,,,12.3467198,,,217.76000000000002,,,,,,,,,,,,,,,,,,,8625.085992899216,,,,,3920.828265713711,,,,,,,,,,,,,,,,,,,,,0.043213519299999996,,,,,2.4498,"种类：PRODUCTION_CHICKPEAS,FAO总量：26898.0,国家总量：658.3804419200001; 种类：PRODUCTION_CORN,FAO总量：4198595.0,国家总量：302324744.59999996; 种类：PRODUCTION_LENTILS,FAO总量：189692.0,国家总量：45585.795; 种类：PRODUCTION_MUSTARD,FAO总量：25533.0,国家总量：3603.8520000000003; 种类：PRODUCTION_PEAS,FAO总量：517957.0,国家总量：60304.790499999996; 种类：PRODUCTION_RYE,FAO总量：209690.0,国家总量：89712.79999999999; 种类：PRODUCTION_SAFFLOWER,FAO总量：86802.0,国家总量：9302.428800000002; 种类：PRODUCTION_COTTON,FAO总量：12539350.0,国家总量：5054602.14; 种类：PRODUCTION_SOYBEANS,FAO总量：85015630.0,国家总量：4283804.073481824; 种类：PRODUCTION_SUNFLOWER,FAO总量：929690.0,国家总量：1656457.3872; 种类：PRODUCTION_WHEAT,FAO总量：58697040.0,国家总量：117359699.61199999; "
2004,176,ARKANSAS,PRAIRIE,,,,,83.82,,,,,,,,,,3161.5222999999996,,,73.66,150.01264557,,,,,1306.56,,,,,,88.89999999999999,,,,,,,,3170.5941,,,76.2,151.86465353999998,,,1306.56,,,,,186.95620156657202,,,,,,,,,,237202.11385543985,,,6752.277597548661,127979.61403668355,,,,,40787.50515304958,,,,,,,4.0893999999999995,,,,,,,,,,340.1925,,,2.3367999999999998,0.053090895140000004,,,,,3.37528,"种类：PRODUCTION_CHICKPEAS,FAO总量：26898.0,国家总量：658.3804419200001; 种类：PRODUCTION_CORN,FAO总量：4198595.0,国家总量：302324744.59999996; 种类：PRODUCTION_LENTILS,FAO总量：189692.0,国家总量：45585.795; 种类：PRODUCTION_MUSTARD,FAO总量：25533.0,国家总量：3603.8520000000003; 种类：PRODUCTION_PEAS,FAO总量：517957.0,国家总量：60304.790499999996; 种类：PRODUCTION_RYE,FAO总量：209690.0,国家总量：89712.79999999999; 种类：PRODUCTION_SAFFLOWER,FAO总量：86802.0,国家总量：9302.428800000002; 种类：PRODUCTION_COTTON,FAO总量：12539350.0,国家总量：5054602.14; 种类：PRODUCTION_SOYBEANS,FAO总量：85015630.0,国家总量：4283804.073481824; 种类：PRODUCTION_SUNFLOWER,FAO总量：929690.0,国家总量：1656457.3872; 种类：PRODUCTION_WHEAT,FAO总量：58697040.0,国家总量：117359699.61199999; "
2004,177,ARKANSAS,PULASKI,,,,,,,,,,,,,,,222.2591,,,,37.65749539,,,,,544.4,,,,,,,,,,,,,,226.795,,,,39.50950336,,,571.62,,,,,,,,,,,,,,,16141.995214334607,,,,28080.53564733665,,,,,12252.588330355346,,,,,,,,,,,,,,,,,329.30634,,,,0.04691753524,,,,,2.4498,"种类：PRODUCTION_CHICKPEAS,FAO总量：26898.0,国家总量：658.3804419200001; 种类：PRODUCTION_CORN,FAO总量：4198595.0,国家总量：302324744.59999996; 种类：PRODUCTION_LENTILS,FAO总量：189692.0,国家总量：45585.795; 种类：PRODUCTION_MUSTARD,FAO总量：25533.0,国家总量：3603.8520000000003; 种类：PRODUCTION_PEAS,FAO总量：517957.0,国家总量：60304.790499999996; 种类：PRODUCTION_RYE,FAO总量：209690.0,国家总量：89712.79999999999; 种类：PRODUCTION_SAFFLOWER,FAO总量：86802.0,国家总量：9302.428800000002; 种类：PRODUCTION_COTTON,FAO总量：12539350.0,国家总量：5054602.14; 种类：PRODUCTION_SOYBEANS,FAO总量：85015630.0,国家总量：4283804.073481824; 种类：PRODUCTION_SUNFLOWER,FAO总量：929690.0,国家总量：1656457.3872; 种类：PRODUCTION_WHEAT,FAO总量：58697040.0,国家总量：117359699.61199999; "
2004,178,ARKANSAS,RANDOLPH,,,,,172.72,,,,,,,,,,1514.9905999999999,,,,50.621551180000004,,,,,163.32,,,,,,177.79999999999998,,,,,,,,1519.5265,,,,50.621551180000004,,,163.32,,,,,389.78604288879643,,,,,,,,,,103966.90030610004,,,,41679.74793727718,,,,,3757.4604213089733,,,,,,,4.1402,,,,,,,,,,311.16274,,,,0.05062155118,,,,,2.5042400000000002,"种类：PRODUCTION_CHICKPEAS,FAO总量：26898.0,国家总量：658.3804419200001; 种类：PRODUCTION_CORN,FAO总量：4198595.0,国家总量：302324744.59999996; 种类：PRODUCTION_LENTILS,FAO总量：189692.0,国家总量：45585.795; 种类：PRODUCTION_MUSTARD,FAO总量：25533.0,国家总量：3603.8520000000003; 种类：PRODUCTION_PEAS,FAO总量：517957.0,国家总量：60304.790499999996; 种类：PRODUCTION_RYE,FAO总量：209690.0,国家总量：89712.79999999999; 种类：PRODUCTION_SAFFLOWER,FAO总量：86802.0,国家总量：9302.428800000002; 种类：PRODUCTION_COTTON,FAO总量：12539350.0,国家总量：5054602.14; 种类：PRODUCTION_SOYBEANS,FAO总量：85015630.0,国家总量：4283804.073481824; 种类：PRODUCTION_SUNFLOWER,FAO总量：929690.0,国家总量：1656457.3872; 种类：PRODUCTION_WHEAT,FAO总量：58697040.0,国家总量：117359699.61199999; "
2004,179,ARKANSAS,SAINT FRANCIS,,,,,109.22,4441.08,,,,,,,,,2199.9114999999997,,,53.339999999999996,180.87944506999997,,,,,1959.8400000000001,,,,,,109.22,4441.08,,,,,,,2218.0551,,,55.879999999999995,182.73145304,,,1987.0600000000002,,,,,239.16283898516195,26787.251380382633,,,,,,,,,152950.5548117119,,,4137.673866167037,141382.80164496726,,,,,53312.37322407949,,,,,,,4.013199999999999,254.0559,,,,,,,,,315.24505,,,1.9811999999999999,0.04815220722,,,,,2.93976,"种类：PRODUCTION_CHICKPEAS,FAO总量：26898.0,国家总量：658.3804419200001; 种类：PRODUCTION_CORN,FAO总量：4198595.0,国家总量：302324744.59999996; 种类：PRODUCTION_LENTILS,FAO总量：189692.0,国家总量：45585.795; 种类：PRODUCTION_MUSTARD,FAO总量：25533.0,国家总量：3603.8520000000003; 种类：PRODUCTION_PEAS,FAO总量：517957.0,国家总量：60304.790499999996; 种类：PRODUCTION_RYE,FAO总量：209690.0,国家总量：89712.79999999999; 种类：PRODUCTION_SAFFLOWER,FAO总量：86802.0,国家总量：9302.428800000002; 种类：PRODUCTION_COTTON,FAO总量：12539350.0,国家总量：5054602.14; 种类：PRODUCTION_SOYBEANS,FAO总量：85015630.0,国家总量：4283804.073481824; 种类：PRODUCTION_SUNFLOWER,FAO总量：929690.0,国家总量：1656457.3872; 种类：PRODUCTION_WHEAT,FAO总量：58697040.0,国家总量：117359699.61199999; "
2004,183,ARKANSAS,SEBASTIAN,,,,,,,,,,,,,,,,,,,3.333614346,,,,,65.328,,,,,,,,,,,,,,,,,,3.70401594,,,76.21600000000001,,,,,,,,,,,,,,,,,,,2229.780753846104,,,,,1633.6784440473796,,,,,,,,,,,,,,,,,,,,,0.04197884732,,,,,2.722,"种类：PRODUCTION_CHICKPEAS,FAO总量：26898.0,国家总量：658.3804419200001; 种类：PRODUCTION_CORN,FAO总量：4198595.0,国家总量：302324744.59999996; 种类：PRODUCTION_LENTILS,FAO总量：189692.0,国家总量：45585.795; 种类：PRODUCTION_MUSTARD,FAO总量：25533.0,国家总量：3603.8520000000003; 种类：PRODUCTION_PEAS,FAO总量：517957.0,国家总量：60304.790499999996; 种类：PRODUCTION_RYE,FAO总量：209690.0,国家总量：89712.79999999999; 种类：PRODUCTION_SAFFLOWER,FAO总量：86802.0,国家总量：9302.428800000002; 种类：PRODUCTION_COTTON,FAO总量：12539350.0,国家总量：5054602.14; 种类：PRODUCTION_SOYBEANS,FAO总量：85015630.0,国家总量：4283804.073481824; 种类：PRODUCTION_SUNFLOWER,FAO总量：929690.0,国家总量：1656457.3872; 种类：PRODUCTION_WHEAT,FAO总量：58697040.0,国家总量：117359699.61199999; "
2004,190,ARKANSAS,WHITE,,,,,,,,,,,,,,,721.2081,,,10.16,64.82027895,,,,,571.62,,,,,,,,,,,,,,725.7439999999999,,,15.24,65.43761494,,,598.84,,,,,,,,,,,,,,,45236.519056126956,,,863.0730763784003,42561.85900473278,,,,,13450.619189323425,,,,,,,,,,,,,,,,,284.40092999999996,,,2.159,0.040744175339999994,,,,,2.5586800000000003,"种类：PRODUCTION_CHICKPEAS,FAO总量：26898.0,国家总量：658.3804419200001; 种类：PRODUCTION_CORN,FAO总量：4198595.0,国家总量：302324744.59999996; 种类：PRODUCTION_LENTILS,FAO总量：189692.0,国家总量：45585.795; 种类：PRODUCTION_MUSTARD,FAO总量：25533.0,国家总量：3603.8520000000003; 种类：PRODUCTION_PEAS,FAO总量：517957.0,国家总量：60304.790499999996; 种类：PRODUCTION_RYE,FAO总量：209690.0,国家总量：89712.79999999999; 种类：PRODUCTION_SAFFLOWER,FAO总量：86802.0,国家总量：9302.428800000002; 种类：PRODUCTION_COTTON,FAO总量：12539350.0,国家总量：5054602.14; 种类：PRODUCTION_SOYBEANS,FAO总量：85015630.0,国家总量：4283804.073481824; 种类：PRODUCTION_SUNFLOWER,FAO总量：929690.0,国家总量：1656457.3872; 种类：PRODUCTION_WHEAT,FAO总量：58697040.0,国家总量：117359699.61199999; "
2004,191,ARKANSAS,WOODRUFF,,,,,411.47999999999996,1632.75,,,,,,,,,2984.6222,,,152.4,163.59403734999998,,,,,1687.64,,,,,,431.79999999999995,1654.52,,,,,,,2989.1580999999996,,,162.56,165.44604532,,,1714.8600000000001,,,,,785.9215416798537,10450.26843166137,,,,,,,,,194968.112996121,,,13936.091733286525,112616.17961183182,,,,,39997.89390509334,,,,,,,3.5052,269.5126,,,,,,,,,296.19426999999996,,,2.3367999999999998,0.043213519299999996,,,,,2.5586800000000003,"种类：PRODUCTION_CHICKPEAS,FAO总量：26898.0,国家总量：658.3804419200001; 种类：PRODUCTION_CORN,FAO总量：4198595.0,国家总量：302324744.59999996; 种类：PRODUCTION_LENTILS,FAO总量：189692.0,国家总量：45585.795; 种类：PRODUCTION_MUSTARD,FAO总量：25533.0,国家总量：3603.8520000000003; 种类：PRODUCTION_PEAS,FAO总量：517957.0,国家总量：60304.790499999996; 种类：PRODUCTION_RYE,FAO总量：209690.0,国家总量：89712.79999999999; 种类：PRODUCTION_SAFFLOWER,FAO总量：86802.0,国家总量：9302.428800000002; 种类：PRODUCTION_COTTON,FAO总量：12539350.0,国家总量：5054602.14; 种类：PRODUCTION_SOYBEANS,FAO总量：85015630.0,国家总量：4283804.073481824; 种类：PRODUCTION_SUNFLOWER,FAO总量：929690.0,国家总量：1656457.3872; 种类：PRODUCTION_WHEAT,FAO总量：58697040.0,国家总量：117359699.61199999; "
2004,192,ARKANSAS,YELL,,,,,83.82,,,,,,,,,,68.0385,,,,12.099785404,,,,,136.1,,,,,,86.36,,,,,,,,68.0385,,,,12.3467198,,,163.32,,,,,148.5067186028808,,,,,,,,,,4914.201612729629,,,,8282.042799999816,,,,,3131.2170177574776,,,,,,,3.2512,,,,,,,,,,327.49197999999996,,,,0.04197884732,,,,,2.5042400000000002,"种类：PRODUCTION_CHICKPEAS,FAO总量：26898.0,国家总量：658.3804419200001; 种类：PRODUCTION_CORN,FAO总量：4198595.0,国家总量：302324744.59999996; 种类：PRODUCTION_LENTILS,FAO总量：189692.0,国家总量：45585.795; 种类：PRODUCTION_MUSTARD,FAO总量：25533.0,国家总量：3603.8520000000003; 种类：PRODUCTION_PEAS,FAO总量：517957.0,国家总量：60304.790499999996; 种类：PRODUCTION_RYE,FAO总量：209690.0,国家总量：89712.79999999999; 种类：PRODUCTION_SAFFLOWER,FAO总量：86802.0,国家总量：9302.428800000002; 种类：PRODUCTION_COTTON,FAO总量：12539350.0,国家总量：5054602.14; 种类：PRODUCTION_SOYBEANS,FAO总量：85015630.0,国家总量：4283804.073481824; 种类：PRODUCTION_SUNFLOWER,FAO总量：929690.0,国家总量：1656457.3872; 种类：PRODUCTION_WHEAT,FAO总量：58697040.0,国家总量：117359699.61199999; "
2004,193,CALIFORNIA,ALAMEDA,4.354,,,,,,,,,,,,,,,,,,,,,,,27.220000000000002,,17.416,,,,,,,,,7.26,,,,,,,,,,54.440000000000005,197.589297615849,,,,,,,,,,,,,,,,,,,,,,,544.5594813491265,,,0.97965,,,,,,,,,,,0.0,,,,,,,,,,,,2.1776,"种类：PRODUCTION_CHICKPEAS,FAO总量：26898.0,国家总量：658.3804419200001; 种类：PRODUCTION_CORN,FAO总量：4198595.0,国家总量：302324744.59999996; 种类：PRODUCTION_LENTILS,FAO总量：189692.0,国家总量：45585.795; 种类：PRODUCTION_MUSTARD,FAO总量：25533.0,国家总量：3603.8520000000003; 种类：PRODUCTION_PEAS,FAO总量：517957.0,国家总量：60304.790499999996; 种类：PRODUCTION_RYE,FAO总量：209690.0,国家总量：89712.79999999999; 种类：PRODUCTION_SAFFLOWER,FAO总量：86802.0,国家总量：9302.428800000002; 种类：PRODUCTION_COTTON,FAO总量：12539350.0,国家总量：5054602.14; 种类：PRODUCTION_SOYBEANS,FAO总量：85015630.0,国家总量：4283804.073481824; 种类：PRODUCTION_SUNFLOWER,FAO总量：929690.0,国家总量：1656457.3872; 种类：PRODUCTION_WHEAT,FAO总量：58697040.0,国家总量：117359699.61199999; "
2004,195,CALIFORNIA,AMADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：26898.0,国家总量：658.3804419200001; 种类：PRODUCTION_CORN,FAO总量：4198595.0,国家总量：302324744.59999996; 种类：PRODUCTION_LENTILS,FAO总量：189692.0,国家总量：45585.795; 种类：PRODUCTION_MUSTARD,FAO总量：25533.0,国家总量：3603.8520000000003; 种类：PRODUCTION_PEAS,FAO总量：517957.0,国家总量：60304.790499999996; 种类：PRODUCTION_RYE,FAO总量：209690.0,国家总量：89712.79999999999; 种类：PRODUCTION_SAFFLOWER,FAO总量：86802.0,国家总量：9302.428800000002; 种类：PRODUCTION_COTTON,FAO总量：12539350.0,国家总量：5054602.14; 种类：PRODUCTION_SOYBEANS,FAO总量：85015630.0,国家总量：4283804.073481824; 种类：PRODUCTION_SUNFLOWER,FAO总量：929690.0,国家总量：1656457.3872; 种类：PRODUCTION_WHEAT,FAO总量：58697040.0,国家总量：117359699.61199999; "
2004,196,CALIFORNIA,BUTTE,,54.4308,,,20.32,,,,,,,,,,4740.0154999999995,,,,,,,,,54.440000000000005,,,54.4308,,,20.32,,,,,7.26,,,4798.9821999999995,,,,,,,108.88000000000001,,871.3000879626499,,,59.967083521353295,,,,,,,,,,417911.32828476344,,,,,,,,,1361.3987033728165,,,,294.83349999999996,,,5.3975,,,,,,,0.0,,,399.74886699999996,,,,,,,,,2.722,"种类：PRODUCTION_CHICKPEAS,FAO总量：26898.0,国家总量：658.3804419200001; 种类：PRODUCTION_CORN,FAO总量：4198595.0,国家总量：302324744.59999996; 种类：PRODUCTION_LENTILS,FAO总量：189692.0,国家总量：45585.795; 种类：PRODUCTION_MUSTARD,FAO总量：25533.0,国家总量：3603.8520000000003; 种类：PRODUCTION_PEAS,FAO总量：517957.0,国家总量：60304.790499999996; 种类：PRODUCTION_RYE,FAO总量：209690.0,国家总量：89712.79999999999; 种类：PRODUCTION_SAFFLOWER,FAO总量：86802.0,国家总量：9302.428800000002; 种类：PRODUCTION_COTTON,FAO总量：12539350.0,国家总量：5054602.14; 种类：PRODUCTION_SOYBEANS,FAO总量：85015630.0,国家总量：4283804.073481824; 种类：PRODUCTION_SUNFLOWER,FAO总量：929690.0,国家总量：1656457.3872; 种类：PRODUCTION_WHEAT,FAO总量：58697040.0,国家总量：117359699.61199999; "
2004,198,CALIFORNIA,COLUSA,8.708,480.80539999999996,,,76.2,979.65,,,,,,5.808,,,7030.6449999999995,,,10.16,,,,,,1361.0,,10.885,508.02079999999995,,,76.2,1001.4200000000001,,,,10.164,,,7094.147599999999,,,10.16,,,,1469.88,658.6309920528299,6752.575681710536,,,227.5221698310169,7074.858731512349,,,,,,537.8936654079813,,,606220.9930384842,,,939.226583117671,,,,,,58540.14424503111,,,1.6327500000000001,309.983406,,,5.460999999999999,304.12690000000003,,,,,,1.3068,,,390.94922099999997,,,2.3495,,,,,,4.68184,"种类：PRODUCTION_CHICKPEAS,FAO总量：26898.0,国家总量：658.3804419200001; 种类：PRODUCTION_CORN,FAO总量：4198595.0,国家总量：302324744.59999996; 种类：PRODUCTION_LENTILS,FAO总量：189692.0,国家总量：45585.795; 种类：PRODUCTION_MUSTARD,FAO总量：25533.0,国家总量：3603.8520000000003; 种类：PRODUCTION_PEAS,FAO总量：517957.0,国家总量：60304.790499999996; 种类：PRODUCTION_RYE,FAO总量：209690.0,国家总量：89712.79999999999; 种类：PRODUCTION_SAFFLOWER,FAO总量：86802.0,国家总量：9302.428800000002; 种类：PRODUCTION_COTTON,FAO总量：12539350.0,国家总量：5054602.14; 种类：PRODUCTION_SOYBEANS,FAO总量：85015630.0,国家总量：4283804.073481824; 种类：PRODUCTION_SUNFLOWER,FAO总量：929690.0,国家总量：1656457.3872; 种类：PRODUCTION_WHEAT,FAO总量：58697040.0,国家总量：117359699.61199999; "
2004,199,CALIFORNIA,CONTRA COSTA,,,,,152.4,,,,,,,,,,,,,,,,,,,87.104,,,,,,152.4,,,,,,,,,,,,,,,190.54000000000002,,,,,305.4793784087762,,,,,,,,,,,,,,,,,,,2069.326029126681,,,,,,,4.34086,,,,,,,,,,,,,,,,,,,2.5859,"种类：PRODUCTION_CHICKPEAS,FAO总量：26898.0,国家总量：658.3804419200001; 种类：PRODUCTION_CORN,FAO总量：4198595.0,国家总量：302324744.59999996; 种类：PRODUCTION_LENTILS,FAO总量：189692.0,国家总量：45585.795; 种类：PRODUCTION_MUSTARD,FAO总量：25533.0,国家总量：3603.8520000000003; 种类：PRODUCTION_PEAS,FAO总量：517957.0,国家总量：60304.790499999996; 种类：PRODUCTION_RYE,FAO总量：209690.0,国家总量：89712.79999999999; 种类：PRODUCTION_SAFFLOWER,FAO总量：86802.0,国家总量：9302.428800000002; 种类：PRODUCTION_COTTON,FAO总量：12539350.0,国家总量：5054602.14; 种类：PRODUCTION_SOYBEANS,FAO总量：85015630.0,国家总量：4283804.073481824; 种类：PRODUCTION_SUNFLOWER,FAO总量：929690.0,国家总量：1656457.3872; 种类：PRODUCTION_WHEAT,FAO总量：58697040.0,国家总量：117359699.61199999; "
2004,202,CALIFORNIA,FRESNO,145.859,204.1155,,1.8516949928999997,787.4,53750.130000000005,,,,,,14.52,,,217.7232,,,,,11900.0,,,,2776.44,,193.75300000000001,213.1873,,1.8516949928999997,800.1,53967.83,,,,153.912,,,217.7232,,,,,11900.0,,3810.8,11811.449124147417,3412.592011187045,,1681.1249999999995,480.08941572095193,437021.0446976941,,,,,,1479.2075798719486,,,15246.276471626548,,,,,471991.9850941483,,,,138181.96839234084,14.87,,1.748131,280.227902,,4.571629193582,5.60832,681.6187,,,,,,1.43748,,,317.513,,,,,39.5,,,,8.13878,"种类：PRODUCTION_CHICKPEAS,FAO总量：26898.0,国家总量：658.3804419200001; 种类：PRODUCTION_CORN,FAO总量：4198595.0,国家总量：302324744.59999996; 种类：PRODUCTION_LENTILS,FAO总量：189692.0,国家总量：45585.795; 种类：PRODUCTION_MUSTARD,FAO总量：25533.0,国家总量：3603.8520000000003; 种类：PRODUCTION_PEAS,FAO总量：517957.0,国家总量：60304.790499999996; 种类：PRODUCTION_RYE,FAO总量：209690.0,国家总量：89712.79999999999; 种类：PRODUCTION_SAFFLOWER,FAO总量：86802.0,国家总量：9302.428800000002; 种类：PRODUCTION_COTTON,FAO总量：12539350.0,国家总量：5054602.14; 种类：PRODUCTION_SOYBEANS,FAO总量：85015630.0,国家总量：4283804.073481824; 种类：PRODUCTION_SUNFLOWER,FAO总量：929690.0,国家总量：1656457.3872; 种类：PRODUCTION_WHEAT,FAO总量：58697040.0,国家总量：117359699.61199999; "
2004,203,CALIFORNIA,GLENN,143.68200000000002,326.5848,,,403.85999999999996,478.94,,,,,,2.904,,,4064.1663999999996,,,,,,,,,299.42,,163.275,344.72839999999997,,,416.56,500.71000000000004,,,,53.724,,,4095.9176999999995,,,,,,,381.08000000000004,10889.365735273455,4646.933802467465,,,896.6842724192945,3672.4457537621347,,,,,,179.29788846932712,,,354158.2972054917,,,,,,,,,13750.126904065444,,,1.6371040000000001,295.604603,,,5.81152,323.0668,,,,,,0.8712,,,395.12224899999995,,,,,,,,,4.997592,"种类：PRODUCTION_CHICKPEAS,FAO总量：26898.0,国家总量：658.3804419200001; 种类：PRODUCTION_CORN,FAO总量：4198595.0,国家总量：302324744.59999996; 种类：PRODUCTION_LENTILS,FAO总量：189692.0,国家总量：45585.795; 种类：PRODUCTION_MUSTARD,FAO总量：25533.0,国家总量：3603.8520000000003; 种类：PRODUCTION_PEAS,FAO总量：517957.0,国家总量：60304.790499999996; 种类：PRODUCTION_RYE,FAO总量：209690.0,国家总量：89712.79999999999; 种类：PRODUCTION_SAFFLOWER,FAO总量：86802.0,国家总量：9302.428800000002; 种类：PRODUCTION_COTTON,FAO总量：12539350.0,国家总量：5054602.14; 种类：PRODUCTION_SOYBEANS,FAO总量：85015630.0,国家总量：4283804.073481824; 种类：PRODUCTION_SUNFLOWER,FAO总量：929690.0,国家总量：1656457.3872; 种类：PRODUCTION_WHEAT,FAO总量：58697040.0,国家总量：117359699.61199999; "
