year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1991,-46,WYOMING,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,180.0,,,,,,,,,,,,,,,,,180.0,,,,,,,,,,,,,,,3364.802061580842,,,,,16.03,,,,,,,,,,,,,,20.6,,,,,"种类：PRODUCTION_BEANS,FAO总量：1531600.0,国家总量：2234951.3274999997; 种类：PRODUCTION_CORN,FAO总量：3785150.0,国家总量：191853924.14; 种类：PRODUCTION_RYE,FAO总量：247250.0,国家总量：138910.06; 种类：PRODUCTION_COTTON,FAO总量：10118000.0,国家总量：3833116.8295; 种类：PRODUCTION_SOYBEANS,FAO总量：54064730.0,国家总量：2730102.237356872; 种类：PRODUCTION_SUNFLOWER,FAO总量：1638840.0,国家总量：3203670.6576000005; 种类：PRODUCTION_WHEAT,FAO总量：53890000.0,国家总量：107795895.44999999; "
1991,-29,NEBRASKA,OTHER (COMBINED) COUNTIES,,1614.7803999999999,,,,,,,,,,,,,42.81984,,,,,1669.2112,,,,,,,,,,,43.72704,,,17974.171880866612,,,,,,,,,,,,,19304.75009932369,,,,,,146.282775,,,,,,,,,,,,,5.3719848,,,"种类：PRODUCTION_BEANS,FAO总量：1531600.0,国家总量：2234951.3274999997; 种类：PRODUCTION_CORN,FAO总量：3785150.0,国家总量：191853924.14; 种类：PRODUCTION_RYE,FAO总量：247250.0,国家总量：138910.06; 种类：PRODUCTION_COTTON,FAO总量：10118000.0,国家总量：3833116.8295; 种类：PRODUCTION_SOYBEANS,FAO总量：54064730.0,国家总量：2730102.237356872; 种类：PRODUCTION_SUNFLOWER,FAO总量：1638840.0,国家总量：3203670.6576000005; 种类：PRODUCTION_WHEAT,FAO总量：53890000.0,国家总量：107795895.44999999; "
1991,-28,ILLINOIS,OTHER (COMBINED) COUNTIES,,,3810.0,,,,29.04,,,,144.78,,,,,,,,,,,,,120.516,,,,248.92,,,,,,,977.1938746647313,,,,1312.3225086711402,,,,10601.528777492114,,,,,,,,,,,2.794,,,,2.57004,,,,14.757399999999999,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1531600.0,国家总量：2234951.3274999997; 种类：PRODUCTION_CORN,FAO总量：3785150.0,国家总量：191853924.14; 种类：PRODUCTION_RYE,FAO总量：247250.0,国家总量：138910.06; 种类：PRODUCTION_COTTON,FAO总量：10118000.0,国家总量：3833116.8295; 种类：PRODUCTION_SOYBEANS,FAO总量：54064730.0,国家总量：2730102.237356872; 种类：PRODUCTION_SUNFLOWER,FAO总量：1638840.0,国家总量：3203670.6576000005; 种类：PRODUCTION_WHEAT,FAO总量：53890000.0,国家总量：107795895.44999999; "
1991,-26,ARIZONA,OTHER (COMBINED) COUNTIES,10.885,,17.779999999999998,65.31,,6400.0,,,,,,,,,,,81.66,,21.77,,33.019999999999996,65.31,,,,,,,,,,84.382,1089.1890858179306,,50.112506393063136,258.59109285987915,,23000.0,,,,,,,,,,,3045.468852682554,,,4.354,,11.112499999999999,313.488,,22.02,,,,,,,,,,,10.332712,"种类：PRODUCTION_BEANS,FAO总量：1531600.0,国家总量：2234951.3274999997; 种类：PRODUCTION_CORN,FAO总量：3785150.0,国家总量：191853924.14; 种类：PRODUCTION_RYE,FAO总量：247250.0,国家总量：138910.06; 种类：PRODUCTION_COTTON,FAO总量：10118000.0,国家总量：3833116.8295; 种类：PRODUCTION_SOYBEANS,FAO总量：54064730.0,国家总量：2730102.237356872; 种类：PRODUCTION_SUNFLOWER,FAO总量：1638840.0,国家总量：3203670.6576000005; 种类：PRODUCTION_WHEAT,FAO总量：53890000.0,国家总量：107795895.44999999; "
1991,-25,ALABAMA,OTHER (COMBINED) COUNTIES,,,33.019999999999996,,,,60.984,0.127008,,,50.8,0.493868792,,,,,48.996,,,,45.72,,,111.804,,,,81.28,0.493868792,,,81.66,,,50.112506393063136,,,,1678.721785285663,267.714355157784,,,2989.200467727764,195.6035384283368,,,,,598.7516957910294,,,,,1.95326,,,,2.394348,1.934604,,,8.851899999999999,0.024693439600000002,,,,,2.4498,"种类：PRODUCTION_BEANS,FAO总量：1531600.0,国家总量：2234951.3274999997; 种类：PRODUCTION_CORN,FAO总量：3785150.0,国家总量：191853924.14; 种类：PRODUCTION_RYE,FAO总量：247250.0,国家总量：138910.06; 种类：PRODUCTION_COTTON,FAO总量：10118000.0,国家总量：3833116.8295; 种类：PRODUCTION_SOYBEANS,FAO总量：54064730.0,国家总量：2730102.237356872; 种类：PRODUCTION_SUNFLOWER,FAO总量：1638840.0,国家总量：3203670.6576000005; 种类：PRODUCTION_WHEAT,FAO总量：53890000.0,国家总量：107795895.44999999; "
1991,-24,NORTH DAKOTA,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123467198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1531600.0,国家总量：2234951.3274999997; 种类：PRODUCTION_CORN,FAO总量：3785150.0,国家总量：191853924.14; 种类：PRODUCTION_RYE,FAO总量：247250.0,国家总量：138910.06; 种类：PRODUCTION_COTTON,FAO总量：10118000.0,国家总量：3833116.8295; 种类：PRODUCTION_SOYBEANS,FAO总量：54064730.0,国家总量：2730102.237356872; 种类：PRODUCTION_SUNFLOWER,FAO总量：1638840.0,国家总量：3203670.6576000005; 种类：PRODUCTION_WHEAT,FAO总量：53890000.0,国家总量：107795895.44999999; "
1991,-23,WISCONSIN,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,,,,0.010886400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.369340447697308,,,,,,,,,,,,,,,,,,,2.0275920000000003,,"种类：PRODUCTION_BEANS,FAO总量：1531600.0,国家总量：2234951.3274999997; 种类：PRODUCTION_CORN,FAO总量：3785150.0,国家总量：191853924.14; 种类：PRODUCTION_RYE,FAO总量：247250.0,国家总量：138910.06; 种类：PRODUCTION_COTTON,FAO总量：10118000.0,国家总量：3833116.8295; 种类：PRODUCTION_SOYBEANS,FAO总量：54064730.0,国家总量：2730102.237356872; 种类：PRODUCTION_SUNFLOWER,FAO总量：1638840.0,国家总量：3203670.6576000005; 种类：PRODUCTION_WHEAT,FAO总量：53890000.0,国家总量：107795895.44999999; "
1991,-22,OKLAHOMA,OTHER (COMBINED) COUNTIES,81.6375,,614.68,370.09000000000003,,,39.204,1.85976,,121.92,90.17,6.1486664604,,,,,10.888,,132.797,,219.70999999999998,391.86,,91.476,,,576.5799999999999,120.64999999999999,7.531499078000001,,,27.220000000000002,2853.6754048429784,,336.35514291023975,574.6468730219535,,,1626.170494615851,3513.7509114459153,,3865.4711185064634,3419.847992739392,3261.689003292516,,,,,163.29591703391708,,,5.46427,,16.4211,165.2343,,,3.937824,5.1597,,3.95986,4.77774,0.26730648367000004,,,,,1.6332,"种类：PRODUCTION_BEANS,FAO总量：1531600.0,国家总量：2234951.3274999997; 种类：PRODUCTION_CORN,FAO总量：3785150.0,国家总量：191853924.14; 种类：PRODUCTION_RYE,FAO总量：247250.0,国家总量：138910.06; 种类：PRODUCTION_COTTON,FAO总量：10118000.0,国家总量：3833116.8295; 种类：PRODUCTION_SOYBEANS,FAO总量：54064730.0,国家总量：2730102.237356872; 种类：PRODUCTION_SUNFLOWER,FAO总量：1638840.0,国家总量：3203670.6576000005; 种类：PRODUCTION_WHEAT,FAO总量：53890000.0,国家总量：107795895.44999999; "
1991,-21,FLORIDA,OTHER (COMBINED) COUNTIES,,,266.7,446.285,,,,0.6577200000000001,,,,4.815220721999999,,,,0.1134,1361.0,,,,533.4,478.94,,,,,,,5.309089514,,,2722.0,,,300.67503835837886,1781.4053063680562,,,,1618.204920731126,,,,2053.8371534975367,,,,275.09586030157976,15649.192049083722,,,,,5.968999999999999,158.0502,,,,3.259116,,,,0.11297248617,,,,3.304476,3.734584,"种类：PRODUCTION_BEANS,FAO总量：1531600.0,国家总量：2234951.3274999997; 种类：PRODUCTION_CORN,FAO总量：3785150.0,国家总量：191853924.14; 种类：PRODUCTION_RYE,FAO总量：247250.0,国家总量：138910.06; 种类：PRODUCTION_COTTON,FAO总量：10118000.0,国家总量：3833116.8295; 种类：PRODUCTION_SOYBEANS,FAO总量：54064730.0,国家总量：2730102.237356872; 种类：PRODUCTION_SUNFLOWER,FAO总量：1638840.0,国家总量：3203670.6576000005; 种类：PRODUCTION_WHEAT,FAO总量：53890000.0,国家总量：107795895.44999999; "
1991,-20,ALASKA,OTHER (COMBINED) COUNTIES,,,,,,33000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38600.0,,,,,,,,,,,,,,,,,,,6.96,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1531600.0,国家总量：2234951.3274999997; 种类：PRODUCTION_CORN,FAO总量：3785150.0,国家总量：191853924.14; 种类：PRODUCTION_RYE,FAO总量：247250.0,国家总量：138910.06; 种类：PRODUCTION_COTTON,FAO总量：10118000.0,国家总量：3833116.8295; 种类：PRODUCTION_SOYBEANS,FAO总量：54064730.0,国家总量：2730102.237356872; 种类：PRODUCTION_SUNFLOWER,FAO总量：1638840.0,国家总量：3203670.6576000005; 种类：PRODUCTION_WHEAT,FAO总量：53890000.0,国家总量：107795895.44999999; "
1991,-19,KENTUCKY,OTHER (COMBINED) COUNTIES,34.832,,3624.58,,,10200.0,,,,,30.48,2.963212752,,,,0.011793600000000001,310.308,,41.363,,78.74,,,,,,,40.64,3.4570815440000002,,,1682.1960000000001,1864.691714920297,,1094.507252130892,,,27120.0,,,,,2115.239314027698,1865.5687477602623,,,,22.5078431155838,4229.364251178454,,,2.35116,,4.12496,,,14.22,,,,,3.5305999999999997,0.11976318206,,,,5.1415560000000005,5.846856000000001,"种类：PRODUCTION_BEANS,FAO总量：1531600.0,国家总量：2234951.3274999997; 种类：PRODUCTION_CORN,FAO总量：3785150.0,国家总量：191853924.14; 种类：PRODUCTION_RYE,FAO总量：247250.0,国家总量：138910.06; 种类：PRODUCTION_COTTON,FAO总量：10118000.0,国家总量：3833116.8295; 种类：PRODUCTION_SOYBEANS,FAO总量：54064730.0,国家总量：2730102.237356872; 种类：PRODUCTION_SUNFLOWER,FAO总量：1638840.0,国家总量：3203670.6576000005; 种类：PRODUCTION_WHEAT,FAO总量：53890000.0,国家总量：107795895.44999999; "
1991,-18,IOWA,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,,,,,59.884,,,,,,,,,,,,,,,97.992,,,,,,,,,,,,,,,,,1088.6394468927806,,,,,,,,,,,,,,,,,,,9.989740000000001,"种类：PRODUCTION_BEANS,FAO总量：1531600.0,国家总量：2234951.3274999997; 种类：PRODUCTION_CORN,FAO总量：3785150.0,国家总量：191853924.14; 种类：PRODUCTION_RYE,FAO总量：247250.0,国家总量：138910.06; 种类：PRODUCTION_COTTON,FAO总量：10118000.0,国家总量：3833116.8295; 种类：PRODUCTION_SOYBEANS,FAO总量：54064730.0,国家总量：2730102.237356872; 种类：PRODUCTION_SUNFLOWER,FAO总量：1638840.0,国家总量：3203670.6576000005; 种类：PRODUCTION_WHEAT,FAO总量：53890000.0,国家总量：107795895.44999999; "
1991,-17,LOUISIANA,OTHER (COMBINED) COUNTIES,,,231.14,1034.075,,,,,81.6462,,203.2,29.138258728000004,,24300.0,,,1290.228,,,,270.51,1164.695,,,,294.83349999999996,,302.26,31.237201094,,,1780.188,,,305.68628899768515,3433.5150663061727,,,,,3225.6448239366696,,7928.980901684664,14914.769805160682,,545847.5138121546,,,11784.52201261435,,38.58,,,11.28014,532.4942,,,,,337.01736999999997,,4.716779999999999,0.18890481293999997,,73.4,,,6.135388000000001,"种类：PRODUCTION_BEANS,FAO总量：1531600.0,国家总量：2234951.3274999997; 种类：PRODUCTION_CORN,FAO总量：3785150.0,国家总量：191853924.14; 种类：PRODUCTION_RYE,FAO总量：247250.0,国家总量：138910.06; 种类：PRODUCTION_COTTON,FAO总量：10118000.0,国家总量：3833116.8295; 种类：PRODUCTION_SOYBEANS,FAO总量：54064730.0,国家总量：2730102.237356872; 种类：PRODUCTION_SUNFLOWER,FAO总量：1638840.0,国家总量：3203670.6576000005; 种类：PRODUCTION_WHEAT,FAO总量：53890000.0,国家总量：107795895.44999999; "
