year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1978,-35,OHIO,OTHER (COMBINED) COUNTIES,,,5892.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1345.278980826283,,,,,,,,,,,,,,,,,,,3.4798,,,,,,,,,,,,,,,"种类：PRODUCTION_CORN,FAO总量：2846504.0,国家总量：187030485.98400003; 种类：PRODUCTION_RYE,FAO总量：611280.0,国家总量：459562.2; 种类：PRODUCTION_COTTON,FAO总量：6236493.0,国家总量：2362971.3135; 种类：PRODUCTION_SOYBEANS,FAO总量：50860000.0,国家总量：2303455.655176764; 种类：PRODUCTION_SUNFLOWER,FAO总量：1823000.0,国家总量：3463617.0239999997; 种类：PRODUCTION_WHEAT,FAO总量：48322656.0,国家总量：96575606.2112; "
1978,-20,ALASKA,OTHER (COMBINED) COUNTIES,,,,,,24200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40600.0,,,,,,,,,,,,,,,,,,,9.7,,,,,,,,,,,,"种类：PRODUCTION_CORN,FAO总量：2846504.0,国家总量：187030485.98400003; 种类：PRODUCTION_RYE,FAO总量：611280.0,国家总量：459562.2; 种类：PRODUCTION_COTTON,FAO总量：6236493.0,国家总量：2362971.3135; 种类：PRODUCTION_SOYBEANS,FAO总量：50860000.0,国家总量：2303455.655176764; 种类：PRODUCTION_SUNFLOWER,FAO总量：1823000.0,国家总量：3463617.0239999997; 种类：PRODUCTION_WHEAT,FAO总量：48322656.0,国家总量：96575606.2112; "
1978,-19,KENTUCKY,OTHER (COMBINED) COUNTIES,80.549,,441.96,,,7600.0,,,,,76.2,3.4570815440000002,,,,0.011340000000000001,179.65200000000002,,63.5,,,,156.744,,73.66,,,,,,182.88,4.074417534,,,544.4,2856.1490629519635,,160.19643955586545,,,19800.0,,,,,3961.3408169793693,2322.670943586277,,,,22.797587050712007,2704.8969169075444,,,4.65878,,4.168139999999999,,,19.7,,,,,7.6708,0.14939530958,,,,3.705912,8.87372,"种类：PRODUCTION_CORN,FAO总量：2846504.0,国家总量：187030485.98400003; 种类：PRODUCTION_RYE,FAO总量：611280.0,国家总量：459562.2; 种类：PRODUCTION_COTTON,FAO总量：6236493.0,国家总量：2362971.3135; 种类：PRODUCTION_SOYBEANS,FAO总量：50860000.0,国家总量：2303455.655176764; 种类：PRODUCTION_SUNFLOWER,FAO总量：1823000.0,国家总量：3463617.0239999997; 种类：PRODUCTION_WHEAT,FAO总量：48322656.0,国家总量：96575606.2112; "
1978,-18,IOWA,OTHER (COMBINED) COUNTIES,,,,,,,,,,,10.16,,,,,,24.498,,,,,,,,,,,,,,10.16,,,,48.996,,,,,,,,,,,703.2265307281384,,,,,,291.46421964663375,,,,,,,,,,,,,7.239,,,,,,5.6073200000000005,"种类：PRODUCTION_CORN,FAO总量：2846504.0,国家总量：187030485.98400003; 种类：PRODUCTION_RYE,FAO总量：611280.0,国家总量：459562.2; 种类：PRODUCTION_COTTON,FAO总量：6236493.0,国家总量：2362971.3135; 种类：PRODUCTION_SOYBEANS,FAO总量：50860000.0,国家总量：2303455.655176764; 种类：PRODUCTION_SUNFLOWER,FAO总量：1823000.0,国家总量：3463617.0239999997; 种类：PRODUCTION_WHEAT,FAO总量：48322656.0,国家总量：96575606.2112; "
1978,-17,LOUISIANA,OTHER (COMBINED) COUNTIES,,,7.62,250.35500000000002,,,,,911.26231,,113.03,,,,,,81.66,,8.889999999999999,,,,,,11.43,265.594,,,940.7456599999999,,205.73999999999998,,,,329.362,,,5.218754666998512,528.6013236283835,,,,,31814.145122317037,,3933.515306770702,,,,,,1263.9196066919444,,,,,2.1234399999999996,285.88364,,,,,802.2374176,,8.001,,,,,,13.974748,"种类：PRODUCTION_CORN,FAO总量：2846504.0,国家总量：187030485.98400003; 种类：PRODUCTION_RYE,FAO总量：611280.0,国家总量：459562.2; 种类：PRODUCTION_COTTON,FAO总量：6236493.0,国家总量：2362971.3135; 种类：PRODUCTION_SOYBEANS,FAO总量：50860000.0,国家总量：2303455.655176764; 种类：PRODUCTION_SUNFLOWER,FAO总量：1823000.0,国家总量：3463617.0239999997; 种类：PRODUCTION_WHEAT,FAO总量：48322656.0,国家总量：96575606.2112; "
1978,-15,MINNESOTA,OTHER (COMBINED) COUNTIES,,,,,,,,,,467.35999999999996,,,,,,,,,,,,,,,,,,,,584.1999999999999,,,,,,,,,,,,,,,14061.500911954898,,,,,,,,,,,,,,,,,,,9.39292,,,,,,,,"种类：PRODUCTION_CORN,FAO总量：2846504.0,国家总量：187030485.98400003; 种类：PRODUCTION_RYE,FAO总量：611280.0,国家总量：459562.2; 种类：PRODUCTION_COTTON,FAO总量：6236493.0,国家总量：2362971.3135; 种类：PRODUCTION_SOYBEANS,FAO总量：50860000.0,国家总量：2303455.655176764; 种类：PRODUCTION_SUNFLOWER,FAO总量：1823000.0,国家总量：3463617.0239999997; 种类：PRODUCTION_WHEAT,FAO总量：48322656.0,国家总量：96575606.2112; "
1978,-13,WEST VIRGINIA,OTHER (COMBINED) COUNTIES,8.2726,,5.842,,,,5.3724,,,,,,,,,0.0077112000000000005,8.166,,2.3622,,,,10.0142,,6.35,,,,,,,,,,11.432400000000001,344.4371982095389,,3.0036832416724772,,,,190.31531633071697,,,,,,,,,14.909621931165653,127.20915007007284,,,2.72125,,3.7338,,,,1.033824,,,,,,,,,0.870912,5.77064,"种类：PRODUCTION_CORN,FAO总量：2846504.0,国家总量：187030485.98400003; 种类：PRODUCTION_RYE,FAO总量：611280.0,国家总量：459562.2; 种类：PRODUCTION_COTTON,FAO总量：6236493.0,国家总量：2362971.3135; 种类：PRODUCTION_SOYBEANS,FAO总量：50860000.0,国家总量：2303455.655176764; 种类：PRODUCTION_SUNFLOWER,FAO总量：1823000.0,国家总量：3463617.0239999997; 种类：PRODUCTION_WHEAT,FAO总量：48322656.0,国家总量：96575606.2112; "
1978,-12,SOUTH DAKOTA,OTHER (COMBINED) COUNTIES,50.071000000000005,,22.86,,68.072,,,,,103.378,30.48,7.284564682000001,,,5.71536,,460.5624,65.31,20.32,,35.559999999999995,478.5276,65.31,,35.559999999999995,,76.2,,,137.16,76.2,7.40803188,,5.71536,484.516,1564.2372442406634,,17.318534006039506,,817.88,,,,,3898.8399933676,1067.4877552779656,4113.744664168653,,,2728.3499916184733,,5706.705982800913,,,3.746617,,2.9972,,4.6863,,,,,8.78586,6.64718,0.40435507345000005,,,7.3646496,,19.976758,"种类：PRODUCTION_CORN,FAO总量：2846504.0,国家总量：187030485.98400003; 种类：PRODUCTION_RYE,FAO总量：611280.0,国家总量：459562.2; 种类：PRODUCTION_COTTON,FAO总量：6236493.0,国家总量：2362971.3135; 种类：PRODUCTION_SOYBEANS,FAO总量：50860000.0,国家总量：2303455.655176764; 种类：PRODUCTION_SUNFLOWER,FAO总量：1823000.0,国家总量：3463617.0239999997; 种类：PRODUCTION_WHEAT,FAO总量：48322656.0,国家总量：96575606.2112; "
1978,-11,TENNESSEE,OTHER (COMBINED) COUNTIES,56.602000000000004,,,,,,,,,,169.672,,,,,,,,,,,,102.97210000000001,,,,,,,,307.34,,,,,1954.2072535987118,,,,,,,,,,8752.387756544456,,,,,,,,,4.4846200000000005,,,,,,,,,,7.924799999999999,,,,,,,"种类：PRODUCTION_CORN,FAO总量：2846504.0,国家总量：187030485.98400003; 种类：PRODUCTION_RYE,FAO总量：611280.0,国家总量：459562.2; 种类：PRODUCTION_COTTON,FAO总量：6236493.0,国家总量：2362971.3135; 种类：PRODUCTION_SOYBEANS,FAO总量：50860000.0,国家总量：2303455.655176764; 种类：PRODUCTION_SUNFLOWER,FAO总量：1823000.0,国家总量：3463617.0239999997; 种类：PRODUCTION_WHEAT,FAO总量：48322656.0,国家总量：96575606.2112; "
1978,-10,MICHIGAN,OTHER (COMBINED) COUNTIES,,456.53833499999996,57.403999999999996,,,,,,,,,,,,,,,,,,,,,485.79488999999995,58.928,,,,,,,,,,,,4984.076835494178,20.449786806238617,,,,,,,,,,,,,,,,,,415.94203,4.437379999999999,,,,,,,,,,,,,,,"种类：PRODUCTION_CORN,FAO总量：2846504.0,国家总量：187030485.98400003; 种类：PRODUCTION_RYE,FAO总量：611280.0,国家总量：459562.2; 种类：PRODUCTION_COTTON,FAO总量：6236493.0,国家总量：2362971.3135; 种类：PRODUCTION_SOYBEANS,FAO总量：50860000.0,国家总量：2303455.655176764; 种类：PRODUCTION_SUNFLOWER,FAO总量：1823000.0,国家总量：3463617.0239999997; 种类：PRODUCTION_WHEAT,FAO总量：48322656.0,国家总量：96575606.2112; "
1978,-9,SOUTH CAROLINA,OTHER (COMBINED) COUNTIES,15.239,,,,,,,0.34700400000000003,,21.59,6.35,,,,,,,,,,,,17.416,,,,,,,90.17,20.828,,,,,590.4015225476599,,,,,,,545.3991096839623,,665.5732051069474,164.4234694148525,,,,,,,,,3.302509,,,,,,,3.9739896000000003,,4.13512,1.9964399999999998,,,,,,,"种类：PRODUCTION_CORN,FAO总量：2846504.0,国家总量：187030485.98400003; 种类：PRODUCTION_RYE,FAO总量：611280.0,国家总量：459562.2; 种类：PRODUCTION_COTTON,FAO总量：6236493.0,国家总量：2362971.3135; 种类：PRODUCTION_SOYBEANS,FAO总量：50860000.0,国家总量：2303455.655176764; 种类：PRODUCTION_SUNFLOWER,FAO总量：1823000.0,国家总量：3463617.0239999997; 种类：PRODUCTION_WHEAT,FAO总量：48322656.0,国家总量：96575606.2112; "
1978,-8,ARKANSAS,OTHER (COMBINED) COUNTIES,,,190.5,28.301000000000002,,,63.162,,72.5744,,,2.222409564,,,,,130.656,,198.12,,,,,,278.13,52.248000000000005,,119.79,72.5744,,,2.345876762,,,261.312,,,135.68762134196132,48.838165770013696,,,3403.7162343762843,,3159.561636360622,,,954.1488618018743,,,,,1857.7439046635905,,,,,19.3548,231.56749000000002,,,9.96072,,626.679944,,,0.14445662166,,,,,13.44668,"种类：PRODUCTION_CORN,FAO总量：2846504.0,国家总量：187030485.98400003; 种类：PRODUCTION_RYE,FAO总量：611280.0,国家总量：459562.2; 种类：PRODUCTION_COTTON,FAO总量：6236493.0,国家总量：2362971.3135; 种类：PRODUCTION_SOYBEANS,FAO总量：50860000.0,国家总量：2303455.655176764; 种类：PRODUCTION_SUNFLOWER,FAO总量：1823000.0,国家总量：3463617.0239999997; 种类：PRODUCTION_WHEAT,FAO总量：48322656.0,国家总量：96575606.2112; "
1978,-7,VIRGINIA,OTHER (COMBINED) COUNTIES,11.973500000000001,,109.22,,,,178.596,,,,,0.432135193,,,,,,,,,,,11.973500000000001,,,,,599.676,,,,0.432135193,,,,562.0796782926061,,24.93405007565956,,,,8054.72977270465,,,,,248.0787040684873,,,,,,,,5.0724100000000005,,1.4986,,,,5.99676,,,,,0.10124310236,,,,,,"种类：PRODUCTION_CORN,FAO总量：2846504.0,国家总量：187030485.98400003; 种类：PRODUCTION_RYE,FAO总量：611280.0,国家总量：459562.2; 种类：PRODUCTION_COTTON,FAO总量：6236493.0,国家总量：2362971.3135; 种类：PRODUCTION_SOYBEANS,FAO总量：50860000.0,国家总量：2303455.655176764; 种类：PRODUCTION_SUNFLOWER,FAO总量：1823000.0,国家总量：3463617.0239999997; 种类：PRODUCTION_WHEAT,FAO总量：48322656.0,国家总量：96575606.2112; "
1978,-6,MARYLAND,OTHER (COMBINED) COUNTIES,,,,,,2400.0,130.68,,,,,,,,,,,,,,,,,,,,,153.912,,,,,,,,,,,,,5200.0,6939.189226212295,,,,,,,,,,,,,,,,,,2.17,3.740352,,,,,,,,,,,"种类：PRODUCTION_CORN,FAO总量：2846504.0,国家总量：187030485.98400003; 种类：PRODUCTION_RYE,FAO总量：611280.0,国家总量：459562.2; 种类：PRODUCTION_COTTON,FAO总量：6236493.0,国家总量：2362971.3135; 种类：PRODUCTION_SOYBEANS,FAO总量：50860000.0,国家总量：2303455.655176764; 种类：PRODUCTION_SUNFLOWER,FAO总量：1823000.0,国家总量：3463617.0239999997; 种类：PRODUCTION_WHEAT,FAO总量：48322656.0,国家总量：96575606.2112; "
1978,-5,GEORGIA,OTHER (COMBINED) COUNTIES,,,3.81,,,,85.668,,,38.1,71.88199999999999,1.2099785404,,,,,,,4.318,,,,,,7.112,,,228.5448,,228.6,183.388,1.4075260572,,,,,,2.590048612510373,,,,3870.2815521808952,,,1185.8690101144089,1925.5253064397805,543.0470093455239,,,,,,,,,,4.206239999999999,,,,7.890168,,,3.43662,6.06806,0.120503985248,,,,,,"种类：PRODUCTION_CORN,FAO总量：2846504.0,国家总量：187030485.98400003; 种类：PRODUCTION_RYE,FAO总量：611280.0,国家总量：459562.2; 种类：PRODUCTION_COTTON,FAO总量：6236493.0,国家总量：2362971.3135; 种类：PRODUCTION_SOYBEANS,FAO总量：50860000.0,国家总量：2303455.655176764; 种类：PRODUCTION_SUNFLOWER,FAO总量：1823000.0,国家总量：3463617.0239999997; 种类：PRODUCTION_WHEAT,FAO总量：48322656.0,国家总量：96575606.2112; "
1978,-4,MISSISSIPPI,OTHER (COMBINED) COUNTIES,,,66.03999999999999,809.844,,,,,,,127.0,,,,,,451.85200000000003,,69.85,,,,,,96.52,881.6850000000001,,,,,703.5799999999999,,,,1105.132,,,55.66671644798413,1798.3936336487395,,,,,,,4345.838776226409,,,,,,5107.433755490077,,,,,8.47598,368.65318,,,,,,,9.585959999999998,,,,,,14.491928,"种类：PRODUCTION_CORN,FAO总量：2846504.0,国家总量：187030485.98400003; 种类：PRODUCTION_RYE,FAO总量：611280.0,国家总量：459562.2; 种类：PRODUCTION_COTTON,FAO总量：6236493.0,国家总量：2362971.3135; 种类：PRODUCTION_SOYBEANS,FAO总量：50860000.0,国家总量：2303455.655176764; 种类：PRODUCTION_SUNFLOWER,FAO总量：1823000.0,国家总量：3463617.0239999997; 种类：PRODUCTION_WHEAT,FAO总量：48322656.0,国家总量：96575606.2112; "
