year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_CANOLA,AREA HARVESTED_CHICKPEAS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_LENTILS,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_PEAS,AREA HARVESTED_RICE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_WHEAT,AREA PLANTED_BARLEY,AREA PLANTED_CANOLA,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_LENTILS,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_PEAS,AREA PLANTED_RICE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_CANOLA,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_LENTILS,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_PEAS,PRODUCTION_RICE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_WHEAT,YIELD_BARLEY,YIELD_CANOLA,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_LENTILS,YIELD_OATS,YIELD_PEANUTS,YIELD_PEAS,YIELD_RICE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_WHEAT,标记
2019,-46,WYOMING,OTHER (COMBINED) COUNTIES,798.9590000000001,,,,,,,,,,,,,970.942,,,,,,,,,,,,,108221.16732068128,,,,,,,,,,,,,4.138477,,,,,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,-30,MISSOURI,OTHER (COMBINED) COUNTIES,,,,41783.0,,,,,,,,2802.8659019574,2997.4664000000002,,,,44460.159999999996,,,,,,,,2850.24026583,4877.8240000000005,,,,52203.57637261058,,,,,,,,2837507.2446612073,184087.0767066387,,,,34.01313999999999,,,,,,,,0.435345340148,13.416738,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,-29,NEBRASKA,OTHER (COMBINED) COUNTIES,,,,28778.199999999997,,,105.1248,,,,1274.0639999999999,1366.9053490580002,13766.515000000001,,,,30015.18,,,820.38,,,,2032.0,1386.413166342,14990.054,,,,38930.78162206422,,,8298.446059930595,,,,131623.37954731792,1807973.7262478299,750727.6651322345,,,,25.89276,,,5.3941799999999995,,,,5.29082,0.43398720097000004,8.214996000000001,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,-28,ILLINOIS,OTHER (COMBINED) COUNTIES,,,,43019.979999999996,,,41.6724,,,,,2377.36089749,4801.3358,,,,44566.84,,,286.044,,,,,2391.806559656,5596.432,,,,60307.31683371246,,,3659.6969528103546,,,,,2882667.557343378,328813.68241907575,,,,37.98824,,,3.7418039999999997,,,,,0.579555027412,16.029858,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,-27,OREGON,OTHER (COMBINED) COUNTIES,,,,,,,38.9136,,,,,,345.694,,,,,,,50.82,,,,,,372.914,,,,,,,4991.2078826718,,,,,,35272.8077132399,,,,,,,1.380852,,,,,,5.678092,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,-26,ARIZONA,OTHER (COMBINED) COUNTIES,,,,,5442.5,,,,,,,,,,,,,5507.81,,,,,,,,,,,,,37043.39847424205,,,,,,,,,,,,,408.1875,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,-25,ALABAMA,OTHER (COMBINED) COUNTIES,,,,1805.432,16664.935,,,3.26592,,,,57.3381667512,,,,,1953.26,17002.37,,,3.5380800000000003,,,,60.25199262400001,,,,,1861.4824232383087,96656.75926838012,,,12758.244181089605,,,,41375.041446923475,,,,,19.09064,1135.0878,,,3.1194072,,,,0.25162614952400003,,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,-24,NORTH DAKOTA,OTHER (COMBINED) COUNTIES,3083.2851,321.702192,,38965.378,,,715.836,,9963.10435,,,1204.299049292,88074.93740000001,4042.6890000000003,334.43928,,42313.86,,,1539.12,,10341.851999999999,,,1268.6254594499999,101288.342,256562.8444328525,660290.658551787,,37779.42338890731,,,89967.06056384406,,298752.8223624887,,,775432.8070990668,4228953.632503415,9.139046,4.046112,,29.8831,,,5.105232,,426.3746,,,0.29385193124,18.136686,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,-23,WISCONSIN,OTHER (COMBINED) COUNTIES,,,,19382.739999999998,,,990.8448,,,,,350.461641523,846.2698,,,,8849.359999999999,,,1995.048,,,,,364.598635694,1268.452,,,,6297.201861140483,,,71090.93502874945,,,,,344098.1369639213,54917.48594450076,,,,21.610319999999998,,,6.525288,,,,,0.40003372152,12.338826000000001,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,-22,OKLAHOMA,OTHER (COMBINED) COUNTIES,,,,5773.42,5126.835,,,3.26592,,,3088.64,61.301463807,3560.376,,,,6459.219999999999,7989.59,,,3.5380800000000003,,,3375.66,69.512032474,8489.918,,,,7703.603808627587,26295.797369529657,,,12959.078182283229,,,158347.55984634234,45938.18318203366,153988.5623184297,,,,23.141939999999998,491.13120000000004,,,1.5449616000000002,,,5.54736,0.30422317587200004,6.388534,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,-21,FLORIDA,OTHER (COMBINED) COUNTIES,,,,,,,,16.7832,,,,,,,,,,,,,18.007920000000002,,,,,,,,,,,,,76211.21834768522,,,,,,,,,,,,,1.7676792000000001,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,-19,KENTUCKY,OTHER (COMBINED) COUNTIES,,,,10688.32,,,,,,,,440.530962464,899.8932000000001,,,,11737.34,,,,,,,,442.62990483,2036.056,,,,14040.261689930536,,,,,,,,425615.6785727745,67109.3612557061,,,,22.118319999999997,,,,,,,,0.31459442050400005,10.953327999999999,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,-18,IOWA,OTHER (COMBINED) COUNTIES,,,,32823.15,,,477.8532,,,,,1579.5158640139998,,,,,25036.78,,,1276.308,,,,,1593.4676573880001,,,,,39715.69338316289,,,39258.03328351782,,,,,1902961.5746113479,,,,,23.62454,,,6.32346,,,,,0.40423160625199994,,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,-17,LOUISIANA,OTHER (COMBINED) COUNTIES,,,,508.0,3200.19,,,,,784.7107,,159.519619816,,,,,574.04,3417.89,,,,,802.8543,,168.77965966600001,,,,,620.1434209002143,20348.791424922132,,,,,57958.781239384676,,156162.9808087079,,,,,14.12494,604.9883,,,,,597.8316199999999,,0.4095406957659999,,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,-16,PENNSYLVANIA,OTHER (COMBINED) COUNTIES,,,,8632.952,,,119.064,,,,,103.0086832914,,,,,6131.5599999999995,,,216.34799999999998,,,,,105.687921488,,,,,5439.754152575127,,,7773.674105220495,,,,,102547.43491147985,,,,,30.284419999999997,,,4.8816239999999995,,,,,0.301630364714,,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,-15,MINNESOTA,OTHER (COMBINED) COUNTIES,487.43030000000005,,,30595.824,,,602.4348,,,,,1276.9348018754001,2760.3802,637.861,,,23449.28,,,1376.496,,,,,1289.9852847040002,2849.934,40563.398535941444,,,31507.894244885865,,,51161.34937561741,,,,,1195455.487218603,146333.79412840324,3.790157,,,24.22398,,,7.12206,,,,,0.394107296016,6.998262000000001,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
